	terms	src_raw	mt_raw	src_terms	alg_terms	norm_tgt_terms
0	{'新冠病毒': 'COVID-19', '經濟環境': 'Economic environment', '貨幣緊縮政策': 'monetary tightening', '通脹壓力': 'inflationary pressure', '金融市場': 'financial markets', '防疫措施': 'anti-pandemic measures', '防疫措施與檢疫限制': 'COVID-related restrictions'}	2022年伊始，全球經濟環境一片暗淡。新冠病毒變異株Omicron肆虐，令全球經濟增長繼續受壓，通脹壓力亦持續上升。其後俄羅斯與烏克蘭爆發衝突，進一步推高通脹壓力，導致各主要央行採取前置式貨幣緊縮政策，擴大環球金融市場的波動，並加劇經濟增長放緩的風險。本地方面，第五波疫情爆發，感染個案急速上升，亦進一步打擊經濟。同時，圍繞防疫措施與檢疫限制的負面報道，更令外界對香港產生誤解，威脅香港作為國際金融中心的聲譽。全年計，香港實質本地生產總值收縮了3.5%。	At the start of 2022, the global economic outlook was bleak. The spread of the Omicron variant of COVID-19 continued to restrain global economic growth and fueled rising inflation. The subsequent conflict between Russia and Ukraine further exacerbated inflationary pressures, prompting major central banks to implement tighter monetary policies, increasing volatility in global financial markets and raising the risk of an economic slowdown. Locally, Hong Kong experienced a fifth wave of the pandemic, with a rapid increase in infections that further damaged the economy. Simultaneously, negative coverage of pandemic control measures and quarantine restrictions fostered misconceptions about Hong Kong, jeopardizing its reputation as an international financial center. Overall, Hong Kong’s real gross domestic product contracted by 3.5% for the year.	['新冠病毒', '經濟環境', '貨幣緊縮政策', '通脹壓力', '金融市場', '防疫措施', '防疫措施與檢疫限制']	{'新冠病毒': 'COVID-19', '經濟環境': 'economic outlook', '貨幣緊縮政策': 'monetary policies', '通脹壓力': 'inflationary pressures', '金融市場': 'financial markets', '防疫措施': 'control measures', '防疫措施與檢疫限制': 'control measures and quarantine restrictions'}	['covid', 'economic outlook', 'monetary policy', 'inflationary pressure', 'financial market', 'control measure', 'control measure and quarantine restriction']
1	{'國際金融領袖投資峰會': 'Global Financial Leaders’ Investment Summit'}	儘管面對重重挑戰，金管局繼續致力保障香港貨幣與金融穩定，並於主要策略範疇推進多項有利發展的措施，進一步鞏固香港的國際金融中心地位。經歷3年的旅遊限制後，我們成功向國際社會展示香港已全面復常，旅客亦能再次親身訪港體驗。金管局在去年11月舉辦「國際金融領袖投資峰會」，來自世界各地的金融領袖親身來港出席。外界如此熱烈的反應，成為印證香港全面復常最好不過的證明。	Despite facing numerous challenges, the Hong Kong Monetary Authority (HKMA) remains committed to safeguarding the monetary and financial stability of Hong Kong, and has advanced a number of favorable measures in key strategic areas to further consolidate Hong Kong’s position as an international financial center. Following three years of travel restrictions, we have successfully demonstrated to the international community that Hong Kong has fully resumed normalcy, and travelers are once again able to experience the city firsthand. In November last year, the HKMA hosted the “International Financial Leaders Investment Summit,” which was attended in person by financial leaders from around the world. The overwhelmingly positive response to this event serves as the best possible proof of Hong Kong’s full recovery.	['國際金融領袖投資峰會']	{'國際金融領袖投資峰會': 'International Financial Leaders Investment Summit'}	['international financial leader investment summit']
2	{'二零二二年可持續發展報告': 'Sustainability Report 2022', '二零二二年年報': 'Annual Report 2022', '可持續機構': 'sustainable organisation', '可持續發展報告': 'Sustainability Report', '綠色和可持續金融': 'green and sustainable finance', '綠色和可持續金融樞紐': 'green and sustainable finance hub', '負責任投資': 'Responsible investment', '負責任投資者': 'responsible investor', '銀行體系穩定': 'Banking Stability'}	展望未來，外圍環境仍然充滿前所未有的不確定性。儘管如此，內地經濟重啟會為香港以至整個地區重新注入動力。金管局將繼續緊守崗位，履行維持香港貨幣與銀行體系穩定的職能，並積極尋求更多有利香港發展的機會，展現及提升香港作為國際金融中心的競爭力。我們亦會繼續為提升全球氣候應變能力及可持續發展出力。今年除《二零二二年年報》外，我們會另外發表《二零二二年可持續發展報告》，以便更詳細地介紹金管局在提升香港作為綠色和可持續金融樞紐的地位所進行的各項工作，以及金管局作為負責任投資者及可持續機構所作出的努力。	Looking ahead, the external environment remains filled with unprecedented uncertainty. Nevertheless, Mainland China’s economic recovery will provide a fresh impetus for Hong Kong and the wider region. The Hong Kong Monetary Authority (HKMA) will continue to uphold the stability of Hong Kong’s monetary and banking systems and actively seek opportunities to support the city’s development and enhance its competitiveness as an international financial center. We will also continue to contribute to global climate resilience and sustainable development. This year, in addition to the 2022 Annual Report, we will publish a separate 2022 Sustainability Report to provide a more detailed account of the HKMA’s work in strengthening Hong Kong’s position as a green and sustainable finance hub, as well as our efforts as a responsible investor and sustainable institution.	['二零二二年可持續發展報告', '二零二二年年報', '可持續機構', '可持續發展報告', '綠色和可持續金融', '綠色和可持續金融樞紐', '負責任投資', '負責任投資者', '銀行體系穩定']	{'二零二二年可持續發展報告': '2022 Sustainability Report', '二零二二年年報': '2022 Annual Report', '可持續機構': 'sustainable institution', '可持續發展報告': 'Sustainability Report', '綠色和可持續金融': 'green and sustainable finance', '綠色和可持續金融樞紐': 'green and sustainable finance hub', '負責任投資': 'responsible investor', '負責任投資者': 'responsible investor', '銀行體系穩定': 'Banking Stability'}	['2022 sustainability report', '2022 annual report', 'sustainable institution', 'sustainability report', 'green and sustainable finance', 'green and sustainable finance hub', 'responsible investor', 'responsible investor', 'banking stability']
3	{'匯率': 'exchange value', '港元': 'HKD', '美國聯邦儲備局': 'US Federal Reserve', '聯儲局': 'Fed', '聯匯制度': 'LERS', '聯邦儲備局': 'Federal Reserve'}	聯繫匯率制度（聯匯制度）自1983年實施至今，歷經多個經濟周期，成功抵禦各種各樣的外來衝擊。2022年再次見證聯匯制度的抗震能力。在美國聯邦儲備局（聯儲局）大幅收緊貨幣政策下，弱方兌換保證於2022年5月至11月期間被觸發41次，金管局按照既定機制，以有序及具透明度的方式從市場買入合共2,421億港元。其間港元匯率及貨幣市場繼續運作暢順，反映聯匯制度穩健有效。	The Linked Exchange Rate System (LETS) has been in place since 1983 and has successfully withstood various external shocks throughout multiple economic cycles. In 2022, the resilience of the Linked Exchange Rate System was once again demonstrated. Under the significant tightening of monetary policy by the US Federal Reserve (Fed), the weak-side exchange rate guarantee was triggered 41 times between May and November 2022. The Hong Kong Monetary Authority (HKMA) purchased a total of 242.1 billion HKD from the market in an orderly and transparent manner according to the established mechanism. During this period, the Hong Kong dollar exchange rate and money market continued to operate smoothly, reflecting the robust and effective nature of the Linked Exchange Rate System.	['匯率', '港元', '美國聯邦儲備局', '聯儲局', '聯匯制度', '聯邦儲備局']	{'匯率': 'exchange rate', '港元': 'dollar', '美國聯邦儲備局': 'US Federal Reserve', '聯儲局': 'Fed', '聯匯制度': 'System', '聯邦儲備局': 'Fed'}	['exchange rate', 'dollar', 'us federal reserve', 'fed', 'system', 'fed']
4	{'國際貨幣基金組織': 'International Monetary Fund', '基金組織': 'IMF', '對外部門報告': 'External Sector Report', '聯匯制度': 'LERS'}	這份對聯匯制度的信心，來自於建立多年的穩固根基。正如國際貨幣基金組織在其《2022年對外部門報告》中重申，聯匯制度的公信力建基於多項因素，包括具高透明度的運作規則、充裕的外匯儲備、審慎的財政制度、穩健的金融監管，以及靈活的經濟結構。	The confidence in the linked exchange rate system stems from its solid foundation built over many years. As reiterated by the International Monetary Fund in its 2022 External Sector Report, the credibility of the linked exchange rate system is based on multiple factors, including operation rules with high transparency, ample foreign exchange reserves, a prudent fiscal system, sound financial regulation, and a flexible economic structure.	['國際貨幣基金組織', '基金組織', '對外部門報告', '聯匯制度']	{'國際貨幣基金組織': 'International Monetary Fund', '基金組織': 'Fund', '對外部門報告': 'External Sector Report', '聯匯制度': 'system'}	['international monetary fund', 'fund', 'external sector report', 'system']
5	{'媒體': 'media outlets', '市場監察': 'market surveillance', '聯匯制度': 'LERS'}	我們深信除了穩健的機制外，致力與公眾及市場溝通以加深其對聯匯制度的了解、進行有效的市場監察，以及就不同情景作出應變計劃，均有助鞏固各界對聯匯制度的信心。我們就聯匯制度運作機制推出的社交媒體宣傳活動，有助在年內弱方兌換保證多次被觸發的情況下，有效維護市場對聯匯制度的信心。內部方面，金管局亦善用數據分析技術加強市場監察，讓我們能適時回應最新市場形勢。	We firmly believe that, in addition to robust mechanisms, actively communicating with the public and the market to enhance their understanding of the linked exchange rate system, conducting effective market surveillance, and developing contingency plans for different scenarios all contribute to reinforcing confidence in the system across various sectors. Our social media promotional campaign launched to explain the operational mechanisms of the linked exchange rate system effectively maintained market confidence despite the weak-side exchange guarantee being triggered multiple times this year. Internally, the HKMA also utilizes data analytics technology to strengthen market surveillance, enabling us to respond promptly to the latest market developments.	['媒體', '市場監察', '聯匯制度']	{'媒體': 'media', '市場監察': 'market surveillance', '聯匯制度': 'rate'}	['media', 'market surveillance', 'rate']
6	{'法定最低要求': 'statutory minimum requirements', '流動性': 'liquidity positions', '特定分類貸款比率': 'classified loan ratio', '資本充足': 'capital adequacy', '資本充足比率': 'capital ratio', '資產質素': 'asset quality'}	年內，儘管面對宏觀層面的挑戰以及遞增的信用風險，香港銀行體系仍然維持穩健，資本及流動性均非常充裕。2022年底，本地銀行的綜合總資本充足比率為20.1%，遠高於國際最低要求的8%。2022年第4季，大型銀行的流動性覆蓋比率稍升至162.3%，亦遠高於法定最低要求的100%。鑑於信貸環境面對挑戰，銀行體系的資產質素略為轉差，特定分類貸款比率於2022年底升至1.38%，但有關水平仍屬穩健，並低於2000年以來的長期平均水平1.8%。	Despite facing macro-level challenges and rising credit risks, the Hong Kong banking system remained stable throughout the year, with ample capital and liquidity. By the end of 2022, the comprehensive total capital adequacy ratio of local banks was 20.1%, far exceeding the international minimum requirement of 8%. In the fourth quarter of 2022, the liquidity coverage ratio of large banks slightly increased to 162.3%, also far exceeding the statutory minimum requirement of 100%. Given the challenges in the credit environment, the banking system's asset quality slightly deteriorated, with the specific classified loan ratio rising to 1.38% by the end of 2022. However, this level remains stable and is below the long-term average of 1.8% since 2000.	['法定最低要求', '流動性', '特定分類貸款比率', '資本充足', '資本充足比率', '資產質素']	{'法定最低要求': 'statutory minimum requirement', '流動性': 'liquidity', '特定分類貸款比率': 'specific classified loan ratio', '資本充足': 'capital adequacy', '資本充足比率': 'adequacy ratio', '資產質素': 'asset quality'}	['statutory minimum requirement', 'liquidity', 'specific classify loan ratio', 'capital adequacy', 'adequacy ratio', 'asset quality']
7	{'運作穩健': 'operational resilience'}	# 銀行體系：有效監管確保運作穩健	# Banking System: Effective Supervision Ensures Stable Operation	['運作穩健']	{'運作穩健': 'Stable Operation'}	['stable operation']
8	{'信用風險管理': 'management of credit risk', '自願性部分本金還款選項': 'voluntary partial repayment option', '部分本金還款選項': 'partial principal repayment arrangement'}	過去一年面對的一項主要監管挑戰，是在第五波新冠疫情後經濟仍充滿不確定性之下，確保銀行繼續為客戶提供所需支援的同時，維持穩健的信用風險管理。「預先批核還息不還本」計劃進一步展期，並加入自願性部分本金還款選項，讓借款人可以選擇開始償還部分本金，協助客戶就最終回復正常還款作好準備。	One of the main regulatory challenges faced over the past year was maintaining sound credit risk management while ensuring banks continued to provide the necessary support to their customers amidst the economic uncertainties following the fifth wave of COVID-19. The “pre-approved principal and interest moratorium” scheme was further extended, with the addition of a voluntary partial principal repayment option, allowing borrowers to choose to begin repaying part of their principal to help them prepare for the eventual resumption of normal repayments.	['信用風險管理', '自願性部分本金還款選項', '部分本金還款選項']	{'信用風險管理': 'credit risk management', '自願性部分本金還款選項': 'voluntary repayment option', '部分本金還款選項': 'partial principal repayment option'}	['credit risk management', 'voluntary repayment option', 'partial principal repayment option']
9	{'壓力測試': 'Stress-testing', '年金': 'annuity', '承擔': 'Commitments', '流動性': 'liquidity positions'}	因應主要經濟體大幅收緊貨幣政策令市場波動加劇，2022年金管局另一項主要監管工作是加強監察銀行的市場及流動性風險承擔。我們深入評估各經濟體同步收緊貨幣政策對銀行可能產生的影響，並就壓力測試引入新情景，以評估銀行應對長時間流動性壓力的韌性。	In response to heightened market volatility caused by major economies’ significant tightening of monetary policies, a key regulatory focus for the Hong Kong Monetary Authority (HKMA) in 2022 was to strengthen the supervision of banks’ market and liquidity risk management. We conducted in-depth assessments of the potential impact on banks of simultaneous monetary policy tightening across major economies, and introduced new scenarios for stress testing to evaluate banks’ resilience to prolonged liquidity stress.	['壓力測試', '年金', '承擔', '流動性']	{'壓力測試': 'stress testing', '年金': '▔', '承擔': '▔', '流動性': 'liquidity'}	['stress testing', '▔', '▔', 'liquidity']
