	terms	src_raw	mt_raw	src_terms	alg_terms	norm_tgt_terms
0	{'space': 'Space'}	The status of each individual space can be seen from the color code on the upper left corner.	Die Status jedes einzelnen Spaces ist über das Farbencode links oben abrufbar.	['space']	{'space': 'Spaces'}	['space']
1	{'storage': 'Speicher'}	Your contract includes a total number of available capacity units per month which you can allocate as you wish to the compute and storage resources.	Ihr Kontrakt enthält eine Gesamtmenge an verfügbaren Kapazitätseinheiten pro Monat, die Sie nach Belieben den Rechen- und Speicherressourcen zuordnen können.	['storage']	{'storage': 'Speicherressourcen'}	['speicherressourcen']
2	{'share': 'teilen'}	share the URL link to other users with the proper editing rights	teilen Sie die URL-Verknüpfung mit anderen Benutzern mit den richtigen Bearbeitungsrechten	['share']	{'share': 'teilen'}	['teilen']
3	{'constraint': 'Einschränkung'}	Once you remove the constraint for the successor operation, the operation can be rescheduled automatically.	Nachdem Sie die Abhängigkeit des Nachfolgevorganges entfernt haben, kann dieser automatisch neu geplant werden.	['constraint']	{'constraint': 'Abhängigkeit'}	['abhängigkeit']
4	{'create': 'erstellen'}	As long as you have not configured the tenant, you can use only administration features of SAP Data Warehouse Cloud (but you cannot create spaces in the Space Management page).	Solange Sie den Tenant nicht konfiguriert haben, können Sie nur Administrationsfeatures von SAP Data Warehouse Cloud nutzen (Sie können aber keine Spaces im Bereich Space Management erstellen).	['create']	{'create': 'erstellen'}	['erstellen']
5	{'area of responsibility': 'Zuständigkeitsbereich'}	All resources in your area of responsibility will be displayed.	Alle Ressourcen in Ihrer Zuständigkeit werden angezeigt.	['area of responsibility']	{'area of responsibility': 'Zuständigkeit'}	['zuständigkeit']
6	{'trigger': 'Auslöser'}	Required Permissions for Oracle Trigger-Based Replication in the SAP HANA Smart Data Integration and SAP HANA Smart Data Quality Installation and Configuration Guide	Erforderliche Berechtigungen für die auslöserbasierte Replikation beim Oracle im Installations- und Konfigurationshandbuch für SAP HANA Smart Data Integration und SAP HANA Smart Data Quality	['trigger']	{'trigger': 'auslöserbasierte'}	['auslöserbasieren']
7	{'connector': 'Konnektor'}	Integrate an account with your space to be able to create connections for connector instances and use the connections for data flows.	Integrieren Sie ein Konto in Ihren Space, um Verbindungen für Konnektorinstanzen erstellen zu können und die Verbindungen für Datenflüsse verwenden zu können.	['connector']	{'connector': 'Konnektorinstanzen'}	['konnektorinstanzen']
8	{'customer': 'Debitor', 'supplier': 'Kreditor'}	A payment clearing group is an attribute with which you can categorize your suppliers and customers into groups.	Eine Zahlungsabwicklungsgruppe ist ein Attribut, mit dem Sie Ihre Lieferanten und Kunden in Gruppen kategorisieren können.	['customer', 'supplier']	{'customer': 'Kunden', 'supplier': 'Lieferanten'}	['kunde', 'lieferant']
9	{'demand-driven': 'bedarfsorientiert'}	Select the corresponding checkbox for demand-driven MRP components and/or top-level materials.	Wählen Sie das entsprechende Kontrollkästchen für Nachfragedurchlaufkontingente und/oder oberste Materialien.	['demand-driven']	{'demand-driven': 'Nachfragedurchlaufkontingente'}	['nachfragedurchlaufkontingen']
10	{'create': 'erstellen'}	Click Create License to create a license for one or multiple of your data products and generate activation keys that you can share with consumers to allow them to use the licensed scope of data products.	Klicken Sie auf Lizenz erstellen, um eine Lizenz für ein oder mehrere Ihrer Datenprodukte zu erstellen und Aktivierungsschlüssel zu generieren, die Sie mit Konsumenten teilen können, um ihnen die Nutzung des lizenzierten Datenproduktscope zu ermöglichen.	['create']	{'create': 'erstellen'}	['erstellen']
11	{'side panel': 'Seitenbereich'}	Control your union in the Mappings section of its side panel:	Steuern Sie Ihre Vereinigung unter Zuordnungen im Seitenbereich:	['side panel']	{'side panel': 'Seitenbereich'}	['seitenbereich']
12	{'indicator': 'Indikator'}	The performance of the model version is evaluated using two main indicators.	Die Leistung der Modellversion wird mithilfe zweier Hauptindikatoren bewertet.	['indicator']	{'indicator': 'Hauptindikatoren'}	['hauptindikator']
13	{'query': 'Abfrage'}	The database then has to decide which job or query has to be dealt with first.	Dann muss die Datenbank entscheiden, welcher Job oder welche Abfrage zuerst bearbeitet werden soll.	['query']	{'query': 'Abfrage'}	['abfrage']
14	{'provider': 'Provider'}	Address, e-mail, phone number, etc of the provider	Adresse, E-Mail, Telefonnummer usw. des Providers	['provider']	{'provider': 'Providers'}	['provider']
15	{'space': 'Space'}	The name should be unique within a space.	Der Name sollte innerhalb eines Spaces eindeutig sein.	['space']	{'space': 'Spaces'}	['space']
16	{'intercompany': 'buchungskreisübergreifend'}	Display the IDs of intercompany customer invoices, customer invoices, and intercompany supplier invoices	Anzeigen der IDs von Intercompany-Kundenrechnungen, Kundenrechnungen und Intercompany-Lieferantenrechnungen	['intercompany']	{'intercompany': 'Intercompany'}	['intercompanyen']
17	{'history': 'Verlauf', 'release': 'Release'}	To lock a specific release of a data product, open the release history of the selected product, select the release you want to lock and select the checkbox Locked.	Um eine bestimmte Version eines Datenprodukts zu sperren, öffnen Sie die Versionsgeschichte des ausgewählten Produkts, wählen Sie die Version aus, die Sie sperren möchten, und markieren Sie das Kontrollkästchen Sperrung aktiviert.	['history', 'release']	{'history': 'Versionsgeschichte', 'release': 'Versionsgeschichte'}	['versionsgeschichte', 'versionsgeschichte']
18	{'data provider': 'Datenprovider'}	This varies depending on how the data provider offers their products.	Dies hängt von der Art ab, wie der Datenprovider seine Produkte anbietet.	['data provider']	{'data provider': 'Datenprovider'}	['datenprovider']
19	{'access control': 'Zugriffskontrolle'}	Create a data access control to filter data in views and business layer objects by one or more criteria.	Erstellen Sie eine Datenzugriffssteuerung, um Daten in Views und Objekten des Business Layers nach einem oder mehreren Kriterien zu filtern.	['access control']	{'access control': 'Datenzugriffssteuerung'}	['datenzugriffssteuern']
20	{'data provider': 'Datenprovider'}	Retrieve your favorite data providers and data products.	Abrufen Ihrer bevorzugten Datenprovider und Datenprodukte.	['data provider']	{'data provider': 'Datenprovider'}	['datenprovider']
21	{'section': 'Bereich'}	Choose Fuzzy Match to display the Match Thresholds section.	Wählen Sie Abgleich unscharf an, um den Bereich Abgleichschwellen anzuzeigen.	['section']	{'section': 'Abgleichschwellen'}	['abgleichschwellen']
22	{'provider': 'Provider'}	You can see which products were last released by the provider.	Sie können sehen, welche Produkte von dem Provider zuletzt freigegeben wurden.	['provider']	{'provider': 'Provider'}	['provider']
23	{'provider': 'Provider'}	It’s maintained by the provider and the information might differs from one provider to another.	Es wird von dem Anbieter gepflegt und die Informationen unterscheiden sich möglicherweise zwischen verschiedenen Anbietern.	['provider']	{'provider': 'Anbieter'}	['anbieter']
24	{'release': 'Release'}	To lock all the releases of a data product, select the product and select the checkbox Locked.	Alle Releases eines Produkts sperren, indem Sie das Produkt auswählen und das Häkchen Sperrt ankreuzen.	['release']	{'release': 'Releases'}	['release']
25	{'assigned': 'zugewiesen'}	The Product Allocation Order Items card displays only those order items with confirmation quantity assigned to a characteristic value combination containing the specified characteristic or values.	Der Karteiartikel Produktallokationsauftrag zeigt nur solche Auftragspositionen an, die eine Bestätigungsmenge aufweisen und zu einer Merkmalskombination gehören, die das angegebene Merkmal oder Werte enthält.	['assigned']	{'assigned': 'aufweisen'}	['aufweisen']
26	{'storage': 'Speicher', 'space': 'Platz'}	This space is close to exceeding it's storage quota.	Der Platz ist kurz vor dem Erreichen seiner Speicherkapazität.	['storage', 'space']	{'storage': 'Speicherkapazität', 'space': 'Platz'}	['speicherkapazität', 'platz']
27	{'period': 'Zeitraum'}	Older period includes data older than the last year.	Frühere Periode umfasst Daten älter als das letzte Jahr.	['period']	{'period': 'Periode'}	['periode']
28	{'data provider': 'Datenprovider', 'create': 'erstellen'}	Create or Edit a Data Provider Profile	Datenprovider-Profil erstellen oder bearbeiten	['data provider', 'create']	{'data provider': 'Datenprovider', 'create': 'erstellen'}	['datenprovider', 'erstellen']
29	{'data provider': 'Datenprovider'}	In the Switch Data Provider dialog:	Im Dialogfeld Datenprovider wechseln:	['data provider']	{'data provider': 'Datenprovider'}	['datenprovider']
30	{'space': 'Space'}	Select your Space	Auswählen Sie Ihren Space	['space']	{'space': 'Space'}	['space']
31	{'data provider': 'Datenprovider'}	Thanks to the product page created by the data provider you get detailed information on the data product and eventually access to sample data, if available.	Dank der von dem Datenprovider erstellten Produktseite erhalten Sie detaillierte Informationen über das Datenprodukt und eventuell Zugriff auf Beispiel-Daten, falls diese verfügbar sind.	['data provider']	{'data provider': 'Datenprovider'}	['datenprovider']
32	{'consumption model': 'Verbrauchsmodell'}	To guarantee a smooth roll-out of updates to any object without immediately affecting or even breaking fact models, consumption models, or perspectives, you can derive versions of objects.	Zur Garantie einer reibungslosen Einführung von Updates für jedes Objekt ohne sofortige Auswirkungen auf oder sogar den Bruch von Faktenmodellen, Verbrauchsmodellen oder Perspektiven können Sie Versionen von Objekten ableiten.	['consumption model']	{'consumption model': 'Verbrauchsmodellen'}	['verbrauchsmodellen']
33	{'reference quantity': 'Referenzmenge'}	You can display the reference quantity and the simulation quantity side by side.	Sie können die Referenzmenge und die Simulationsmenge nebeneinander anzeigen.	['reference quantity']	{'reference quantity': 'Referenzmenge'}	['referenzmenge']
34	{'period': 'Periode'}	The inspector detects issues for each top-level material per time period.	Der Inspector erkennt Probleme für jedes oberste Material pro Zeitperiode.	['period']	{'period': 'Zeitperiode'}	['zeitperiode']
35	{'root': 'Stamm'}	Any path used with this connection will be prefixed with this root path.	Jeder Pfad, der mit dieser Verbindung verwendet wird, wird mit diesem Stamm-Pfad vorangestellt.	['root']	{'root': 'Stamm-Pfad'}	['stamm']
36	{'type': 'Art'}	It must be unique for the clause type in each language.	Es muss für jede Klauselart und Sprache eindeutig sein.	['type']	{'type': 'Klauselart'}	['klauselart']
37	{'acceptance': 'Abnahme'}	Enables you to indicate if the acceptance of an ordered item is to take place at the point of origin.	Ermöglicht Ihnen, anzugeben, ob die Annahme einer bestellten Position am Ursprungsort erfolgen soll.	['acceptance']	{'acceptance': 'Annahme'}	['annahme']
