	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	經濟與金融環境	經濟與金融環境	經濟與金融環境	經濟與金融環境	經濟與金融環境	經濟及金融環境
1	內地需求	內地需求	內地需求	內地需求	內地需求	本地需求
2	出口表現	出口表現	出口表現	出口表現	出口表現	出口表現
3	全球金融市場	全球金融市場	全球金融市場	全球金融市場	全球金融市場	▁170
4	本地股市	本地股市	本地股市	本地股市	本地股市	▁247
5	物業 市場	物業 市場	物業 市場	物業市場	物業 市場	物業市場
6	審慎措施	審慎措施	審慎措施	審慎措施	審慎措施	▁321
7	住宅物業市場	住宅物業市場	住宅物業市場	住宅房地產市場	住宅物業市場	住宅物業市場
8	第七輪審慎措施	第七輪審慎措施	第七輪審慎措施	第七輪審慎措施	第七輪審慎措施	▁356
9	▔	▁1	▔	▁2	▔	▁5
10	香港銀行業	香港銀行業	香港銀行業	香港銀行業	香港銀行業	▁193
11	註 牌 機構	註 牌 機構	註 牌 機構	註 牌 機構	註 牌 機構	▁249
12	資產質素	資產質素	資產質素	資產質素	資產質素	資產質素
13	機構	機構	機構	機構	機構	▁16
14	銀行業	銀行業	銀行業	銀行	銀行業	銀行業
15	銀行業	銀行業	銀行業	銀行業	銀行業	銀行體系
16	零售銀行	零售銀行	零售銀行	零售銀行	零售銀行	零售銀行
17	貨幣 定性	貨幣 定性	貨幣 定性	貨幣 定性	貨幣 定性	▁270
18	貨幣	貨幣	貨幣	貨幣	貨幣	▁265
19	保證 措施	保證 措施	保證 措施	▁13	保證 措施	▁75
20	港元兌美元匯率	港元兌美元匯率	港元兌美元匯率	港元兌美元匯率	港元兌美元匯率	港元兌美元匯率
21	港元 匯率 市場	港元 匯率 市場	港元 匯率 市場	港元 匯率 市場	港元 匯率 市場	▁195
22	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度
23	▔	▁13	▔	匯率	▔	匯率
24	兌換	兌換	兌換	外匯	兌換	交易所
25	全球金融市場	全球金融市場	全球金融市場	全球金融市場	全球金融市場	▁170
26	基本利率	基本利率	基本利率	基本利率	基本利率	基本利率
27	聯邦基金利率	聯邦基金利率	聯邦基金利率	聯邦基金利率	聯邦基金利率	聯邦基金利率
28	資金	資金	資金	基金	資金	基金
29	聯邦 儲備	聯邦 儲備	聯邦 儲備	聯邦 儲備	聯邦 儲備	▁404
30	基點	基點	基點	基點	基點	基點
31	銀行間流動性	銀行間流動性	銀行間流動性	銀行間流動性	銀行間流動性	▁217
32	資金市場	資金市場	資金市場	貨幣市場	資金市場	貨幣市場
33	銀行業穩定性	銀行業穩定性	銀行業穩定性	銀行業穩定性	銀行業穩定性	▁27
34	銀行業	銀行業	銀行業	銀行	銀行業	銀行業
35	人工智慧	▁1	人工智慧	▁2	人工智慧	▁5
36	風險管理	風險管理	風險管理	風險管理	風險管理	風險管理
37	管控機制	管控機制	管控機制	控制	管控機制	▁74
38	打擊恐怖主義融資	打擊恐怖主義融資	打擊恐怖主義融資	反恐融資	打擊恐怖主義融資	▁83
39	保險產品	保險產品	保險產品	保險產品	保險產品	保險產品
40	投資及保險產品	投資及保險產品	投資及保險產品	投資及保險產品	投資及保險產品	▁225
41	流動性風險	流動性風險	流動性風險	流動性風險	流動性風險	流動性風險
42	流動性 風險 管理	流動性 風險 管理	流動性 風險 管理	▁26	流動性 風險 管理	流動性風險管理
43	流動性風險管理體系	流動性風險管理體系	流動性風險管理體系	流動性風險管理系統	流動性風險管理體系	流動性風險管理系統
44	反洗	反洗	反洗	▁28	反洗	洗錢
45	風險治理	風險治理	風險治理	風險治理	風險治理	▁345
46	銷售實務	銷售實務	銷售實務	▁33	銷售實務	▁354
47	打擊恐怖主義融資	打擊恐怖主義融資	打擊恐怖主義融資	反恐融資	打擊恐怖主義融資	▁385
48	逆周期資本緩衝	逆周期資本緩衝	逆周期資本緩衝	反週期資本緩衝	逆周期資本緩衝	▁84
49	存款保障計劃	存款保障計劃	存款保障計劃	存款保障計劃	存款保障計劃	存款保障計劃
50	香港金融管理局	香港金融管理局	香港金融管理局	香港金融管理局	香港金融管理局	金管局
51	立法會	立法會	立法會	立法會	立法會	立法會
52	獲授權機構	機構	獲授權機構	機構	獲授權機構	▁16
