	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	president	president	president	chief executive	president	chief executive
1	coronavirus	coronavirus	coronavirus	covid	coronavirus	covid
2	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system
3	banking system	banking system	banking system	banking system	banking system	▁270
4	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
5	central bank	central bank	central bank	central bank	central bank	central bank
6	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
7	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
8	hkma	hkma	hkma	hkma	hkma	hkma
9	financial industry	financial industry	financial industry	financial sector	financial industry	financial sector
10	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
11	system	system	system	system	system	▁207
12	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
13	▔	▁10	▔	▁8	▔	▁73
14	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
15	social media	social media	social media	social media	social media	social media
16	▔	system	▔	system	▔	▁207
17	fiscal framework	fiscal framework	fiscal framework	fiscal framework	fiscal framework	fiscal framework
18	exchange reserve	exchange reserve	exchange reserve	and reserve	exchange reserve	▁233
19	hkma	hkma	hkma	hkma	hkma	hkma
20	financial regulation	financial regulation	financial regulation	financial regulation	financial regulation	▁254
21	statutory minimum	statutory minimum	statutory minimum	statutory minimum requirement	statutory minimum	statutory minimum requirement
22	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
23	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
24	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
25	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
26	banking system	banking system	banking system	banking system	banking system	▁270
27	banking system	banking system	banking system	banking system	banking system	▁270
28	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁24
29	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
30	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
31	reserve requirement level	reserve requirement level	reserve requirement level	reserve requirement level	reserve requirement level	▁171
