	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	covid	covid	covid	covid	covid	covid
1	economic outlook	economic outlook	economic outlook	macroeconomic environment	economic outlook	▁249
2	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	▁297
3	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	control measure	control measure	control measure	control measure	control measure	▁348
6	control measure and quarantine restriction	control measure and quarantine restriction	control measure and quarantine restriction	control measure and quarantine restriction	control measure and quarantine restriction	▁349
7	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	▁94
8	2022 sustainability report	2022 sustainability report	2022 sustainability report	sustainable development report 2022	2022 sustainability report	▁11
9	2022 annual report	2022 annual report	2022 annual report	2022 annual report	2022 annual report	▁12
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁81
11	sustainability report	sustainability report	sustainability report	sustainable development report	sustainability report	sustainability report
12	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
13	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance	green and sustainable finance hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁74
18	dollar	dollar	dollar	dollar	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
20	fed	fed	fed	fed	fed	fed
21	system	system	system	system	system	▁268
22	fed	fed	fed	federal reserve	fed	federal reserve
23	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
24	fund	fund	fund	fund	fund	imf
25	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
26	system	system	system	system	system	▁268
27	media	media	media	media	media	▁115
28	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance
29	rate	system	rate	system	rate	▁268
30	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
31	liquidity	liquidity	liquidity	liquidity	liquidity	▁207
32	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	▁217
33	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
34	adequacy ratio	adequacy ratio	adequacy ratio	adequacy ratio	adequacy ratio	▁304
35	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
36	stable operation	stable operation	stable operation	operational resilience	stable operation	operational resilience
37	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	▁33
38	voluntary repayment option	voluntary repayment option	voluntary repayment option	voluntary repayment option	voluntary repayment option	▁269
39	partial principal repayment option	partial principal repayment option	partial principal repayment option	partial principal repayment option	partial principal repayment option	▁321
40	stress testing	stress testing	stress testing	stress test	stress testing	▁100
41	▔	▁8	▔	▁6	▔	annuity
42	▔	▁9	▔	▁7	▔	▁149
43	liquidity	liquidity	liquidity	liquidity	liquidity	▁207
44	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guidance	▁230
45	operational resilience	stable operation	operational resilience	operational resilience	operational resilience	operational resilience
46	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
47	operational resilience cybersecurity capability	operational resilience cybersecurity capability	operational resilience cybersecurity capability	operational resilience and cybersecurity capability	operational resilience cybersecurity capability	▁319
48	mainland account	mainland account	mainland account	mainland account	mainland account	mainland account
49	branch self facility	branch self facility	branch self facility	branch self facility	branch self facility	▁66
50	employee	employee	employee	employee	employee	▁142
51	enhance and retraining	enhance and retraining	enhance and retraining	enhance and retraining	enhance and retraining	▁160
52	enhance professional capability	enhance professional capability	enhance professional capability	enhance professional capability	enhance professional capability	▁161
53	connecting talent with the future	connecting talent with the future	connecting talent with the future	connecting talent with the future	connecting talent with the future	▁316
54	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal
55	global financial leader investment summit	international financial leader investment summit	global financial leader investment summit	international financial leader investment summit	global financial leader investment summit	▁94
56	▔	▁20	▔	group	▔	group
57	sustainable development report 2022	2022 sustainability report	sustainable development report 2022	sustainable development report 2022	sustainable development report 2022	▁11
58	opportunity mainland	opportunity mainland	opportunity mainland	opportunities mainland	opportunity mainland	▁50
59	sustainable development report	sustainability report	sustainable development report	sustainable development report	sustainable development report	sustainability report
60	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
61	fintech application assessment	fintech application assessment	fintech application assessment	fintech application assessment	fintech application assessment	▁328
62	three approach	three approach	three approach	three approach	three approach	three approach
63	multilateral currency	multilateral currency	multilateral currency	multilateral currency	multilateral currency	▁112
64	multilateral currency cross network	multilateral currency cross network	multilateral currency cross network	multilateral currency cross network	multilateral currency cross network	▁113
65	digital	digital	digital	digital	digital	▁174
66	digital rmb wallet	digital rmb wallet	digital rmb wallet	digital rmb wallet	digital rmb wallet	▁175
67	▔	▁11	▔	cyberport	▔	cyberport
68	dollar	dollar	dollar	digital dollar	dollar	▁176
69	dollar	dollar	dollar	dollar	dollar	hkd
70	second track pilot program	second track pilot program	second track pilot program	second track pilot program	second track pilot program	▁241
71	cross transaction	cross transaction	cross transaction	cross transaction	cross transaction	cross transaction
