	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	covid	covid	covid	covid	covid	covid
1	▔	▁16	▔	macroeconomic environment	▔	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁243
3	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	anti-epidemic measure	anti-epidemic measure	anti-epidemic measure	anti-epidemic measure	anti-epidemic measure	▁292
6	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	▁293
7	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	international financial leader 's investment summit	international financial leader investment summit	global financial leader 's investment summit
8	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	▁11
9	2022 annual report	2022 annual report	2022 annual report	2022 annual report	2022 annual report	▁12
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁71
11	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
12	green and sustainable financial	green and sustainable financial	green and sustainable financial	green and sustainable finance	green and sustainable financial	green and sustainable finance
13	green and sustainable financial hub	green and sustainable financial hub	green and sustainable financial hub	green and sustainable finance hub	green and sustainable financial hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁63
18	dollar	dollar	dollar	▁9	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
20	▔	▁17	▔	▁11	▔	▁220
21	exchange system	exchange system	exchange system	exchange system	exchange system	▁221
22	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
23	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
24	fund	fund	fund	fund	fund	imf
25	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
26	system	exchange system	system	exchange system	system	▁221
27	media	media	media	media	media	▁101
28	market monitoring	market monitoring	market monitoring	market monitoring	market monitoring	▁114
29	exchange system	exchange system	exchange system	exchange system	exchange system	▁221
30	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
31	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
32	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	▁181
33	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
34	adequacy ratio	adequacy ratio	adequacy ratio	adequacy ratio	adequacy ratio	▁250
35	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
36	stable operation	stable operation	stable operation	operational resilience	stable operation	operational resilience
37	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	▁31
38	voluntary repayment option	voluntary repayment option	voluntary repayment option	voluntary repayment option	voluntary repayment option	▁222
39	partial principal repayment option	partial principal repayment option	partial principal repayment option	partial principal repayment option	partial principal repayment option	▁267
40	testing	testing	testing	stress test	testing	▁86
41	▔	▁8	▔	▁4	▔	annuity
42	exposure	exposure	exposure	▁5	exposure	▁126
43	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
44	supervisory guideline	supervisory guideline	supervisory guideline	regulatory guidance	supervisory guideline	▁191
45	operational resilience	stable operation	operational resilience	operational resilience	operational resilience	operational resilience
46	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
47	operational resilience cyber defence capability	operational resilience cyber defence capability	operational resilience cyber defence capability	operational resilience and cyber defence capability	operational resilience cyber defence capability	▁265
48	mainland account	mainland account	mainland account	mainland account	mainland account	mainland account
49	branch self facility	branch self facility	branch self facility	branch self facility	branch self facility	▁59
50	employee	employee	employee	employee	employee	▁119
51	upgrading and retraining	upgrading and retraining	upgrading and retraining	upgrading and retraining	upgrading and retraining	▁134
52	professional capability	professional capability	professional capability	professional capability	professional capability	▁135
53	connecting talent with the future	connecting talent with the future	connecting talent with the future	connecting talent with the future	connecting talent with the future	▁262
54	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal	no . 8 typhoon signal
55	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	international financial leader 's investment summit	international financial leader investment summit	global financial leader 's investment summit
56	▔	▁20	▔	group	▔	group
57	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	▁11
58	mainland opportunity	mainland opportunity	mainland opportunity	mainland opportunity	mainland opportunity	mainland opportunity
59	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
60	green and sustainable finance	green and sustainable financial	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
61	fintech application assessment	fintech application assessment	fintech application assessment	fintech application assessment	fintech application assessment	▁275
62	three approach	three approach	three approach	three approach	three approach	three approach
63	▔	▁5	▔	▁3	▔	▁98
64	million	million	million	million	million	▁99
65	digital renminbi	digital renminbi	digital renminbi	digital renminbi	digital renminbi	▁146
66	digital renminbi wallet	digital renminbi wallet	digital renminbi wallet	digital renminbi wallet	digital renminbi wallet	▁147
67	▔	▁9	▔	cyberport	▔	cyberport
68	hkd	hkd	hkd	e-hkd	hkd	e-hkd
69	hkd	dollar	hkd	▁9	hkd	hkd
70	second pilot programme	second pilot programme	second pilot programme	second pilot programme	second pilot programme	▁200
71	cross transaction	cross transaction	cross transaction	cross transaction	cross transaction	cross transaction
72	retail level	retail level	retail level	retail level	retail level	▁302
73	sme	sme	sme	sme	sme	sme
74	sme loan	sme loan	sme loan	sme lending	sme loan	sme loan
75	sme	sme	sme	sme	sme	▁8
76	datum infrastructure base datum owner authorisation	datum infrastructure base datum owner authorisation	datum infrastructure base datum owner authorisation	datum infrastructure base datum owner authorisation	datum infrastructure base datum owner authorisation	▁20
77	$	dollar	$	▁9	$	hkd
78	public consultation	public consultation	public consultation	public consultation	public consultation	public consultation
79	fiat currency	fiat currency	fiat currency	fiat currency	fiat currency	fiat currency
80	regulatory regime	regulatory regime	regulatory regime	regulatory regime	regulatory regime	regulatory regime
81	stablecoin	stablecoin	stablecoin	stablecoin	stablecoin	stablecoin
82	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
83	mainland opportunity	mainland opportunity	mainland opportunity	mainland opportunity	mainland opportunity	mainland opportunity
84	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong	mainland and hong kong
85	covid	covid	covid	covid	covid	covid
86	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity position
87	liquidity	liquidity	liquidity	liquidity position	liquidity	▁173
88	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
89	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability
90	▔	exchange rate	▔	exchange rate	▔	▁63
91	and monetary market	and monetary market	and monetary market	and monetary market	and monetary market	▁90
92	hong	dollar	hong	▁9	hong	hkd
93	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
94	▔	▁3	▔	return	▔	return
95	diversified asset fund	diversified asset fund	diversified asset fund	diversified asset fund	diversified asset fund	▁97
96	investment return	investment return	investment return	investment return	investment return	investment return
97	asset class	asset class	asset class	asset class	asset class	asset class
98	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return
99	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return
100	return	▁3	return	return	return	return
101	responsible investment	responsible investor	responsible investment	responsible investment	responsible investment	responsible investment
102	▔	▁19	▔	commencement	▔	▁289
