	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chairman	chairman	chairman	chairman	chairman	chief executive
1	chairman 's report	chairman 's report	chairman 's report	chairman 's report	chairman 's report	▁158
2	trump	trump	trump	trump	trump	▁136
3	u.s presidential election	u.s presidential election	u.s presidential election	us presidential election	u.s presidential election	us presidential election
4	major stock	major stock	major stock	major stock	major stock	▁166
5	brexit	brexit	brexit	brexit	brexit	brexit
6	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum
7	black swan	black swan	black swan	black swan	black swan	black swan
8	crude oil future price	crude oil future price	crude oil future price	crude oil future price	crude oil future price	crude oil future price
9	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
10	new york	new york	new york	new york	new york	new york
11	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index
12	us 10 bond yield	us 10 bond yield	us 10 bond yield	us 10 bond yield	us 10 bond yield	▁163
13	▔	▁17	▔	stock market	▔	stock market
14	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	▁181
15	banking system	banking system	banking system	banking system	banking system	banking system
16	▔	▁20	▔	▁17	▔	banking stability
17	renminbi	renminbi	renminbi	rmb	renminbi	renminbi
18	exchange guarantee	exchange guarantee	exchange guarantee	exchange guarantee	exchange guarantee	convertibility undertaking
19	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund
20	impact	impact	impact	▁7	impact	▁88
21	u.s federal reserve	u.s federal reserve	u.s federal reserve	u.s federal reserve	u.s federal reserve	▁164
22	link exchange rate system	link exchange rate system	link exchange rate system	link exchange rate system	link exchange rate system	link exchange rate system
23	authority	authority	authority	hkma	authority	hkma
24	banking system	banking system	banking system	banking system	banking system	banking system
25	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
26	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁3
27	overall loan	overall loan	overall loan	overall loan	overall loan	▁109
28	residential mortgage business	residential mortgage business	residential mortgage business	residential mortgage business	residential mortgage business	▁115
29	housing market cycle	housing market cycle	housing market cycle	housing market cycle	housing market cycle	▁116
30	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	▁125
31	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	▁127
32	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	▁186
33	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
34	authority	authority	authority	hkma	authority	hkma
35	banking system	banking system	banking system	banking system	banking system	banking system
36	banking stability	▁20	banking stability	▁17	banking stability	banking stability
37	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
38	deposit insurance system	deposit insurance system	deposit insurance system	deposit insurance system	deposit insurance system	▁73
39	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	▁169
41	▔	▁18	▔	▁14	▔	▁170
42	▔	authority	▔	hkma	▔	hkma
43	banking system	banking system	banking system	banking system	banking system	banking system
44	banking stability	▁20	banking stability	▁17	banking stability	banking stability
45	sme	sme	sme	sme	sme	sme
46	▔	▁1	▔	▁0	▔	▁6
47	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing	sme financing guarantee scheme	▁7
48	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme
49	credit facility	credit facility	credit facility	credit facility	credit facility	▁29
50	bad debt	bad debt	bad debt	bad debt	bad debt	▁63
51	▔	▁10	▔	mortgage corporation	▔	▁96
52	hkma	authority	hkma	hkma	hkma	hkma
53	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
54	business association	business association	business association	association	business association	▁22
55	start	start	start	start	start	▁49
56	international chamber of commerce	international chamber of commerce	international chamber of commerce	international chamber of commerce	international chamber of commerce	international chamber of commerce
57	widespread financial	widespread financial	widespread financial	financial inclusion	widespread financial	financial inclusion
58	due diligence	due diligence	due diligence	diligence	due diligence	due diligence
59	commission	authority	commission	hkma	commission	hkma
60	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
61	branch	branch	branch	branch	branch	▁48
62	financial inclusion	widespread financial	financial inclusion	financial inclusion	financial inclusion	financial inclusion
63	atm	atm	atm	atm	atm	▁121
64	mobile banking unit	mobile banking unit	mobile banking unit	mobile banking unit	mobile banking unit	▁128
65	video teller machine	video teller machine	video teller machine	video teller machine	video teller machine	video teller machine
66	authority	authority	authority	hkma	authority	hkma
67	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
68	authority	authority	authority	hkma	authority	hkma
69	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
70	public education campaign	public education campaign	public education campaign	public education campaign	public education campaign	public education campaign
71	licensing and regular regulatory mechanism	licensing and regular regulatory mechanism	licensing and regular regulatory mechanism	licensing and regular regulatory mechanism	licensing and regular regulatory mechanism	▁142
72	regulatory mechanism	regulatory mechanism	regulatory mechanism	regulatory framework	regulatory mechanism	regulatory regime
73	authority	authority	authority	hkma	authority	hkma
74	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
75	distribute ledger technology	distribute ledger technology	distribute ledger technology	distribute ledger technology	distribute ledger technology	distribute ledger technology
76	astri	astri	astri	astri	astri	astri
77	sandbox	sandbox	sandbox	sandbox	sandbox	▁123
78	hkma	authority	hkma	hkma	hkma	hkma
79	fintech promotion office	fintech promotion office	fintech promotion office	fintech facilitation office	fintech promotion office	fintech facilitation office
80	fintech innovation hub	fintech innovation hub	fintech innovation hub	fintech innovation hub	fintech innovation hub	fintech innovation hub
81	banking supervision department	banking supervision department	banking supervision department	banking supervision department	banking supervision department	banking supervision department
82	banking system	banking system	banking system	banking system	banking system	banking system
83	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment	▁214
84	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
85	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute	hong kong applied science and technology research institute
86	belt and road	belt and road	belt and road	belt and road	belt and road	▁0
87	▔	▁0	▔	china exim bank	▔	▁5
88	global infrastructure hub	global infrastructure hub	global infrastructure hub	global infrastructure center	global infrastructure hub	global infrastructure hub
89	international financial center	international financial center	international financial center	international financial center	international financial center	international financial centre
90	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure investment and financing	infrastructure financing	infrastructure investment and financing
