	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chairman	chairman	chairman	chairman	chairman	chief executive
1	us trade tension	us trade tension	us trade tension	sino trade tension	us trade tension	us trade tension
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk	▁68
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	buoyant investment sentiment	buoyant investment sentiment	buoyant investment sentiment	buoyant investment sentiment	buoyant investment sentiment	▁160
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁208
9	stock	stock	stock	stock	stock	▁209
10	stock index	stock index	stock index	stock index	stock index	▁210
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁212
13	financial market	financial market	financial market	financial market	financial market	financial market
14	normalization rate	normalization rate	normalization rate	normalization rate	normalization rate	▁54
15	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
16	▔	▁6	▔	system	▔	▁58
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	▔	▁8	▔	fund	▔	▁72
19	basis point	basis point	basis point	basis point	basis point	basis point
20	rate	rate	rate	most favorable rate	rate	▁138
21	region government	region government	region government	region	region government	▁163
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	u.s interest rate	u.s interest rate	u.s interest rate	interest rate hike	u.s interest rate	us interest rate hike
24	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	▁202
25	▔	▁15	▔	system	▔	lers
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	kong interbank offer	kong interbank offer	kong interbank offer	hong kong interbank rate	kong interbank offer	▁283
29	twenty	twenty	twenty	twenty	twenty	▁14
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public fund	public fund	public fund	public fund	public fund	▁46
32	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudent supervision	prudent supervision	prudent supervision	macroprudential measure	prudent supervision	▁91
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution regime
41	resolution office	resolution office	resolution office	resolution mechanism	resolution office	resolution office
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
48	bank regulatory	bank regulatory	bank regulatory	bank regulatory	bank regulatory	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
50	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁4
51	return on equity	return on equity	return on equity	return on equity	return on equity	return on equity
52	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
53	counter measure	counter measure	counter measure	counter measure	counter measure	countercyclical measure
54	commission	hkma	commission	hkma	commission	hkma
55	▔	banking sector	▔	banking sector	▔	banking sector
56	banking group	banking group	banking group	banking group	banking group	banking group
57	retail banking	retail banking	retail banking	retail bank	retail banking	retail bank
58	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
59	bank culture	bank culture	bank culture	bank culture	bank culture	▁126
60	incentive system	incentive system	incentive system	incentive system	incentive system	incentive system
61	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement
62	self	self	self	self	self	self
63	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism
64	hkma	hkma	hkma	hkma	hkma	hkma
65	banking conduct division	banking conduct division	banking conduct division	banking conduct division	banking conduct division	▁251
66	bank culture	bank culture	bank culture	bank culture	bank culture	▁252
67	bank culture regulatory measure	bank culture regulatory measure	bank culture regulatory measure	bank culture regulatory measure	bank culture regulatory measure	▁254
68	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	▁16
69	convenience store	convenience store	convenience store	convenience store	convenience store	convenience store
70	electronic payment service	electronic payment service	electronic payment service	electronic payment service	electronic payment service	electronic payment service
71	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
72	accessibility feature	accessibility feature	accessibility feature	accessibility feature	accessibility feature	▁158
73	internet	internet	internet	network	internet	▁192
74	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm
75	hkma	hkma	hkma	hkma	hkma	hkma
76	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
77	kong	kong	kong	kong	kong	▁281
78	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
79	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	▁18
80	common qr code	common qr code	common qr code	common qr code	common qr code	common qr code
81	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
82	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
83	new era of smart banking	new era of smart banking	new era of smart banking	new era of smart banking	new era of smart banking	new era of smart banking
84	technology industry	technology industry	technology industry	technology industry	technology industry	▁180
85	transfer service	transfer service	transfer service	transfer service	transfer service	▁235
86	hkma	hkma	hkma	hkma	hkma	hkma
87	financial technology	financial technology	financial technology	fintech	financial technology	fintech
88	bank and the technology industry	bank and the technology industry	bank and the technology industry	bank and the technology industry	bank and the technology industry	▁249
89	bank account	bank account	bank account	bank account	bank account	bank account
90	retail payment system	retail payment system	retail payment system	retail payment system	retail payment system	▁265
91	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
92	virtual bank license	virtual bank license	virtual bank license	virtual bank license	virtual bank license	▁216
93	guideline licensing virtual bank	guideline licensing virtual bank	guideline licensing virtual bank	guideline licensing virtual bank	guideline licensing virtual bank	▁217
94	authority	hkma	authority	hkma	authority	hkma
95	financial technology	financial technology	financial technology	fintech	financial technology	fintech
96	interface	interface	interface	interface	interface	▁113
97	sandbox	sandbox	sandbox	sandbox	sandbox	▁150
98	authority	hkma	authority	hkma	authority	hkma
99	fintech	financial technology	fintech	fintech	fintech	fintech
