	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement
2	▔	▁7	▔	▁3	▔	▁91
3	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election
4	major stock	major stock	major stock	major stock	major stock	▁110
5	brexit	brexit	brexit	brexit	brexit	brexit
6	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum
7	black swan	black swan	black swan	black swan	black swan	black swan
8	crude oil future	crude oil future	crude oil future	crude oil future	crude oil future	▁34
9	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
10	new york	new york	new york	new york	new york	new york
11	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index
12	us 10 bond yield	us 10 bond yield	us 10 bond yield	us 10 bond yield	us 10 bond yield	▁108
13	▔	▁10	▔	equity market	▔	stock market
14	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	▁123
15	banking system	banking system	banking system	banking system	banking system	banking system
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	renminbi	renminbi	renminbi	renminbi	renminbi	renminbi
18	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking
19	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund
20	impact	impact	impact	▁0	impact	▁59
21	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
22	linked exchange rate system	linked exchange rate system	linked exchange rate system	link	linked exchange rate system	▁111
23	hkma	hkma	hkma	hkma	hkma	hkma
24	banking system	banking system	banking system	banking system	banking system	banking system
25	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
26	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁1
27	overall loan	overall loan	overall loan	overall loan	overall loan	▁71
28	residential mortgage business	residential mortgage business	residential mortgage business	residential mortgage business	residential mortgage business	▁75
29	▔	▁5	▔	▁2	▔	▁76
30	statutory requirement	statutory requirement	statutory requirement	statutory requirement	statutory requirement	▁83
31	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	▁84
32	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	▁125
33	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
34	hkma	hkma	hkma	hkma	hkma	hkma
35	banking system	banking system	banking system	banking system	banking system	banking system
36	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
37	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
