	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	панель	панель	панель	вкладка	панель	▁70
1	контракт	контракт	контракт	контракт	контракт	договор
2	▔	▁8	▔	тип	▔	тип
3	доход	доход	доход	доход	доход	▁95
4	изменение	изменение	изменение	обновить	изменение	обновить
5	период	период	период	период	период	▁83
6	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
7	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
8	прямой	прямой	прямой	прямой	прямой	▁20
9	тип	▁8	тип	тип	тип	тип
10	входящий	входящий	входящий	входной	входящий	▁56
11	тип	▁8	тип	тип	тип	тип
12	тип	▁8	тип	тип	тип	тип
13	цель	цель	цель	назначение	цель	назначение
14	тип	▁8	тип	тип	тип	тип
15	тип	▁8	тип	тип	тип	тип
16	публичный	публичный	публичный	общественность	публичный	▁81
17	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
18	вход	входящий	вход	входной	вход	▁56
19	тип	▁8	тип	тип	тип	тип
20	отложить	отложить	отложить	отложить	отложить	▁76
21	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
22	регламент	регламент	регламент	регламент	регламент	▁85
23	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
24	вход	входящий	вход	входной	вход	▁56
25	дать	дать	дать	выход	дать	▁69
26	учитываться	учитываться	учитываться	billing	учитываться	▁17
27	детонация	детонация	детонация	детонация	детонация	▁46
28	ассоциация	ассоциация	ассоциация	ассоциация	ассоциация	▁13
29	группировка	группировка	группировка	группа	группировка	группа
30	тип	▁8	тип	тип	тип	тип
31	контракт	контракт	контракт	контракт	контракт	договор
32	▔	▁5	▔	область	▔	▁101
33	add-on	add-on	add-on	add-on	add-on	▁5
34	отображение	отображение	отображение	▁2	отображение	▁63
35	свод	свод	свод	обзор	свод	▁113
36	глобальный валюта	глобальный валюта	глобальный валюта	глобальный валюта	глобальный валюта	▁50
37	место	место	место	пространство	место	пространство
38	редактировать	редактировать	редактировать	редактировать	редактировать	редактировать
39	пространство	место	пространство	пространство	пространство	пространство
40	схема	схема	схема	расписание	схема	запланировать
41	▔	входящий	▔	входной	▔	▁56
42	▔	▁6	▔	форма ввод	▔	▁104
43	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
44	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
45	период	период	период	период	период	▁83
46	входной	входящий	входной	входной	входной	▁56
47	тип	▁8	тип	тип	тип	тип
48	расписание	схема	расписание	расписание	расписание	запланировать
49	данные продукт	данные продукт	данные продукт	поставщик данные	данные продукт	▁35
50	периодический пребывание	периодический пребывание	периодический пребывание	период пребывание	периодический пребывание	▁89
51	приостановка	приостановка	приостановка	приостановка	приостановка	▁114
52	▔	▁4	▔	▁3	▔	▁80
53	мастер	мастер	мастер	мастер	мастер	мастер
54	поток	поток	поток	поток	поток	поток
55	▔	отображение	▔	▁2	▔	▁63
56	срок сдача	срок сдача	срок сдача	срок сдача	срок сдача	▁42
57	пометить	пометить	пометить	пометить	пометить	▁115
58	поставщик	поставщик	поставщик	поставщик	поставщик	поставщик
59	транзакция	транзакция	транзакция	транзакция	транзакция	транзакция
60	пользовательский поле	пользовательский поле	пользовательский поле	пользовательский поле	пользовательский поле	пользовательский поле
61	вкладка	панель	вкладка	вкладка	вкладка	▁70
62	период пребывание	периодический пребывание	период пребывание	период пребывание	период пребывание	▁89
63	элемент	элемент	элемент	элемент	элемент	▁71
64	▔	период	▔	период	▔	▁83
