	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	covid	covid	covid	covid	covid	covid
1	economic environment	economic environment	economic environment	macroeconomic environment	economic environment	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁208
3	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	anti-epidemic measure	anti-epidemic measure	anti-epidemic measure	anti-epidemic measure	anti-epidemic measure	▁248
6	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	anti-epidemic measure and quarantine restriction	▁249
7	international financial leader 's investment summit	international financial leader 's investment summit	international financial leader 's investment summit	global financial leader 's investment summit	international financial leader 's investment summit	global financial leader 's investment summit
8	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	▁12
9	2022 annual report	2022 annual report	2022 annual report	2022 annual report	2022 annual report	▁13
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁64
11	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
12	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
13	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance	green and sustainable finance hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁57
18	dollar	dollar	dollar	dollar	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
20	▔	▁14	▔	▁9	▔	▁189
21	system	system	system	exchange system	system	lers
22	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
23	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
24	fund	fund	fund	fund	fund	imf
25	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
26	lers	system	lers	exchange system	lers	lers
27	media	media	media	media	media	▁90
28	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance
29	lers	system	lers	exchange system	lers	lers
30	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum requirement
