	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	contenedor	contenedor	contenedor	contenedor	contenedor	▁18
1	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo
2	job	job	job	tarea	job	job
3	reportar	reportar	reportar	informe	reportar	informe
4	medio	medio	medio	medio	medio	medio
5	elemento	elemento	elemento	artículo	elemento	artículo
6	explosión	explosión	explosión	explosión	explosión	desglose
7	agregar	agregar	agregar	añadir	agregar	agregar
8	rango	rango	rango	intervalo	rango	intervalo
9	origen	origen	origen	fuente	origen	fuente
10	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
11	fuente	origen	fuente	fuente	fuente	fuente
12	editar	editar	editar	editar	editar	editar
13	restablece	restablece	restablece	reestablece	restablece	restablecer
14	agregar	agregar	agregar	añadir	agregar	agregar
15	incidente	incidente	incidente	incidente	incidente	▁33
16	modelo	plantilla	modelo	plantilla	modelo	modelo
17	guardar	guardar	guardar	guardar	guardar	guardar
18	borrado	borrado	borrado	borrado	borrado	ignorar
19	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
20	socio	socio	socio	socio	socio	socio
21	regla	regla	regla	regla	regla	regla
22	reestablece	restablece	reestablece	reestablece	reestablece	restablecer
23	tipo	tipo	tipo	tipo	tipo	tipo
24	programación	programación	programación	programación	programación	calendario
25	editar	editar	editar	editar	editar	editar
26	completar	completar	completar	completar	completar	completar
27	detener	detener	detener	detener	detener	detener
28	utilizar	utilizar	utilizar	utilizar	utilizar	uso
29	programación	programación	programación	programación	programación	calendario
30	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
31	calendario	programación	calendario	programación	calendario	calendario
32	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo
33	cliente	cliente	cliente	cliente	cliente	▁21
34	intervalo	rango	intervalo	intervalo	intervalo	intervalo
35	entrega	entrega	entrega	entrega	entrega	entrega
36	procesamiento	procesamiento	procesamiento	procesamiento	procesamiento	procesamiento
37	upgrade	upgrade	upgrade	upgrade	upgrade	upgrade
38	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
39	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	modelo de repetición
40	público	público	público	público	público	público
41	programado	programación	programado	programación	programado	calendario
42	guardar	guardar	guardar	guardar	guardar	guardar
43	predefinida	predefinida	predefinida	predeterminado	predefinida	▁25
44	restablecer	restablece	restablecer	reestablece	restablecer	restablecer
45	reabastecimiento	reabastecimiento	reabastecimiento	reabastecimiento	reabastecimiento	▁37
46	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
47	modelo	plantilla	modelo	plantilla	modelo	modelo
48	procesar	procesar	procesar	procesar	procesar	procesar
49	tarea	job	tarea	tarea	tarea	job
50	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	modelo de repetición
51	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
52	concluido	completar	concluido	completar	concluido	completar
53	informe	informe	informe	informe	informe	informe
54	guardar como	guardar como	guardar como	guardar como	guardar como	guardar como
55	resultado de búsqueda	resultado de búsqueda	resultado de búsqueda	resultado de búsqueda	resultado de búsqueda	▁40
56	programación	programación	programación	programación	programación	calendario
57	tarea	job	tarea	tarea	tarea	job
58	▔	cliente	▔	cliente	▔	▁21
59	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	patrón de repetición	modelo de repetición
60	sustituto	sustituto	sustituto	sustituto	sustituto	▁43
61	revisión	revisión	revisión	revisión	revisión	revisión
62	característica	característica	característica	característica	característica	característica
63	cliente	cliente	cliente	cliente	cliente	▁21
64	llamada	llamada	llamada	llamada	llamada	▁14
65	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
66	reproducción	reproducción	reproducción	reproducción	reproducción	replicación
67	bloquear	bloquear	bloquear	bloquear	bloquear	definir
68	modificación	modificación	modificación	cambio	modificación	modificación
69	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
70	añadir	agregar	añadir	añadir	añadir	agregar
71	cuenta	cuenta	cuenta	cuenta	cuenta	▁4
72	socio	socio	socio	socio	socio	socio
73	predefinido	predefinida	predefinido	predeterminado	predefinido	▁25
74	ignorar	borrado	ignorar	borrado	ignorar	ignorar
75	medida	medida	medida	medida	medida	indicador
76	transacción	transacción	transacción	transacción	transacción	▁46
77	cliente	cliente	cliente	cliente	cliente	▁21
78	registro	registro	registro	registro	registro	registro
79	cabecera	cabecera	cabecera	cabecera	cabecera	cabecera
80	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento
81	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
82	procedimiento	procedimiento	procedimiento	tipo	procedimiento	clase
83	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
84	programación	programación	programación	programación	programación	calendario
85	trabajo	lista de trabajo	trabajo	lista de trabajo	trabajo	lista de trabajo
86	añadir	agregar	añadir	añadir	añadir	agregar
87	allocation	allocation	allocation	imputación	allocation	imputación
88	página de perfil	página de perfil	página de perfil	página de perfil	página de perfil	página de perfil
89	coste	allocation	coste	imputación	coste	imputación
90	socio	socio	socio	socio	socio	socio
91	incidente	incidente	incidente	incidente	incidente	▁33
92	consumo	consumo	consumo	consumo	consumo	▁17
93	compensación	allocation	compensación	imputación	compensación	imputación
94	conjunto	conjunto	conjunto	conjunto	conjunto	conjunto
95	icono	icono	icono	icono	icono	icono
96	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
97	ordenación	ordenación	ordenación	ordenación	ordenación	▁42
98	job	job	job	tarea	job	job
99	cliente	cliente	cliente	cliente	cliente	cliente
100	informe	reportar	informe	informe	informe	informe
101	job	job	job	tarea	job	job
102	reiniciado	reiniciado	reiniciado	reiniciado	reiniciado	▁47
103	industria	procedimiento	industria	tipo	industria	clase
104	socio	socio	socio	socio	socio	socio
105	predeterminado	predefinida	predeterminado	predeterminado	predeterminado	▁25
106	utilizar	utilizar	utilizar	utilizar	utilizar	uso
107	tarifa	tarifa	tarifa	tarifa	tarifa	tarifa
108	notificación de servicio	notificación de servicio	notificación de servicio	confirmación de servicio	notificación de servicio	confirmación de servicio
109	asignación	allocation	asignación	imputación	asignación	imputación
110	cliente	cliente	cliente	cliente	cliente	▁21
111	elemento	elemento	elemento	artículo	elemento	artículo
112	incidente	incidente	incidente	incidente	incidente	▁33
113	▔	socio	▔	socio	▔	socio
114	clase de producto	clase de producto	clase de producto	clase de producto	clase de producto	▁35
115	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
116	clase de transacción	clase de transacción	clase de transacción	clase de transacción	clase de transacción	clase de transacción
117	facturar	facturar	facturar	cuentas	facturar	facturar
118	problema	problema	problema	emisión	problema	emisión
119	resultado	resultado	resultado	resultado	resultado	resultado
120	guardar	guardar	guardar	guardar	guardar	guardar
121	uso	utilizar	uso	utilizar	uso	uso
122	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
123	verificación	verificación	verificación	verificación	verificación	verificación
124	contrato central	contrato central	contrato central	contrato central	contrato central	▁15
125	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo
126	entrada	entrada	entrada	entrada	entrada	entrada
127	alcance	alcance	alcance	alcance	alcance	alcance
128	utilizar	utilizar	utilizar	utilizar	utilizar	uso
129	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
130	clase	procedimiento	clase	tipo	clase	clase
131	compartición	compartición	compartición	compartición	compartición	compartición
132	requisito	requisito	requisito	requisito	requisito	requisito
133	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
134	botón	botón	botón	botón	botón	▁13
135	tiempo	tiempo	tiempo	tiempo	tiempo	tiempo
136	programación	programación	programación	programación	programación	calendario
137	fuente	origen	fuente	fuente	fuente	fuente
138	utilidad	utilidad	utilidad	uso	utilidad	uso
139	medida	medida	medida	medida	medida	indicador
140	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo
141	clase	procedimiento	clase	tipo	clase	clase
142	indicador	medida	indicador	medida	indicador	indicador
143	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
144	completo	completo	completo	completo	completo	completo
145	guardar	guardar	guardar	guardar	guardar	guardar
146	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial	nombre empresarial
147	pago adelantado	pago adelantado	pago adelantado	pago adelantado	pago adelantado	▁34
148	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
149	programación	programación	programación	programación	programación	calendario
150	requisito	requisito	requisito	requisito	requisito	requisito
151	indicador	medida	indicador	medida	indicador	indicador
152	verificar	verificación	verificar	verificación	verificar	verificación
153	▔	▁3	▔	▁3	▔	▁44
154	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo	procesamiento paralelo
155	socio	socio	socio	socio	socio	socio
156	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento	rendimiento
157	ejecutan	ejecutan	ejecutan	ejecutar	ejecutan	ejecutar
158	añadir	agregar	añadir	añadir	añadir	agregar
159	botón	botón	botón	botón	botón	▁13
160	▔	verificación	▔	verificación	▔	verificación
161	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
162	socio	socio	socio	socio	socio	socio
163	sitio	sitio	sitio	sitio	sitio	sitio
164	demandista	demandista	demandista	demandista	demandista	▁26
165	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso	paso de proceso
166	afiliado sap	afiliado sap	afiliado sap	afiliado sap	afiliado sap	▁2
167	popup	popup	popup	popup	popup	popup
168	socio	socio	socio	socio	socio	socio
169	agregar	agregar	agregar	añadir	agregar	agregar
170	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
171	socio	socio	socio	socio	socio	socio
172	bloquear	bloquear	bloquear	bloquear	bloquear	bloquear
173	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
174	imputación	allocation	imputación	imputación	imputación	imputación
175	imputación	allocation	imputación	imputación	imputación	imputación
176	terminatión	terminatión	terminatión	terminatión	terminatión	▁45
177	caso de utilización	caso de utilización	caso de utilización	caso de uso	caso de utilización	caso de uso
178	eliminar	eliminar	eliminar	eliminar	eliminar	borrar
179	fuente	origen	fuente	fuente	fuente	fuente
180	intervalo	rango	intervalo	intervalo	intervalo	intervalo
181	proceso de paso	paso de proceso	proceso de paso	paso de proceso	proceso de paso	paso de proceso
182	defecto	predefinida	defecto	predeterminado	defecto	▁25
183	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición	conjunto de posición
184	explosión	explosión	explosión	explosión	explosión	desglose
185	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
186	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
187	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo	lista de trabajo
188	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento	responsable de tratamiento
189	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente	aplicación cliente
190	vista	vista	vista	vista	vista	▁49
191	guardar	guardar	guardar	guardar	guardar	guardar
192	job	job	job	tarea	job	job
193	medida	medida	medida	medida	medida	indicador
194	modelo	plantilla	modelo	plantilla	modelo	modelo
195	imputación	allocation	imputación	imputación	imputación	imputación
196	fase	fase	fase	fase	fase	fase
197	imputación	allocation	imputación	imputación	imputación	imputación
198	programa de trabajo	centro de trabajo	programa de trabajo	centro de trabajo	programa de trabajo	centro de trabajo
199	eliminar	eliminar	eliminar	eliminar	eliminar	quitar
200	añada	agregar	añada	añadir	añada	agregar
201	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial	actividad empresarial
202	carácter	agregar	carácter	añadir	carácter	agregar
203	socio	socio	socio	socio	socio	socio
204	adquisición	adquisición	adquisición	adquisición	adquisición	▁5
205	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
206	elemento	elemento	elemento	artículo	elemento	artículo
207	clase	clase	clase	clase	clase	clase
208	existencia	existencia	existencia	existencia	existencia	existencia
209	etiqueta	pestaña	etiqueta	pestaña	etiqueta	etiqueta
210	tiempo	tiempo	tiempo	tiempo	tiempo	tiempo
211	▔	▁2	▔	▁2	▔	▁23
212	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento	plataforma de lanzamiento
213	actualización	actualización	actualización	actualización	actualización	▁48
214	posición	elemento	posición	artículo	posición	artículo
215	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo	centro de trabajo
216	defecto	predefinida	defecto	predeterminado	defecto	▁25
217	guardar	guardar	guardar	guardar	guardar	guardar
218	tipo	procedimiento	tipo	tipo	tipo	clase
219	compartición	compartición	compartición	compartición	compartición	compartición
220	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
221	tile	guardar como	tile	guardar como	tile	guardar como
222	pestaña	pestaña	pestaña	pestaña	pestaña	etiqueta
223	bloquear	bloquear	bloquear	bloquear	bloquear	definir
224	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol	plantilla de rol
225	plantilla	plantilla	plantilla	plantilla	plantilla	modelo
