	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	chief executive 's statement	chief executive 's statement	chief executive 's statement	chief executive 's statement	chief executive 's statement	▁86
2	▔	▁25	▔	▁25	▔	▁72
3	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election
4	three major us stock future	three major us stock future	three major us stock future	three major us stock future	three major us stock future	three major us stock future
5	brexit	brexit	brexit	brexit	brexit	brexit
6	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum
7	black swan	black swan	black swan	black swan	black swan	black swan
8	crude oil future price	crude oil future price	crude oil future price	crude oil future price	crude oil future price	crude oil future price
9	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
10	new york	new york	new york	new york	new york	new york
11	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index
12	ten us bond yield	ten us bond yield	ten us bond yield	ten us bond yield	ten us bond yield	▁91
13	stock market	stock market	stock market	stock market	stock market	stock market
14	monetary and banking stability	monetary and banking stability	monetary and banking stability	monetary and banking stability	monetary and banking stability	monetary and banking stability
15	banking stability	banking stability	banking stability	banking system	banking stability	banking system
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	renminbi	renminbi	renminbi	▁3	renminbi	renminbi
18	mechanism	mechanism	mechanism	convertibility undertaking	mechanism	convertibility undertaking
19	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund
20	impact	impact	impact	▁14	impact	▁44
21	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
22	link exchange rate system	link exchange rate system	link exchange rate system	linkage system	link exchange rate system	link exchange rate system
23	hkma	hkma	hkma	hkma	hkma	hkma
24	banking system	banking stability	banking system	banking system	banking system	banking system
25	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
26	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
27	total loan	total loan	total loan	total loan	total loan	total loan
28	mortgage lending business	mortgage lending business	mortgage lending business	mortgage lending business	mortgage lending business	mortgage lending business
29	property market	property market	property market	property market	property market	▁62
