	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	major economy	major economy	major economy	major economy	major economy	major economy
1	interest rate cut	interest rate cut	interest rate cut	interest rate cut	interest rate cut	interest rate cut
2	▔	▁7	▔	economy	▔	member economy
3	inflation	inflation	inflation	inflation	inflation	inflation
4	hkma	hkma	hkma	hkma	hkma	hkma
5	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
6	▔	▁4	▔	international financial leader 's investment summit	▔	▁70
7	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
8	hkma	hkma	hkma	hkma	hkma	hkma
9	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore renminbi business
10	medium enterprise	medium enterprise	medium enterprise	medium enterprise	medium enterprise	small and medium enterprise
11	policy measure	policy measure	policy measure	policy measure	policy measure	policy measure
12	sar government	sar government	sar government	hksar government	sar government	hksar government
13	global supply chain	global supply chain	global supply chain	global supply chain	global supply chain	global supply chain
14	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
15	fragmentation	fragmentation	fragmentation	fragmentation	fragmentation	▁73
16	real economy	real economy	real economy	real economy	real economy	real economy
17	global financial market	global financial market	global financial market	global financial market	global financial market	global financial market
18	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism	▁214
19	tariff	tariff	tariff	tariff	tariff	tariff
20	hkma	hkma	hkma	hkma	hkma	hkma
21	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
22	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
23	system	system	system	system	system	▁194
24	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
25	▔	▁3	▔	exchange range	▔	▁37
26	fund	fund	fund	▁3	fund	imf
27	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
28	system	system	system	system	system	▁194
29	market monitoring	market monitoring	market monitoring	market monitoring	market monitoring	▁102
30	exchange system	system	exchange system	system	exchange system	▁194
31	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
32	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management
33	provision	provision	provision	provision	provision	provision
34	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold
35	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
36	specific classify loan	specific classify loan	specific classify loan	specific classify loan	specific classify loan	▁159
37	specific classify loan	specific classify loan	specific classify loan	specific classify	specific classify loan	▁160
38	aggregate capital adequacy ratio	aggregate capital adequacy ratio	aggregate capital adequacy ratio	aggregate capital adequacy ratio	aggregate capital adequacy ratio	consolidate total capital ratio
39	ratio	ratio	ratio	capital ratio	ratio	capital ratio
40	risk management	risk management	risk management	risk management	risk management	risk management
41	kong system	kong system	kong system	kong system	kong system	▁273
42	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	▁88
43	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio
44	mortgage loan	mortgage loan	mortgage loan	mortgage loan	mortgage loan	mortgage loan
45	property market	property market	property market	property market	property market	property market
46	mortgage loan	mortgage loan	mortgage loan	property mortgage loan	mortgage loan	property mortgage loan
47	countercyclical macroprudential regulatory measure	countercyclical macroprudential regulatory measure	countercyclical macroprudential regulatory measure	countercyclical regulatory measure	countercyclical macroprudential regulatory measure	▁222
48	hkma	hkma	hkma	hkma	hkma	hkma
49	third service provider	third service provider	third service provider	third service provider	third service provider	third service provider
50	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
51	pair exercise and scenario testing	pair exercise and scenario testing	pair exercise and scenario testing	pair exercise and scenario testing	pair exercise and scenario testing	▁228
52	risk management	risk management	risk management	risk management	risk management	risk management
53	technology service provider	technology service provider	technology service provider	technology service provider	technology service provider	technology service provider
54	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk
55	cyber defence capability	cyber defence capability	cyber defence capability	cyber defence capability	cyber defence capability	▁190
56	hkma	hkma	hkma	hkma	hkma	hkma
57	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure
58	financial regulator	financial regulator	financial regulator	financial regulator	financial regulator	financial regulator
59	store payment instrument licensees	store payment instrument licensees	store payment instrument licensees	store payment instrument licensees	store payment instrument licensees	▁36
60	anti-deception and money laundering intelligence taskforce	anti-deception and money laundering intelligence taskforce	anti-deception and money laundering intelligence taskforce	anti-deception and anti laundering intelligence taskforce	anti-deception and money laundering intelligence taskforce	▁58
61	enforcement	enforcement	enforcement	enforcement	enforcement	▁74
62	criminal proceed	criminal proceed	criminal proceed	criminal proceed	criminal proceed	criminal proceed
63	online banking	online banking	online banking	online banking	online banking	▁189
64	financial crime	financial crime	financial crime	financial crime	financial crime	financial crime
65	financial fraud	financial fraud	financial fraud	financial fraud	financial fraud	▁239
66	share among bank	share among bank	share among bank	share among bank	share among bank	▁250
67	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
68	▔	▁5	▔	smartsafe deposit	▔	▁132
69	service	service	service	service	service	▁133
70	▔	▁0	▔	▁0	▔	▁3
71	credit product	credit product	credit product	credit product	credit product	credit product
72	credit information interchange	credit information interchange	credit information interchange	credit information exchange	credit information interchange	▁28
73	personal credit information service	personal credit information service	personal credit information service	personal credit information service	personal credit information service	▁29
74	cool period	cool period	cool period	cool period	cool period	cool period
75	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product
76	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product
77	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
78	sme financing special taskforce	sme financing special taskforce	sme financing special taskforce	sme financing facilitation taskforce	sme financing special taskforce	▁9
79	credit support	credit support	credit support	credit support	credit support	▁27
80	real economy	real economy	real economy	real economy	real economy	real economy
81	loan portfolio	loan portfolio	loan portfolio	loan portfolio	loan portfolio	loan portfolio
82	hkma	hkma	hkma	hkma	hkma	hkma
83	industry measure	industry measure	industry measure	industry measure	industry measure	▁240
84	cyberport	cyberport	cyberport	cyberport	cyberport	cyberport
85	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence
86	hkma	hkma	hkma	hkma	hkma	hkma
87	financial service	financial service	financial service	financial service	financial service	financial service
88	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
89	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
90	customer service	customer service	customer service	customer service	customer service	▁260
91	risk management	risk management	risk management	risk management	risk management	risk management
92	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
93	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
94	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub
95	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
96	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
97	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore renminbi business
98	offshore bank loan	offshore bank loan	offshore bank loan	offshore bank loan	offshore bank loan	▁256
99	rmb bond	rmb bond	rmb bond	renminbi bond	rmb bond	rmb bond
100	rmb liquidity facility	rmb liquidity facility	rmb liquidity facility	renminbi liquidity facility	rmb liquidity facility	rmb liquidity facility
101	rmb trade finance liquidity facility	rmb trade finance liquidity facility	rmb trade finance liquidity facility	rmb trade finance liquidity facility	rmb trade finance liquidity facility	▁19
102	market	market	market	bond market	market	bond market
103	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
104	northbound link	northbound link	northbound link	northbound	northbound link	▁53
105	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral
106	ministry of finance	ministry of finance	ministry of finance	ministry of finance	ministry of finance	ministry of finance
107	onshore bond	onshore bond	onshore bond	onshore bond	onshore bond	onshore bond
108	real economy	real economy	real economy	real economy	real economy	real economy
109	investment product	investment product	investment product	investment product	investment product	investment product
110	policy bank	policy bank	policy bank	policy bank	policy bank	policy bank
111	trade finance	trade finance	trade finance	trade finance	trade finance	trade finance
112	hkma	hkma	hkma	hkma	hkma	hkma
113	offshore rmb bond repo transaction	offshore rmb bond repo transaction	offshore rmb bond repo transaction	offshore rmb bond repo transaction	offshore rmb bond repo transaction	▁255
114	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore renminbi business
115	china proactive introduction economic stimulus measure	china proactive introduction economic stimulus measure	china proactive introduction economic stimulus measure	china proactive introduction economic stimulus measure	china proactive introduction economic stimulus measure	▁7
116	global technology cycle	global technology cycle	global technology cycle	global technology cycle	global technology cycle	▁43
117	labour market	labour market	labour market	labour market	labour market	labour market
118	regional collaboration	regional collaboration	regional collaboration	regional collaboration	regional collaboration	▁54
119	international cooperation	international cooperation	international cooperation	international cooperation	international cooperation	▁66
120	international cooperation	international cooperation	international cooperation	international cooperation	international cooperation	▁67
121	external price pressure	external price pressure	external price pressure	external price pressure	external price pressure	external price pressure
122	kong	kong	kong	kong	kong	local stock market
123	property market	property market	property market	property market	property market	property market
124	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure
125	stock market	stock market	stock market	stock market	stock market	equity market
126	trade tension	trade tension	trade tension	trade tension	trade tension	trade tension
127	inflation	inflation	inflation	inflation	inflation	inflation
128	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
129	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
130	kong	kong system	kong	kong system	kong	▁273
131	geopolitical development	geopolitical development	geopolitical development	geopolitical development	geopolitical development	geopolitical tension
132	foreign exchange	foreign exchange	foreign exchange	exchange fund	foreign exchange	foreign exchange
133	global growth prospect	global growth prospect	global growth prospect	global growth prospect	global growth prospect	global growth prospect
134	us monetary policy	us monetary policy	us monetary policy	us monetary policy	us monetary policy	us monetary policy
135	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
136	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
137	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
138	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
139	small and medium enterprise	medium enterprise	small and medium enterprise	medium enterprise	small and medium enterprise	small and medium enterprise
140	contingency plan	contingency plan	contingency plan	contingency plan	contingency plan	contingency plan
141	generative ai sandbox	generative artificial intelligence	generative ai sandbox	generative artificial intelligence	generative ai sandbox	generative artificial intelligence
142	generative ai sandbox	generative ai sandbox	generative ai sandbox	generative ai sandbox	generative ai sandbox	▁164
143	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guidance	▁174
144	cyber capability	cyber capability	cyber capability	cyber capability	cyber capability	cyber resilience
145	cross project	cross project	cross project	cross project	cross project	▁220
146	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
147	hkma	hkma	hkma	hkma	hkma	hkma
148	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
149	risk supervision	risk supervision	risk supervision	risk regulation	risk supervision	risk supervision
150	second property transaction	second property transaction	second property transaction	second property transaction	second property transaction	▁14
151	credit product	credit product	credit product	credit product	credit product	credit product
152	▔	credit information interchange	▔	credit information exchange	▔	▁28
153	personal credit information service	personal credit information service	personal credit information service	personal credit information service	personal credit information service	▁29
154	cool period	cool period	cool period	cool period	cool period	cool period
155	payment arrangement	payment arrangement	payment arrangement	payment arrangement	payment arrangement	▁116
156	digital bank	digital bank	digital bank	digital bank	digital bank	digital bank
157	digital asset activity	digital asset activity	digital asset activity	digital asset activity	digital asset activity	digital asset activity
158	smartsavings	▁5	smartsavings	smartsafe deposit	smartsavings	▁132
159	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product
160	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection
161	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product
162	generative ai	generative artificial intelligence	generative ai	generative artificial intelligence	generative ai	generative artificial intelligence
163	hkma	hkma	hkma	hkma	hkma	hkma
164	▔	▁9	▔	banking consumer	▔	▁247
165	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection
166	customer service	customer service	customer service	customer service	customer service	▁260
167	public partnership platform	public partnership platform	public partnership platform	public partnership platform	public partnership platform	public partnership platform
168	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report
169	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	▁107
170	authorised payment scam	authorised payment scam	authorised payment scam	authorised payment scam	authorised payment scam	▁114
171	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	money laundering and terrorist financing
172	criminal proceed	criminal proceed	criminal proceed	criminal proceed	criminal proceed	criminal proceed
173	monitor suspicious activity	monitor suspicious activity	monitor suspicious activity	monitoring suspicious activity	monitor suspicious activity	▁171
174	hkma	hkma	hkma	hkma	hkma	hkma
175	financial crime	financial crime	financial crime	financial crime	financial crime	financial crime
176	information share bank	information share bank	information share bank	information share bank	information share bank	▁241
177	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	▁69
178	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
179	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
180	hkma	hkma	hkma	hkma	hkma	hkma
181	resolution feasibility obstacle	resolution feasibility obstacle	resolution feasibility obstacle	resolution feasibility obstacle	resolution feasibility obstacle	▁197
182	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability
183	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard
184	hkma	hkma	hkma	hkma	hkma	hkma
185	financial contract	financial contract	financial contract	financial contract	financial contract	financial contract
186	connect	connect	connect	connect	connect	swap connect
187	rmb liquidity facility	rmb liquidity facility	rmb liquidity facility	renminbi liquidity facility	rmb liquidity facility	rmb liquidity facility
188	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral
189	hkma	hkma	hkma	hkma	hkma	hkma
190	offshore rmb	offshore rmb business	offshore rmb	offshore rmb business	offshore rmb	offshore renminbi business
191	corporate treasury centre	corporate treasury centre	corporate treasury centre	corporate treasury centre	corporate treasury centre	corporate treasury centre
192	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
193	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
194	international and regional central bank and regulatory organisation	international and regional central bank and regulatory organisation	international and regional central bank and regulatory organisation	international and regional central bank and regulatory organisation	international and regional central bank and regulatory organisation	▁68
195	international financial leader 's investment summit	▁4	international financial leader 's investment summit	international financial leader 's investment summit	international financial leader 's investment summit	▁70
196	central bank and regulatory organisation	central bank and regulatory organisation	central bank and regulatory organisation	central bank and regulatory organisation	central bank and regulatory organisation	▁85
197	marketing effort	marketing effort	marketing effort	marketing effort	marketing effort	▁101
198	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
199	wealth management	wealth management	wealth management	wealth management	wealth management	wealth management
200	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management
201	hkma	hkma	hkma	hkma	hkma	hkma
202	financial platform	financial platform	financial platform	financial platform	financial platform	financial platform
203	financial service	financial service	financial service	financial service	financial service	financial service
204	financial system	financial system	financial system	financial system	financial system	financial system
205	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china
206	online interbank payment clear system	online interbank payment clear system	online interbank payment clear system	online interbank payment clear system	online interbank payment clear system	▁38
207	datum infrastructure	datum infrastructure	datum infrastructure	datum infrastructure	datum infrastructure	datum infrastructure
208	online interbank payment clear system	online interbank payment clear system	online interbank payment clear system	online interbank payment clear system	online interbank payment clear system	▁188
209	cross payment	cross payment	cross payment	cross payment	cross payment	cross payment
210	hkma	hkma	hkma	hkma	hkma	hkma
211	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
212	major economy	major economy	major economy	major economy	major economy	major economy
213	exchange fund	foreign exchange	exchange fund	exchange fund	exchange fund	foreign exchange
214	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
215	investment return	investment return	investment return	investment return	investment return	investment return
216	policy rate	policy rate	policy rate	policy rate	policy rate	policy rate
217	global financial market	global financial market	global financial market	global financial market	global financial market	global financial market
218	▔	▁7	▔	economy	▔	member economy
219	inflation	inflation	inflation	inflation	inflation	inflation
220	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return	annualised internal rate of return
221	asset diversification	asset diversification	asset diversification	asset diversification	asset diversification	asset diversification
222	hkma	hkma	hkma	hkma	hkma	hkma
223	hkma	hkma	hkma	hkma	hkma	hkma
224	digital capability	digital capability	digital capability	digital capability	digital capability	digital capability
225	fiscal discipline	fiscal discipline	fiscal discipline	fiscal discipline	fiscal discipline	▁208
226	hkma	hkma	hkma	hkma	hkma	hkma
227	central security depository system	central security depository system	central security depository system	central security depository system	central security depository system	▁8
228	bond market	market	bond market	bond market	bond market	bond market
229	central debt instrument	central debt instrument	central debt instrument	central debt instrument	central debt instrument	▁34
230	macau financial authority	macau financial authority	macau financial authority	macau financial authority	macau financial authority	▁158
231	▔	hkma	▔	hkma	▔	hkma
232	primary arrangement	primary arrangement	primary arrangement	primary liquidity provider arrangement	primary arrangement	▁2
233	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
234	hkma	hkma	hkma	hkma	hkma	hkma
235	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market
236	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	▁56
237	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision
238	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	▁107
