	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	coronavirus	coronavirus	coronavirus	covid	coronavirus	covid
1	economic environment	economic environment	economic environment	economic environment	economic environment	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁158
3	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	anti measure	anti measure	anti measure	anti measure	anti measure	anti measure
6	anti measure and quarantine restriction	anti measure and quarantine restriction	anti measure and quarantine restriction	anti measure and quarantine restriction	anti measure and quarantine restriction	▁191
7	global financial leader ' investment summit	global financial leader ' investment summit	global financial leader ' investment summit	global financial leader ' investment summit	global financial leader ' investment summit	global financial leader 's investment summit
8	sustainable development report	sustainable development report	sustainable development report	sustainability report 2022	sustainable development report	sustainability report 2022
9	annual report 2022	annual report 2022	annual report 2022	annual report 2022	annual report 2022	annual report 2022
10	sustainable organisation	sustainable organisation	sustainable organisation	sustainable organisation	sustainable organisation	sustainable organisation
11	sustainable development report	sustainable development report	sustainable development report	sustainability report	sustainable development report	sustainability report
12	green and sustainable financial	green and sustainable financial	green and sustainable financial	green and sustainable finance	green and sustainable financial	green and sustainable finance
13	green and sustainable financial hub	green and sustainable financial hub	green and sustainable financial hub	green and sustainable finance	green and sustainable financial hub	▁139
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	exchange value
18	dollar	dollar	dollar	dollar	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	federal reserve	us federal reserve	us federal reserve
20	▔	▁26	▔	▁22	▔	▁148
21	system lers	system lers	system lers	lers	system lers	lers
22	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
23	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
24	fund	fund	fund	fund	fund	imf
