	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	長 官 講話	長 官 講話	長 官 講話	長 官 講話	長 官 講話	▁66
1	▔	▁10	▔	19	▔	新冠病毒
2	營運韌性	營運韌性	營運韌性	運營韌性	營運韌性	▁404
3	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定
4	地緣政治緊張局勢	地緣政治緊張局勢	地緣政治緊張局勢	地緣政治緊張局勢	地緣政治緊張局勢	地緣政治緊張局勢
5	全球金融條件	全球金融條件	全球金融條件	全球金融條件	全球金融條件	▁234
6	全球供應鏈	全球供應鏈	全球供應鏈	全球供應鏈	全球供應鏈	全球供應鏈
7	通貨膨脹壓力	通貨膨脹壓力	通貨膨脹壓力	通貨膨脹壓力	通貨膨脹壓力	▁310
8	變異株	變異株	變異株	變異株	變異株	變異株
9	疫情	疫情	疫情	疫情	疫情	疫情
10	營運韌性	營運韌性	營運韌性	韌性	營運韌性	▁477
11	19	▁10	19	19	19	新冠病毒
12	19	19	19	19	19	▁109
13	疫情援助措施	疫情援助措施	疫情援助措施	疫情援助措施	疫情援助措施	▁250
14	香港經濟	香港經濟	香港經濟	香港經濟	香港經濟	香港經濟
15	貨幣和財政政策	貨幣和財政政策	貨幣和財政政策	貨幣和財政政策	貨幣和財政政策	▁372
16	疫情	疫情	疫情	疫情	疫情	疫情
17	疫情援助措施	疫情援助措施	疫情援助措施	一次性補貼措施	疫情援助措施	▁471
18	疫苗接種計劃	疫苗接種計劃	疫苗接種計劃	疫苗接種計劃	疫苗接種計劃	疫苗接種計劃
19	金融科技	金融科技	金融科技	金融科技	金融科技	金融科技
20	香港 樑 的	香港 樑 的	香港 樑 的	香港 樑 的	香港 樑 的	▁278
21	內地	內地	內地	內地	內地	內地
22	內地市場機會	內地市場機會	內地市場機會	內地市場機會	內地市場機會	▁364
23	貨幣穩定	貨幣穩定	貨幣穩定	貨幣 定性	貨幣穩定	貨幣穩定
24	金融和貨幣穩定	金融和貨幣穩定	金融和貨幣穩定	金融和貨幣穩定	金融和貨幣穩定	▁201
25	綠色金融	綠色金融	綠色金融	綠色金融	綠色金融	綠色金融
26	戰略重點	戰略重點	戰略重點	戰略重點	戰略重點	▁528
27	國際金融中心	國際金融中心	國際金融中心	國際金融中心	國際金融中心	國際金融中心
28	金融體系	金融體系	金融體系	金融體系	金融體系	金融體系
29	貨幣與金融體系	貨幣與金融體系	貨幣與金融體系	貨幣及金融體系	貨幣與金融體系	貨幣及金融體系
30	國際金融中心	國際金融中心	國際金融中心	國際金融中心	國際金融中心	國際金融中心
31	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定
32	冠狀	▁10	冠狀	19	冠狀	新冠病毒
33	冠狀 肺炎	冠狀 肺炎	冠狀 肺炎	疫情	冠狀 肺炎	▁108
34	香港金融體系	香港金融體系	香港金融體系	金融體系	香港金融體系	香港金融體系
35	LERS	LERS	LERS	LERS	LERS	▁341
36	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度	聯繫匯率制度
37	美國貨幣緊縮	美國貨幣緊縮	美國貨幣緊縮	美國貨幣緊縮	美國貨幣緊縮	▁571
38	匯率及貨幣市場	匯率及貨幣市場	匯率及貨幣市場	匯兌 市場	匯率及貨幣市場	▁179
39	金融體系	金融體系	金融體系	金融體系	金融體系	金融體系
40	貨幣市場	貨幣市場	貨幣市場	貨幣市場	貨幣市場	貨幣市場
41	肺炎	疫情	肺炎	疫情	肺炎	疫情
42	外匯部門報告	外匯部門報告	外匯部門報告	外匯部門報告	外匯部門報告	▁192
43	國際貨幣基金組織	國際貨幣基金組織	國際貨幣基金組織	國際貨幣基金組織	國際貨幣基金組織	國際貨幣基金組織
44	LERS	LERS	LERS	LERS	LERS	▁341
45	外匯 儲備	外匯 儲備	外匯 儲備	外匯 儲備	外匯 儲備	財政及外匯儲備
46	財政框架	財政框架	財政框架	財政框架	財政框架	▁218
47	謹慎 財政 框架	謹慎 財政 框架	謹慎 財政 框架	謹慎 財政 框架	謹慎 財政 框架	▁447
48	全面分析	全面分析	全面分析	▁8	全面分析	▁89
49	數據分析	數據分析	數據分析	數據分析	數據分析	數據分析
50	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定
51	宏觀審慎監測	宏觀審慎監測	宏觀審慎監測	宏觀審慎監測	宏觀審慎監測	▁361
52	公眾及市場溝通	公眾及市場溝通	公眾及市場溝通	公眾及市場溝通	公眾及市場溝通	公眾及市場溝通
53	監測	監測	監測	監察	監測	監察
54	科技與數據分析	科技與數據分析	科技與數據分析	科技與數據分析	科技與數據分析	▁547
55	資產質量	資產質量	資產質量	資產品 質	資產質量	資產質素
56	冠狀	▁10	冠狀	19	冠狀	新冠病毒
57	冠狀 疫情	冠狀 肺炎	冠狀 疫情	疫情	冠狀 疫情	▁108
58	資本充足率	資本充足率	資本充足率	資本充足率	資本充足率	▁45
59	流動性覆蓋比率	流動性覆蓋比率	流動性覆蓋比率	流動性覆蓋比率	流動性覆蓋比率	流動性覆蓋比率
60	銀行體系	銀行體系	銀行體系	銀行體系	銀行體系	銀行體系
61	資本充足率	資本充足率	資本充足率	資本充足率	資本充足率	▁46
62	分類貸款比率	分類貸款比率	分類貸款比率	不良貸款比率	分類貸款比率	▁69
63	信貸環境	信貸環境	信貸環境	信貸環境	信貸環境	信貸環境
64	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定	金融穩定
65	國際標準	國際標準	國際標準	國際標準	國際標準	國際標準
66	流動性	流動性	流動性	流動性狀況	流動性	▁346
67	期 歷史 平均值	期 歷史 平均值	期 歷史 平均值	期 歷史 平均值	期 歷史 平均值	▁355
68	疫情	疫情	疫情	疫情	疫情	疫情
