	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	covid	covid	covid	covid	covid	covid
1	economic environment	economic environment	economic environment	macroeconomic environment	economic environment	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁247
3	inflationary pressure	inflationary pressure	inflationary pressure	inflation pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	control measure	control measure	control measure	control measure	control measure	▁298
6	control measure and quarantine restriction	control measure and quarantine restriction	control measure and quarantine restriction	control measure and quarantine restriction	control measure and quarantine restriction	▁299
7	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit
8	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	2022 sustainability report	sustainability report 2022
9	2022 annual report	2022 annual report	2022 annual report	2022 annual report	2022 annual report	▁13
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁71
11	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
12	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
13	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance	green and sustainable finance hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁65
18	dollar	dollar	dollar	$	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
20	▔	▁26	▔	▁23	▔	▁227
21	system	system	system	exchange system	system	lers
22	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
23	imf	imf	imf	imf	imf	international monetary fund
24	imf	imf	imf	fund	imf	imf
25	sector report	sector report	sector report	external sector report	sector report	external sector report
26	▔	system	▔	exchange system	▔	lers
27	media	media	media	media	media	▁103
28	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance
29	lers	system	lers	exchange system	lers	lers
30	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum requirement
31	liquidity	liquidity	liquidity	liquidity	liquidity	▁176
32	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
