	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	chief executive 's 's report	chief executive 's 's report	chief executive 's 's report	chief executive 's 's report	chief executive 's 's report	▁122
2	trump	trump	trump	trump	trump	▁106
3	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election
4	major stock	major stock	major stock	major stock	major stock	▁127
5	brexit	brexit	brexit	brexit	brexit	brexit
6	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum
7	black swan	black swan	black swan	black swan	black swan	black swan
8	▔	▁1	▔	▁0	▔	▁43
9	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
10	new york	new york	new york	new york	new york	new york
11	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index
12	us 10 bond yield	us 10 bond yield	us 10 bond yield	us 10 bond yield	us 10 bond yield	▁125
13	▔	▁10	▔	stock market	▔	stock market
14	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	▁138
15	banking system	banking system	banking system	banking system	banking system	banking system
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	renminbi	renminbi	renminbi	rmb	renminbi	renminbi
18	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking
19	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund
20	impact	impact	impact	▁1	impact	▁70
21	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
22	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked rate system	linked exchange rate system	▁128
23	hkma	hkma	hkma	hkma	hkma	hkma
24	banking system	banking system	banking system	banking system	banking system	banking system
25	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
26	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁1
27	overall loan	overall loan	overall loan	overall loan	overall loan	▁84
28	mortgage lending	mortgage lending	mortgage lending	mortgage lending	mortgage lending	▁88
29	▔	▁6	▔	▁4	▔	▁89
30	statutory requirement	statutory requirement	statutory requirement	statutory requirement	statutory requirement	▁98
31	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	▁99
32	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	▁140
33	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
34	hkma	hkma	hkma	hkma	hkma	hkma
35	banking system	banking system	banking system	banking system	banking system	banking system
36	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
37	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
38	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
39	legislative council	legislative council	legislative council	legislative council	legislative council	legislative council
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution framework	resolution mechanism	▁131
41	resolution office	resolution office	resolution office	resolution office	resolution office	resolution office
42	hkma	hkma	hkma	hkma	hkma	hkma
43	banking system	banking system	banking system	banking system	banking system	banking system
44	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
45	sme	sme	sme	sme	sme	sme
46	sme	sme	sme	sme	sme	▁3
47	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing	sme financing guarantee scheme	▁4
48	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme	sme financing guarantee scheme
49	credit line	credit line	credit line	credit line	credit line	▁24
50	bad debt	bad debt	bad debt	bad debt	bad debt	▁52
51	▔	▁4	▔	mortgage	▔	▁75
52	hkma	hkma	hkma	hkma	hkma	hkma
53	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
54	business association	business association	business association	association	business association	▁19
55	start	start	start	start	start	▁41
56	international chamber of commerce	international chamber of commerce	international chamber of commerce	international chamber of commerce	international chamber of commerce	international chamber of commerce
57	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
58	due diligence	due diligence	due diligence	due diligence	due diligence	due diligence
59	hkma	hkma	hkma	hkma	hkma	hkma
60	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
61	branch service	branch service	branch service	branch service	branch service	▁40
62	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
63	atm	atm	atm	atm	atm	▁94
64	mobile banking vehicle	mobile banking vehicle	mobile banking vehicle	mobile banking vehicle	mobile banking vehicle	▁100
65	video teller machine	video teller machine	video teller machine	video teller machine	video teller machine	video teller machine
66	hkma	hkma	hkma	hkma	hkma	hkma
67	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
68	hkma	hkma	hkma	hkma	hkma	hkma
69	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
70	public education campaign	public education campaign	public education campaign	public education campaign	public education campaign	public education campaign
71	licensing and ongoing regulatory regime	licensing and ongoing regulatory regime	licensing and ongoing regulatory regime	licensing and ongoing regulatory regime	licensing and ongoing regulatory regime	▁110
72	regulatory regime	regulatory regime	regulatory regime	regulatory regime	regulatory regime	regulatory regime
73	hkma	hkma	hkma	hkma	hkma	hkma
