	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	sino trade friction	sino trade friction	sino trade friction	sino trade friction	sino trade friction	▁10
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical	geopolitical tension	▁61
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	heat investment sentiment	heat investment sentiment	heat investment sentiment	heat investment sentiment	heat investment sentiment	▁133
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁170
9	stock	stock	stock	equity	stock	▁172
10	stock index	stock index	stock index	stock index	stock index	▁173
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁175
13	financial market	financial market	financial market	financial market	financial market	financial market
14	normalization rate	normalization rate	normalization rate	interest rate normalization	normalization rate	▁50
15	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
16	system	system	system	system	system	▁53
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	▔	▁4	▔	fund	▔	▁65
19	basis point	basis point	basis point	basis point	basis point	basis point
20	prime rate	prime rate	prime rate	prime rate	prime rate	prime rate
21	sar government	sar government	sar government	hksar government	sar government	hksar government
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	us interest rate	us interest rate	us interest rate	us interest rate hike	us interest rate	us interest rate hike
24	us interest rate	us interest rate	us interest rate	us interest rate	us interest rate	us interest rate
25	exchange system	exchange system	exchange system	system	exchange system	▁171
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
