	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	major economy	major economy	major economy	major economy	major economy	major economy
1	rate cut	rate cut	rate cut	rate cut	rate cut	interest rate cut
2	▔	▁39	▔	▁30	▔	member economy
3	inflation	inflation	inflation	inflation	inflation	inflation
4	hkma	hkma	hkma	hkma	hkma	hkma
5	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
6	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit
7	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
8	hkma	hkma	hkma	hkma	hkma	hkma
9	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business
10	medium enterprise	medium enterprise	medium enterprise	sme	medium enterprise	small and medium enterprise
11	policy measure	policy measure	policy measure	policy measure	policy measure	policy measure
12	kong sar government	kong sar government	kong sar government	kong sar government	kong sar government	▁290
13	global supply chain	global supply chain	global supply chain	global supply chain	global supply chain	global supply chain
14	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
15	geo-economic fragmentation	geo-economic fragmentation	geo-economic fragmentation	geo-economic fragmentation	geo-economic fragmentation	geo-economic fragmentation
16	real economy	real economy	real economy	real economy	real economy	real economy
17	global financial market	global financial market	global financial market	global financial market	global financial market	global financial market
18	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism	▁232
19	tariff	tariff	tariff	tariff	tariff	tariff
20	hkma	hkma	hkma	hkma	hkma	hkma
21	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
22	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
23	system	system	system	system	system	lers
24	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
25	range	range	range	exchange band	range	▁42
26	▔	▁14	▔	▁10	▔	imf
27	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
28	link	system	link	system	link	lers
29	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance
30	lers	system	lers	system	lers	lers
31	▔	▁4	▔	credit risk	▔	credit risk
32	▔	▁5	▔	credit risk management	▔	credit risk management
33	provisioning	provisioning	provisioning	provisioning	provisioning	▁119
34	statutory minimum	statutory minimum	statutory minimum	statutory minimum	statutory minimum	▁160
35	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
36	classify loan	classify loan	classify loan	classify loan	classify loan	classify loan
37	classify loan	classify loan	classify loan	classify loan ratio	classify loan	classify loan ratio
38	capital ratio	capital ratio	capital ratio	capital ratio	capital ratio	consolidate total capital ratio
39	ratio	ratio	ratio	ratio	ratio	▁235
40	risk management	risk management	risk management	risk management	risk management	risk management
41	kong sector	kong sector	kong sector	kong sector	kong sector	▁296
42	macroprudential measure	macroprudential measure	macroprudential measure	macroprudential measure	macroprudential measure	▁90
43	mortgage ratios	mortgage ratios	mortgage ratios	ltv cap	mortgage ratios	▁117
44	mortgage lending	mortgage lending	mortgage lending	mortgage loan	mortgage lending	mortgage loan
45	▔	▁34	▔	property market	▔	property market
46	mortgage lending	mortgage lending	mortgage lending	property mortgage loan	mortgage lending	property mortgage loan
47	countercyclical macroprudential measure	countercyclical macroprudential measure	countercyclical macroprudential measure	countercyclical macroprudential measure	countercyclical macroprudential measure	countercyclical macroprudential measure
48	hkma	hkma	hkma	hkma	hkma	hkma
49	▔	▁37	▔	▁29	▔	▁191
50	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
51	scenario testing	scenario testing	scenario testing	scenario testing	scenario testing	▁248
52	risk management	risk management	risk management	risk management	risk management	risk management
53	technology service provider	technology service provider	technology service provider	technology service provider	technology service provider	technology service provider
54	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk
55	cybersecurity measure	cybersecurity measure	cybersecurity measure	cybersecurity measure	cybersecurity measure	▁204
56	hkma	hkma	hkma	hkma	hkma	hkma
57	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure
58	financial regulator	financial regulator	financial regulator	financial regulator	financial regulator	financial regulator
59	store value facility licensees	store value facility licensees	store value facility licensees	store value facility licensees	store value facility licensees	▁41
60	fraud and aml intelligence taskforce	fraud and aml intelligence taskforce	fraud and aml intelligence taskforce	fraud and aml intelligence taskforce	fraud and aml intelligence taskforce	fraud and money laundering intelligence taskforce
61	▔	▁13	▔	law enforcement	▔	▁73
62	crime proceed	crime proceed	crime proceed	crime proceed	crime proceed	criminal proceed
63	online banking	online banking	online banking	online banking	online banking	▁203
64	financial crime	financial crime	financial crime	financial crime	financial crime	financial crime
65	financial scam	financial scam	financial scam	financial scam	financial scam	▁260
66	information exchange bank	information exchange bank	information exchange bank	information exchange bank	information exchange bank	▁270
67	retail bank	retail bank	retail bank	retail banking	retail bank	retail bank
68	money safe	money safe	money safe	money safe	money safe	money safe
69	money safe	money safe	money safe	money safe	money safe	money safe
70	seven cool period	seven cool period	seven cool period	seven cool period	seven cool period	▁5
71	▔	▁6	▔	▁4	▔	credit product
72	credit data smart	credit data smart	credit data smart	credit data smart	credit data smart	credit data smart
73	individual credit datum service	individual credit datum service	individual credit datum service	creditdata	individual credit datum service	▁31
74	cool period	cool period	cool period	cool period	cool period	cool period
75	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product
76	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product
77	▔	retail bank	▔	retail banking	▔	retail bank
78	sme lending taskforce	sme lending taskforce	sme lending taskforce	sme financing work group	sme lending taskforce	▁11
79	credit support	credit support	credit support	credit support	credit support	▁30
80	real economy	real economy	real economy	real economy	real economy	real economy
81	▔	▁44	▔	▁34	▔	▁231
82	hkma	hkma	hkma	hkma	hkma	hkma
83	industry	industry	industry	industry	industry	▁261
84	cyberport	cyberport	cyberport	cyberport	cyberport	cyberport
85	generative ai	generative ai	generative ai	generative artificial intelligence	generative ai	generative artificial intelligence
86	hkma	hkma	hkma	hkma	hkma	hkma
87	▔	▁54	▔	financial service	▔	financial service
88	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
89	retail bank	retail bank	retail bank	retail banking	retail bank	retail bank
90	client service	client service	client service	customer service	client service	▁283
91	risk management	risk management	risk management	risk management	risk management	risk management
92	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
93	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
94	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub
95	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
96	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
97	offshore rmb business	offshore renminbi business	offshore rmb business	offshore renminbi business	offshore rmb business	offshore renminbi business
98	offshore bank loan	offshore bank loan	offshore bank loan	offshore bank loan	offshore bank loan	▁278
99	rmb bond	rmb bond	rmb bond	rmb bond	rmb bond	rmb bond
100	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	▁19
101	rmb trade financing liquidity arrangement	rmb trade financing liquidity arrangement	rmb trade financing liquidity arrangement	rmb trade financing liquidity arrangement	rmb trade financing liquidity arrangement	▁20
102	bond market	bond market	bond market	bond market	bond market	bond market
103	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
104	northbound	northbound	northbound	northbound	northbound	▁57
105	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral
106	ministry of finance	ministry of finance	ministry of finance	ministry of finance	ministry of finance	ministry of finance
107	onshore bond	onshore bond	onshore bond	onshore bond	onshore bond	onshore bond
108	real economy	real economy	real economy	real economy	real economy	real economy
109	investment product	investment product	investment product	investment product	investment product	investment product
110	policy bank	policy bank	policy bank	policy bank	policy bank	policy bank
111	trade financing	trade financing	trade financing	trade financing	trade financing	▁233
112	hkma	hkma	hkma	hkma	hkma	hkma
113	▔	▁59	▔	▁47	▔	▁277
114	▔	offshore renminbi business	▔	offshore renminbi business	▔	offshore renminbi business
115	mainland china	mainland china	mainland china	china 's proactive economic stimulus measure	mainland china	▁8
116	global technology cycle	global technology cycle	global technology cycle	global technology cycle	global technology cycle	▁47
117	labor market	labor market	labor market	labour market	labor market	labour market
118	regional cooperation	regional cooperation	regional cooperation	regional cooperation	regional cooperation	▁58
119	international exchange	international exchange	international exchange	international exchange	international exchange	international exchange
120	international exchange	international exchange	international exchange	international exchange	international exchange	international exchange
121	external price pressure	external price pressure	external price pressure	external price pressure	external price pressure	external price pressure
122	local stock market	local stock market	local stock market	local stock market	local stock market	local stock market
123	property market	▁34	property market	property market	property market	property market
124	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure
125	stock market	stock market	stock market	stock market	stock market	equity market
126	trade tension	trade tension	trade tension	trade tension	trade tension	trade tension
127	inflation	inflation	inflation	inflation	inflation	inflation
128	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
129	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
130	kong	kong sector	kong	kong sector	kong	▁296
131	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
132	forex	forex	forex	exchange fund	forex	foreign exchange
133	global growth prospect	global growth prospect	global growth prospect	global growth prospect	global growth prospect	global growth prospect
134	us monetary policy	us monetary policy	us monetary policy	us monetary policy	us monetary policy	us monetary policy
135	link exchange rate system	linked exchange rate system	link exchange rate system	linked exchange rate system	link exchange rate system	linked exchange rate system
136	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
137	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
138	banking system stability	banking stability	banking system stability	banking stability	banking system stability	banking stability
139	sme	medium enterprise	sme	sme	sme	small and medium enterprise
140	contingency plan	contingency plan	contingency plan	contingency plan	contingency plan	contingency plan
141	generative intelligence	generative ai	generative intelligence	generative artificial intelligence	generative intelligence	generative artificial intelligence
142	generative artificial intelligence sandbox	generative artificial intelligence sandbox	generative artificial intelligence sandbox	generative artificial intelligence sandbox	generative artificial intelligence sandbox	generative artificial intelligence sandbox
143	supervisory guideline	supervisory guideline	supervisory guideline	supervisory guidance	supervisory guideline	supervisory guidance
144	cyber resilience	cyber resilience	cyber resilience	cyber resilience	cyber resilience	cyber resilience
145	cross initiative	cross initiative	cross initiative	cross initiative	cross initiative	▁240
146	operational stability	operational resilience	operational stability	operational resilience	operational stability	operational resilience
147	hkma	hkma	hkma	hkma	hkma	hkma
148	banking system	banking stability	banking system	banking stability	banking system	banking stability
149	risk supervision	risk supervision	risk supervision	risk supervision	risk supervision	risk supervision
150	secondary market transaction	secondary market transaction	secondary market transaction	property	secondary market transaction	▁15
151	▔	▁6	▔	▁4	▔	credit product
152	credit data smart	credit data smart	credit data smart	credit data smart	credit data smart	credit data smart
153	personal credit datum service	individual credit datum service	personal credit datum service	creditdata	personal credit datum service	▁31
154	cool period	cool period	cool period	cool period	cool period	cool period
155	payment arrangement	payment arrangement	payment arrangement	payment arrangement	payment arrangement	▁121
156	digital bank	digital bank	digital bank	digital banks	digital bank	digital bank
157	digital asset	digital asset	digital asset	digital asset	digital asset	digital asset activity
158	money safe	money safe	money safe	money safe	money safe	money safe
159	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product
160	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection
161	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product
162	generative artificial intelligence	generative ai	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence
163	hkma	hkma	hkma	hkma	hkma	hkma
164	consumer protection	consumer protection	consumer protection	banking consumer	consumer protection	▁268
165	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection
166	customer service	client service	customer service	customer service	customer service	▁283
167	public platform	public platform	public platform	public platform	public platform	▁51
168	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report
169	anti-money laundering and countering terrorist financing	anti-money laundering and countering terrorist financing	anti-money laundering and countering terrorist financing	anti laundering and counter financing	anti-money laundering and countering terrorist financing	▁110
170	authorize payment scam	authorize payment scam	authorize payment scam	authorize payment scam	authorize payment scam	authorize payment scam
171	terrorist financing	terrorist financing	terrorist financing	and terrorist financing	terrorist financing	▁163
172	criminal proceed	crime proceed	criminal proceed	crime proceed	criminal proceed	criminal proceed
173	suspicious activity monitoring	suspicious activity monitoring	suspicious activity monitoring	monitoring suspicious activity	suspicious activity monitoring	suspicious activity monitoring
174	hkma	hkma	hkma	hkma	hkma	hkma
175	financial crime	financial crime	financial crime	financial crime	financial crime	financial crime
176	banking message share	banking message share	banking message share	banking message share	banking message share	▁263
177	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international supervisory standard
178	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
179	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
180	hkma	hkma	hkma	hkma	hkma	hkma
181	resolvability barrier	resolvability barrier	resolvability barrier	resolvability barrier	resolvability barrier	resolvability barrier
182	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability
183	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard
184	hkma	hkma	hkma	hkma	hkma	hkma
185	financial contract	financial contract	financial contract	financial contract	financial contract	financial contract
186	swap	swap	swap	connect	swap	▁16
187	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	▁19
188	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral
189	hkma	hkma	hkma	hkma	hkma	hkma
190	offshore	offshore renminbi business	offshore	offshore renminbi business	offshore	offshore renminbi business
191	corporate treasury center	corporate treasury center	corporate treasury center	corporate treasury center	corporate treasury center	corporate treasury centre
192	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
193	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
