	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chairman report	chairman report	chairman report	chief executive	chairman report	chief executive
1	covid	covid	covid	covid	covid	covid
2	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system
3	banking system	banking system	banking system	banking system	banking system	banking sector
4	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
5	central bank	central bank	central bank	central bank	central bank	central bank
6	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
7	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
8	authority	authority	authority	hkma	authority	hkma
9	financial landscape	financial landscape	financial landscape	financial sector	financial landscape	financial sector
10	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
11	system	system	system	system	system	▁200
12	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
13	▔	▁7	▔	fund	▔	▁78
14	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
15	social media	social media	social media	social media	social media	social media
16	system	system	system	system	system	▁200
17	fiscal policy	fiscal policy	fiscal policy	fiscal policy	fiscal policy	▁222
18	exchange reserve	exchange reserve	exchange reserve	exchange reserve	exchange reserve	▁223
19	hkma	authority	hkma	hkma	hkma	hkma
20	financial regulation	financial regulation	financial regulation	financial regulation	financial regulation	▁249
21	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
22	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
23	specific classification loan ratio	specific classification loan ratio	specific classification loan ratio	specific classification loan ratio	specific classification loan ratio	▁160
24	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
25	▔	▁21	▔	asset quality	▔	asset quality
26	banking system	banking system	banking system	banking system	banking system	banking sector
27	banking system	banking system	banking system	banking system	banking system	banking sector
28	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁26
29	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
30	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
31	regulatory reserve level	regulatory reserve level	regulatory reserve level	regulatory reserve level	regulatory reserve level	▁165
32	countercyclical buffer capital	countercyclical buffer capital	countercyclical buffer capital	countercyclical buffer capital	countercyclical buffer capital	countercyclical capital buffer
33	countercyclical buffer capital ratio	countercyclical buffer capital ratio	countercyclical buffer capital ratio	countercyclical buffer capital ratio	countercyclical buffer capital ratio	▁239
34	hkma	authority	hkma	hkma	hkma	hkma
35	banking system	banking system	banking system	banking system	banking system	banking sector
36	sme	sme	sme	sme	sme	sme
37	100 % guaranteed special loan	100 % guaranteed special loan	100 % guaranteed special loan	100 % guaranteed special loan	100 % guaranteed special loan	▁164
38	relief measure	relief measure	relief measure	relief measure	relief measure	relief measure
39	hkma	authority	hkma	hkma	hkma	hkma
40	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
41	pre interest without	pre interest without	pre interest without	advance approval without repayment	pre interest without	▁274
42	accessible and user banking service	accessible and user banking service	accessible and user banking service	accessible and user banking service	accessible and user banking service	▁156
43	hkma	authority	hkma	hkma	hkma	hkma
44	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
45	labor market	labor market	labor market	labor market	labor market	▁52
46	professional competence	professional competence	professional competence	professional capability	professional competence	▁105
47	hkma	authority	hkma	hkma	hkma	hkma
48	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
49	talent launchpad	talent launchpad	talent launchpad	banking talent activation program	talent launchpad	▁256
50	hong kong bankers association	hong kong bankers association	hong kong bankers association	hkab	hong kong bankers association	hong kong association of banks
51	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers
52	international financial centre	international financial centre	international financial centre	international financial center	international financial centre	international financial centre
53	international financial centre	international financial centre	international financial centre	international financial center	international financial centre	international financial centre
54	▔	authority	▔	hkma	▔	hkma
55	financial system	financial system	financial system	financial system	financial system	▁252
56	banking system	banking system	banking system	banking system	banking system	banking sector
57	green finance	green finance	green finance	green finance	green finance	green finance
58	three	three	three	three	three	▁49
59	three initiative	three initiative	three initiative	three initiative	three initiative	▁50
60	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
61	force	force	force	work group	force	work group
62	▔	▁10	▔	▁7	▔	disclosure
63	▔	▁11	▔	▁8	▔	▁120
64	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures
65	climate information	climate information	climate information	climate information	climate information	▁150
66	climate risk	climate risk	climate risk	climate risk	climate risk	climate risk
67	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework
68	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
69	green benchmark	green benchmark	green benchmark	green benchmark	green benchmark	▁186
70	▔	▁19	▔	▁13	▔	▁220
71	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
72	low project	low project	low project	low project	low project	low project
73	▔	▁4	▔	inventory management	▔	reserve management
74	▔	authority	▔	hkma	▔	hkma
75	borrowing limit	borrowing limit	borrowing limit	borrowing limit	borrowing limit	▁30
76	government green bond program	government green bond program	government green bond program	government green bond plan	government green bond program	▁134
77	green bond	green bond	green bond	green bond	green bond	green bond
78	green finance	green finance	green finance	green finance	green finance	green finance
79	green finance ecosystem	green finance ecosystem	green finance ecosystem	green finance ecosystem	green finance ecosystem	green finance ecosystem
80	authority	authority	authority	hkma	authority	hkma
81	budget	budget	budget	budget	budget	▁276
82	found member	found member	found member	found member	found member	found member
83	regional executive member	regional executive member	regional executive member	regional executive director	regional executive member	▁55
84	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
85	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
86	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable	green and sustainable finance hub	green and sustainable finance hub
87	green banking partnership	green banking partnership	green banking partnership	green banking	green banking partnership	▁184
88	green banking partnership	green banking partnership	green banking partnership	green banking alliance	green banking partnership	▁185
89	green finance	green finance	green finance	green finance	green finance	green finance
90	green banking	green banking	green banking	green banking	green banking	green banking
91	hkma	authority	hkma	hkma	hkma	hkma
92	financial industry	financial landscape	financial industry	financial sector	financial industry	financial sector
93	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
94	climate risk	climate risk	climate risk	climate risk	climate risk	climate risk
95	financial industry	financial landscape	financial industry	financial sector	financial industry	financial sector
96	financial technology	financial technology	financial technology	fintech	financial technology	fintech
97	covid	covid	covid	covid	covid	covid
98	financial sector	financial landscape	financial sector	financial sector	financial sector	financial sector
99	fintech	financial technology	fintech	fintech	fintech	fintech
100	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume
101	quick pay system	quick pay system	quick pay system	fast payment system	quick pay system	fast payment system
102	coronavirus	covid	coronavirus	covid	coronavirus	covid
103	financial technology	financial technology	financial technology	fintech	financial technology	fintech
104	sme	sme	sme	sme	sme	sme
105	regtech ecosystem	regtech ecosystem	regtech ecosystem	regtech ecosystem	regtech ecosystem	regtech ecosystem
106	digital footprint	digital footprint	digital footprint	digital footprint	digital footprint	digital footprint
107	virtual bank	virtual bank	virtual bank	virtual bank	virtual bank	virtual bank
108	hkma	authority	hkma	hkma	hkma	hkma
109	fintech	financial technology	fintech	fintech	fintech	fintech
110	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
111	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
112	credit risk assessment method	credit risk assessment method	credit risk assessment method	credit risk assessment method	credit risk assessment method	▁27
113	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
114	on review	on review	on review	on inspection	on review	▁162
115	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management
116	cybersecurity capability	cybersecurity capability	cybersecurity capability	cyber defense capability	cybersecurity capability	▁193
117	hkma	authority	hkma	hkma	hkma	hkma
118	financial technology	financial technology	financial technology	fintech	financial technology	fintech
119	risk management	risk management	risk management	risk management	risk management	risk management
120	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment	▁278
121	labor market	labor market	labor market	labor market	labor market	▁52
122	covid	covid	covid	covid	covid	covid
123	relief measure	relief measure	relief measure	relief measure	relief measure	relief measure
124	inflation	inflation	inflation	inflation	inflation	inflation
125	authority	authority	authority	hkma	authority	hkma
126	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
127	asset quality	▁21	asset quality	asset quality	asset quality	asset quality
128	banking system	banking system	banking system	banking system	banking system	banking sector
129	currency stability	currency stability	currency stability	currency stability	currency stability	▁228
130	monetary system	monetary system	monetary system	monetary system	monetary system	monetary system
131	banking system	banking system	banking system	banking system	banking system	banking sector
132	banking system stable	banking system stable	banking system stable	banking system stability	banking system stable	banking stability
133	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁26
134	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
135	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
136	liquidity risk management	liquidity risk management	liquidity risk management	liquidity risk management	liquidity risk management	liquidity risk management
137	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management
138	resilience	resilience	resilience	resilience	resilience	▁176
139	cyber risk	cyber risk	cyber risk	cyber risk	cyber risk	cyber risk
140	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
141	hkma	authority	hkma	hkma	hkma	hkma
142	risk management	risk management	risk management	risk management	risk management	risk management
143	hkma	authority	hkma	hkma	hkma	hkma
144	private sector	private sector	private sector	private sector	private sector	▁45
145	information share	information share	information share	information	information share	information share
