	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	covid	covid	covid	covid	covid	covid
2	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system
3	banking system	banking system	banking system	banking system	banking system	▁96
4	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
5	central bank	central bank	central bank	central bank	central bank	central bank
6	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
7	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
8	hkma	hkma	hkma	hkma	hkma	hkma
9	financial landscape	financial landscape	financial landscape	financial sector	financial landscape	financial sector
10	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
11	system	system	system	lers	system	lers
12	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
13	▔	▁6	▔	▁3	▔	▁21
14	external report	external report	external report	external report	external report	external sector report
15	social media	social media	social media	social media	social media	social media
16	lers	system	lers	lers	lers	lers
17	fiscal framework	fiscal framework	fiscal framework	fiscal framework	fiscal framework	fiscal framework
18	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve
19	hkma	hkma	hkma	hkma	hkma	hkma
20	financial regulation	financial regulation	financial regulation	financial regulation	financial regulation	▁92
21	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
22	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
23	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
24	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
25	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
26	banking system	banking system	banking system	banking system	banking system	▁96
27	banking system	banking system	banking system	banking system	banking system	▁96
28	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁5
29	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
30	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
31	regulatory reserve requirement	regulatory reserve requirement	regulatory reserve requirement	regulatory reserve requirement	regulatory reserve requirement	regulatory reserve requirement
32	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
33	countercyclical capital ratio	countercyclical capital ratio	countercyclical capital ratio	countercyclical capital buffer	countercyclical capital ratio	countercyclical capital buffer
34	hkma	hkma	hkma	hkma	hkma	hkma
35	banking system	banking system	banking system	banking system	banking system	▁96
36	sme	sme	sme	sme	sme	sme
37	▔	▁11	▔	▁6	▔	special 100 % loan guarantee
38	relief measure	relief measure	relief measure	relief measure	relief measure	relief measure
39	hkma	hkma	hkma	hkma	hkma	hkma
40	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
41	pre principal payment holiday	pre principal payment holiday	pre principal payment holiday	pre payment	pre principal payment holiday	▁103
42	barrier and user banking service	barrier and user banking service	barrier and user banking service	barrier and user banking service	barrier and user banking service	▁57
43	hkma	hkma	hkma	hkma	hkma	hkma
44	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
45	labour market	labour market	labour market	labour market	labour market	labour market
46	▔	▁8	▔	professional development	▔	professional development
47	hkma	hkma	hkma	hkma	hkma	hkma
48	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
49	banking talent programme	banking talent programme	banking talent programme	banking talent programme	banking talent programme	banking talent programme
50	hong kong association of banks	hong kong association of banks	hong kong association of banks	hong kong association of banks	hong kong association of banks	hong kong association of banks
51	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers
52	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre
53	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre
54	hkma	hkma	hkma	hkma	hkma	hkma
55	financial system	financial system	financial system	financial system	financial system	▁93
56	banking system	banking system	banking system	banking system	banking system	▁96
57	green finance	green finance	green finance	green finance	green finance	green finance
58	three	three	three	three	three	▁14
59	three approach	three approach	three approach	three approach	three approach	three approach
60	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
61	force	force	force	work group	force	work group
62	disclosure	disclosure	disclosure	disclosure	disclosure	disclosure
63	▔	▁9	▔	▁5	▔	▁41
64	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures
65	climate disclosure	climate disclosure	climate disclosure	climate disclosure	climate disclosure	▁53
66	climate risk	climate risk	climate risk	climate risk	climate risk	climate risk
67	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework
68	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
69	greenness baseline	greenness baseline	greenness baseline	greenness baseline	greenness baseline	greenness baseline
70	financial disclosure	financial disclosure	financial disclosure	financial disclosure	financial disclosure	financial disclosure
71	▔	banking sector	▔	banking sector	▔	banking sector
72	low project	low project	low project	low project	low project	low project
73	▔	▁2	▔	reserve management	▔	reserve management
74	hkma	hkma	hkma	hkma	hkma	hkma
75	borrowing ceiling	borrowing ceiling	borrowing ceiling	borrowing ceiling	borrowing ceiling	borrowing ceiling
76	government green bond programme	government green bond programme	government green bond programme	government green bond programme	government green bond programme	government green bond programme
77	green bond	green bond	green bond	green bond	green bond	green bond
78	green finance	green finance	green finance	green finance	green finance	green finance
79	green finance ecosystem	green finance ecosystem	green finance ecosystem	green finance ecosystem	green finance ecosystem	green finance ecosystem
80	hkma	hkma	hkma	hkma	hkma	hkma
81	budget	budget	budget	budget	budget	▁105
82	found member	found member	found member	found member	found member	found member
83	regional anchor	regional anchor	regional anchor	regional anchor	regional anchor	regional anchor
84	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
85	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
86	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub
87	green commercial bank	green commercial bank	green commercial bank	green commercial bank	green commercial bank	▁69
88	alliance for green commercial banks	alliance for green commercial banks	alliance for green commercial banks	alliance for green commercial banks	alliance for green commercial banks	alliance for green commercial banks
89	green finance	green finance	green finance	green finance	green finance	green finance
90	green banking	green banking	green banking	green banking	green banking	green banking
91	hkma	hkma	hkma	hkma	hkma	hkma
92	financial industry	financial landscape	financial industry	financial sector	financial industry	financial sector
93	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
94	climate risk	climate risk	climate risk	climate risk	climate risk	climate risk
95	financial industry	financial landscape	financial industry	financial sector	financial industry	financial sector
96	fintech	fintech	fintech	fintech	fintech	fintech
97	covid	covid	covid	covid	covid	covid
98	financial industry	financial landscape	financial industry	financial sector	financial industry	financial sector
99	fintech	fintech	fintech	fintech	fintech	fintech
100	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume
101	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
102	covid	covid	covid	covid	covid	covid
103	fintech	fintech	fintech	fintech	fintech	fintech
104	sme	sme	sme	sme	sme	sme
105	regtech ecosystem	regtech ecosystem	regtech ecosystem	regtech ecosystem	regtech ecosystem	regtech ecosystem
106	digital footprint	digital footprint	digital footprint	digital footprint	digital footprint	digital footprint
107	virtual bank	virtual bank	virtual bank	virtual bank	virtual bank	virtual bank
108	hkma	hkma	hkma	hkma	hkma	hkma
109	fintech	fintech	fintech	fintech	fintech	fintech
110	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
111	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
112	credit risk assessment technique	credit risk assessment technique	credit risk assessment technique	credit risk assessment technique	credit risk assessment technique	credit risk assessment technique
113	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
114	on examination	on examination	on examination	on examination	on examination	on examination
115	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management
116	cyber resilience	cyber resilience	cyber resilience	cyber resilience	cyber resilience	cyber resilience
117	hkma	hkma	hkma	hkma	hkma	hkma
118	fintech	fintech	fintech	fintech	fintech	fintech
119	risk management	risk management	risk management	risk management	risk management	risk management
120	risk assessment	risk assessment	risk assessment	risk assessment	risk assessment	▁106
121	labour market	labour market	labour market	labour market	labour market	labour market
122	covid	covid	covid	covid	covid	covid
123	relief measure	relief measure	relief measure	relief measure	relief measure	relief measure
124	inflation	inflation	inflation	inflation	inflation	inflation
125	hkma	hkma	hkma	hkma	hkma	hkma
126	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
127	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
128	banking system	banking system	banking system	banking system	banking system	▁96
129	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability
130	monetary system	monetary system	monetary system	monetary system	monetary system	monetary system
131	banking system	banking system	banking system	banking system	banking system	▁96
132	banking system stability	banking system stability	banking system stability	banking stability	banking system stability	banking stability
133	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁5
134	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
135	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
136	liquidity risk management	liquidity risk management	liquidity risk management	liquidity risk management	liquidity risk management	liquidity risk management
137	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management	technology risk management
138	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
139	cyber risk	cyber risk	cyber risk	cyber risk	cyber risk	cyber risk
140	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
141	hkma	hkma	hkma	hkma	hkma	hkma
142	risk management	risk management	risk management	risk management	risk management	risk management
143	hkma	hkma	hkma	hkma	hkma	hkma
144	public partnership	public partnership	public partnership	public partnership	public partnership	public partnership
145	information share	information share	information share	information share	information share	information share
146	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
147	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering
148	anti-money laundering counter financing	anti-money laundering counter financing	anti-money laundering counter financing	anti-money laundering counter financing	anti-money laundering counter financing	▁38
149	▔	covid	▔	covid	▔	covid
150	hkma	hkma	hkma	hkma	hkma	hkma
151	banking industry	banking sector	banking industry	banking sector	banking industry	banking sector
152	banking system	banking system	banking system	banking system	banking system	▁96
153	risk approach	risk approach	risk approach	risk approach	risk approach	risk approach
154	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework	▁61
155	supervisory expectation	supervisory expectation	supervisory expectation	supervisory expectation	supervisory expectation	supervisory expectation
156	green and sustainable banking	green and sustainable banking	green and sustainable banking	green and sustainable banking	green and sustainable banking	green and sustainable banking
157	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability
158	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard
159	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
160	hkma	hkma	hkma	hkma	hkma	hkma
161	banking system	banking sector	banking system	banking sector	banking system	banking sector
162	bank resolution regime	bank resolution regime	bank resolution regime	bank resolution regime	bank resolution regime	▁95
163	banking system	banking system	banking system	banking system	banking system	▁96
164	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre	international financial centre
165	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume
166	central bank	central bank	central bank	central bank	central bank	central bank
167	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
168	hkma	hkma	hkma	hkma	hkma	hkma
169	fintech	fintech	fintech	fintech	fintech	fintech
170	fintech ecosystem	fintech ecosystem	fintech ecosystem	fintech ecosystem	fintech ecosystem	fintech ecosystem
171	global offshore renminbi hub	global offshore renminbi hub	global offshore renminbi hub	global offshore renminbi hub	global offshore renminbi hub	▁12
172	guangdong kong great bay area	guangdong kong great bay area	guangdong kong great bay area	gba	guangdong kong great bay area	guangdong kong great bay area
173	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business	offshore renminbi business
174	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
175	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
176	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management
177	hkma	hkma	hkma	hkma	hkma	hkma
178	reserve management	▁2	reserve management	reserve management	reserve management	reserve management
179	investment return	investment return	investment return	investment return	investment return	investment return
180	investment income	investment income	investment income	investment income	investment income	investment income
181	investment category	investment category	investment category	investment category	investment category	investment category
182	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return
183	internal rate of return	internal rate of return	internal rate of return	internal rate of return	internal rate of return	▁10
184	▔	investment return	▔	investment return	▔	investment return
185	asset diversification	asset diversification	asset diversification	asset diversification	asset diversification	asset diversification
186	hkma	hkma	hkma	hkma	hkma	hkma
187	corporate functions	corporate functions	corporate functions	corporate functions	corporate functions	corporate functions
188	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
189	financial discipline	financial discipline	financial discipline	financial discipline	financial discipline	financial discipline
190	professional development	▁8	professional development	professional development	professional development	professional development
191	it capability	it capability	it capability	it capability	it capability	it capability
192	hkma	hkma	hkma	hkma	hkma	hkma
193	▔	▁4	▔	sustainable organisation	▔	sustainable organisation
194	covid	covid	covid	covid	covid	covid
195	corporate social responsibility	corporate social responsibility	corporate social responsibility	corporate social responsibility	corporate social responsibility	corporate social responsibility
196	hkma	hkma	hkma	hkma	hkma	hkma
197	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability	monetary stability
198	exchange fund bills	exchange fund bills	exchange fund bills	exchange fund bills	exchange fund bills	exchange fund bills
199	covid	covid	covid	covid	covid	covid
200	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
201	hkma	hkma	hkma	hkma	hkma	hkma
202	interbank market	interbank market	interbank market	interbank market	interbank market	interbank market
203	license bank	license bank	license bank	license bank	license bank	license bank
204	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
205	liquidity facility	liquidity facility	liquidity facility	liquidity facility	liquidity facility	liquidity facility
206	us dollar liquidity facility	us dollar liquidity facility	us dollar liquidity facility	us dollar liquidity facility	us dollar liquidity facility	us dollar liquidity facility
207	▔	▁14	▔	us dollar interbank money market	▔	us dollar interbank money market
208	hkma	hkma	hkma	hkma	hkma	hkma
209	primary liquidity providers	primary liquidity providers	primary liquidity providers	primary liquidity providers	primary liquidity providers	primary liquidity providers
210	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
211	hkma	hkma	hkma	hkma	hkma	hkma
212	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market
213	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china
214	bank china ( )	bank china ( )	bank china ( )	bank china ( )	bank china ( )	▁1
215	bank	bank	bank	pboc	bank	pboc
216	currency swap agreement	currency swap agreement	currency swap agreement	currency swap agreement	currency swap agreement	currency swap agreement
217	hkma	hkma	hkma	hkma	hkma	hkma
218	banking system	banking system	banking system	banking system	banking system	▁96
219	facilitative measure	facilitative measure	facilitative measure	facilitative measure	facilitative measure	facilitative measure
220	ia	ia	ia	ia	ia	ia
221	ia	ia	ia	ia	ia	insurance authority
222	insurance product	insurance product	insurance product	insurance product	insurance product	insurance product
223	sandbox	sandbox	sandbox	sandbox	sandbox	▁54
224	sandbox proposal	sandbox proposal	sandbox proposal	sandbox proposal	sandbox proposal	sandbox proposal
225	hkma	hkma	hkma	hkma	hkma	hkma
226	non-face	non-face	non-face	non-face	non-face	▁102
227	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
