	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	virus	virus	virus	coronavirus	virus	covid
1	economic environment	economic environment	economic environment	macroeconomic environment	economic environment	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁244
3	inflationary pressure	inflationary pressure	inflationary pressure	inflation pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	prevention measure	prevention measure	prevention measure	prevention measure	prevention measure	▁279
6	prevention measure and quarantine restriction	prevention measure and quarantine restriction	prevention measure and quarantine restriction	prevention measure and quarantine restriction	prevention measure and quarantine restriction	▁280
7	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit	global financial leader 's investment summit
8	sustainability report 2022	sustainability report 2022	sustainability report 2022	sustainability report 2022	sustainability report 2022	sustainability report 2022
9	annual report 2022	annual report 2022	annual report 2022	annual report 2022	annual report 2022	annual report 2022
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁72
11	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report	sustainability report
12	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
13	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance	green and sustainable finance hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁65
18	dollar	dollar	dollar	dollar	dollar	hkd
19	fed	fed	fed	fed	fed	us federal reserve
20	fed	fed	fed	fed	fed	fed
21	system lers	system lers	system lers	exchange system	system lers	▁225
22	fed	fed	fed	federal reserve	fed	federal reserve
