	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1	novel coronavirus	novel coronavirus	novel coronavirus	covid	novel coronavirus	covid
2	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system
3	banking system	banking system	banking system	banking sector	banking system	banking sector
4	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
5	central bank	central bank	central bank	central bank	central bank	central bank
6	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
7	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
8	hkma	hkma	hkma	hkma	hkma	hkma
9	financial industry	financial industry	financial industry	financial sector	financial industry	financial sector
10	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
11	system lers	system lers	system lers	lers	system lers	lers
12	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
13	fund	fund	fund	fund	fund	▁42
14	sector report	sector report	sector report	sector report	sector report	▁55
15	social media	social media	social media	social media	social media	social media
16	lers	system lers	lers	lers	lers	lers
17	fiscal frameworks	fiscal frameworks	fiscal frameworks	fiscal frameworks	fiscal frameworks	▁123
18	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve	fiscal and foreign reserve
19	hkma	hkma	hkma	hkma	hkma	hkma
20	financial regulation	financial regulation	financial regulation	financial regulation	financial regulation	▁133
21	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
22	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
23	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
24	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
25	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
26	banking sector	banking system	banking sector	banking sector	banking sector	banking sector
27	banking system	banking system	banking system	banking sector	banking system	banking sector
28	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁15
29	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
30	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
31	prudential reserve level	prudential reserve level	prudential reserve level	prudential reserve level	prudential reserve level	▁96
32	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
33	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
34	hkma	hkma	hkma	hkma	hkma	hkma
35	banking system	banking system	banking system	banking sector	banking system	banking sector
36	▔	▁1	▔	sme	▔	sme
37	special %	special %	special %	% loan guarantee preferential loan	special %	▁95
38	relief measure	relief measure	relief measure	relief measure	relief measure	relief measure
39	hkma	hkma	hkma	hkma	hkma	hkma
40	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
41	pre	pre	pre	pre interest	pre	▁146
42	accessible and user banking service	accessible and user banking service	accessible and user banking service	accessible and user banking service	accessible and user banking service	▁90
43	hkma	hkma	hkma	hkma	hkma	hkma
44	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
45	labor market	labor market	labor market	labor market	labor market	labour market
46	professional capability	professional capability	professional capability	professional capability	professional capability	professional development
47	hkma	hkma	hkma	hkma	hkma	hkma
48	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
49	banking talent programme	banking talent programme	banking talent programme	banking talent programme	banking talent programme	banking talent programme
50	hong kong association of banks	hong kong association of banks	hong kong association of banks	hong kong association of banks	hong kong association of banks	hong kong association of banks
51	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers
