	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chairman	chairman	chairman	chief executive	chairman	chief executive
1	sino trade tension	sino trade tension	sino trade tension	sino trade tension	sino trade tension	us trade tension
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitical	geopolitical	geopolitical	geopolitical risk	geopolitical	▁74
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	euphoric investment sentiment	euphoric investment sentiment	euphoric investment sentiment	euphoric investment sentiment	euphoric investment sentiment	▁172
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁214
9	stock	stock	stock	equity	stock	▁217
10	stock index	stock index	stock index	stock index	stock index	▁218
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁220
13	financial market	financial market	financial market	financial market	financial market	financial market
14	interest rate normalization	interest rate normalization	interest rate normalization	interest rate normalization	interest rate normalization	▁60
15	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
16	system	system	system	system	system	▁64
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	fund	fund	fund	fund	fund	▁79
19	basis point	basis point	basis point	basis point	basis point	basis point
20	prime	prime	prime	prime	prime	prime rate
21	region government	region government	region government	region	region government	▁175
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	u.s interest rate	u.s interest rate	u.s interest rate	interest	u.s interest rate	us interest rate hike
24	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	▁209
25	rate system	rate system	rate system	system	rate system	▁215
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	kong interbank offer	kong interbank offer	kong interbank offer	hong kong interbank rate	kong interbank offer	▁309
29	g20	g20	g20	g20	g20	g20
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public fund	public fund	public fund	public fund	public fund	▁52
32	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudent regulation	prudent regulation	prudent regulation	macroprudential measure	prudent regulation	prudential supervision
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution regime
41	resolution	resolution	resolution	resolution	resolution	▁223
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	banking sector	banking sector	banking sector	banking	banking sector	banking sector
48	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
