	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	virus	virus	virus	coronavirus	virus	covid
1	economic environment	economic environment	economic environment	macroeconomic environment	economic environment	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁290
3	inflation pressure	inflation pressure	inflation pressure	inflation pressure	inflation pressure	▁306
4	financial market	financial market	financial market	financial market	financial market	financial market
5	prevention measure	prevention measure	prevention measure	prevention measure	prevention measure	▁338
6	prevention measure and quarantine restriction	prevention measure and quarantine restriction	prevention measure and quarantine restriction	prevention measure and quarantine restriction	prevention measure and quarantine restriction	▁339
7	international financial leader ' investment summit	international financial leader ' investment summit	international financial leader ' investment summit	international financial leader ' investment summit	international financial leader ' investment summit	▁95
8	sustainable development report 2022	sustainable development report 2022	sustainable development report 2022	sustainable development report 2022	sustainable development report 2022	sustainability report 2022
9	annual report 2022	annual report 2022	annual report 2022	annual report 2022	annual report 2022	annual report 2022
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁84
11	sustainable development report	sustainable development report	sustainable development report	sustainability report	sustainable development report	sustainability report
12	green and sustainable financial	green and sustainable financial	green and sustainable financial	green and sustainable finance	green and sustainable financial	green and sustainable finance
13	green and sustainable financial hub	green and sustainable financial hub	green and sustainable financial hub	green and sustainable finance hub	green and sustainable financial hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁76
18	dollar	dollar	dollar	dollar	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	u.s federal reserve	us federal reserve	us federal reserve
20	▔	▁27	▔	▁21	▔	▁263
21	ler system	ler system	ler system	exchange system	ler system	▁264
