	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	president	executive	chief executive
1	us trade tension	us trade tension	us trade tension	us trade tension	us trade tension	us trade tension
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitical	geopolitical	geopolitical	geopolitical	geopolitical	▁60
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	investment sentiment	investment sentiment	investment sentiment	investment sentiment	investment sentiment	▁137
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
9	stock	stock	stock	equity	stock	▁180
10	stock index	stock index	stock index	stock index	stock index	▁181
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁183
13	financial market	financial market	financial market	financial market	financial market	financial market
14	normalisation rate	normalisation rate	normalisation rate	interest rate normalisation	normalisation rate	interest rate normalisation
15	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
16	▔	▁4	▔	system	▔	▁50
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	▔	▁7	▔	fund	▔	▁64
19	basis point	basis point	basis point	basis point	basis point	basis point
20	good rate	good rate	good rate	good rate	good rate	prime rate
21	hksar government	hksar government	hksar government	hksar government	hksar government	hksar government
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	▔	▁13	▔	us	▔	us interest rate hike
24	▔	▁14	▔	▁8	▔	▁174
25	link	link	link	system	link	▁179
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	kong interbank offered	kong interbank offered	kong interbank offered	hong kong interbank interest rate	kong interbank offered	hong kong interbank offered rates
29	g20	g20	g20	g20	g20	g20
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public fund	public fund	public fund	public fund	public fund	▁42
32	international supervisory standard	international supervisory standard	international supervisory standard	international regulatory standard	international supervisory standard	international regulatory standard
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudential supervision	prudential supervision	prudential supervision	prudential supervision	prudential supervision	prudential supervision
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	▔	▁12	▔	regulatory standard	▔	regulatory standard
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution regime
41	resolution office	resolution office	resolution office	resolution office	resolution office	resolution office
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
48	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
50	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁2
51	return on equity	return on equity	return on equity	return on equity	return on equity	return on equity
52	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
53	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure
54	hkma	hkma	hkma	hkma	hkma	hkma
55	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
56	banking group	banking group	banking group	banking group	banking group	banking group
57	retail banking	retail banking	retail banking	retail bank	retail banking	retail bank
58	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
59	banking culture	banking culture	banking culture	banking culture	banking culture	▁106
60	incentive system	incentive system	incentive system	incentive system	incentive system	incentive system
61	supervisory requirement	supervisory requirement	supervisory requirement	regulatory requirement	supervisory requirement	regulatory requirement
62	self	self	self	self	self	self
63	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism
64	hkma	hkma	hkma	hkma	hkma	hkma
65	banking conduct department	banking conduct department	banking conduct department	banking conduct department	banking conduct department	banking conduct department
66	banking culture	banking culture	banking culture	banking culture	banking culture	▁221
67	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	▁223
68	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	▁14
69	convenience store	convenience store	convenience store	convenience store	convenience store	convenience store
70	easy payment service	easy payment service	easy payment service	easy payment service	easy payment service	▁117
71	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
72	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility
73	internet	internet	internet	network	internet	▁170
74	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm
75	hkma	hkma	hkma	hkma	hkma	hkma
76	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
77	kong	kong	kong	kong	kong	▁249
78	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
79	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	▁17
80	common qr code	common qr code	common qr code	common qr code	common qr code	common qr code
81	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
82	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
83	new era of smart banking	new era of smart banking	new era of smart banking	era smart	new era of smart banking	new era of smart banking
84	technology sector	technology sector	technology sector	technology sector	technology sector	▁159
85	transfer service	transfer service	transfer service	transfer service	transfer service	▁204
86	hkma	hkma	hkma	hkma	hkma	hkma
87	financial technology	financial technology	financial technology	fintech	financial technology	fintech
88	bank and the technology sector	bank and the technology sector	bank and the technology sector	bank and the technology sector	bank and the technology sector	▁219
89	bank account	bank account	bank account	bank account	bank account	bank account
90	retail fast payment system	retail fast payment system	retail fast payment system	retail fast payment system	retail fast payment system	▁233
91	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
92	virtual bank licence	virtual bank licence	virtual bank licence	virtual bank licence	virtual bank licence	virtual bank licence
93	authorisation guideline for virtual bank	authorisation guideline for virtual bank	authorisation guideline for virtual bank	authorisation guideline for virtual bank	authorisation guideline for virtual bank	▁187
94	hkma	hkma	hkma	hkma	hkma	hkma
95	financial technology	financial technology	financial technology	fintech	financial technology	fintech
96	interface	interface	interface	interface	interface	▁96
97	sandbox	sandbox	sandbox	sandbox	sandbox	▁125
98	hkma	hkma	hkma	hkma	hkma	hkma
99	financial	financial technology	financial	fintech	financial	fintech
100	fintech regulatory sandbox	fintech regulatory sandbox	fintech regulatory sandbox	fintech regulatory sandbox	fintech regulatory sandbox	▁216
101	open	open	open	open	open	▁231
102	e	e	e	e	e	e
103	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform
104	hkma	hkma	hkma	hkma	hkma	hkma
105	terrorist financing	terrorist financing	terrorist financing	counter financing	terrorist financing	▁89
