	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chief executive	chief executive	chief executive	chief executive	chief executive	chief executive
1	us trade tension	us trade tension	us trade tension	us trade tension	us trade tension	us trade tension
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitical	geopolitical	geopolitical	geopolitical risk	geopolitical	▁47
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	bullish sentiment	bullish sentiment	bullish sentiment	bullish sentiment	bullish sentiment	bullish sentiment
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁112
9	▔	▁16	▔	equity	▔	equity security
10	stock index	stock index	stock index	stock index	stock index	▁114
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁115
13	financial market	financial market	financial market	financial market	financial market	financial market
14	▔	▁7	▔	interest rate normalization	▔	▁40
15	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
16	system	system	system	system	system	▁42
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	▔	▁9	▔	fund	▔	imf
19	basis point	basis point	basis point	basis point	basis point	basis point
20	▔	▁13	▔	prime lending rate	▔	▁79
21	hksar government	hksar government	hksar government	hksar government	hksar government	hksar government
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	u.s interest rate	u.s interest rate	u.s interest rate	us interest rate hike	u.s interest rate	us interest rate hike
24	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	▁108
25	link system	link system	link system	lers	link system	lers
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	offered	offered	offered	hong kong interbank offered rates	offered	hong kong interbank offered rates
29	▔	▁2	▔	▁1	▔	▁13
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public fund	public fund	public fund	public fund	public fund	▁35
32	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudential regulation	prudential regulation	prudential regulation	prudential regulation	prudential regulation	prudential supervision
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution regime
41	resolution office	resolution office	resolution office	resolution office	resolution office	resolution office
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
48	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
50	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁2
51	return on equity	return on equity	return on equity	return on equity	return on equity	return on equity
52	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
53	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure
54	hkma	hkma	hkma	hkma	hkma	hkma
55	▔	banking sector	▔	banking sector	▔	banking sector
56	banking group	banking group	banking group	banking group	banking group	banking group
57	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
58	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
59	bank culture reform	bank culture reform	bank culture reform	bank culture reform	bank culture reform	bank culture reform
60	incentive system	incentive system	incentive system	incentive system	incentive system	incentive system
61	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement
62	self	self	self	self	self	self
63	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism
64	hkma	hkma	hkma	hkma	hkma	hkma
65	banking conduct department	banking conduct department	banking conduct department	banking conduct department	banking conduct department	banking conduct department
66	bank culture	bank culture	bank culture	bank culture	bank culture	▁139
67	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	bank culture supervisory measure	banking culture supervisory measure	▁140
68	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	▁16
69	convenience store	convenience store	convenience store	convenience store	convenience store	convenience store
70	electronic payment service	electronic payment service	electronic payment service	electronic payment service	electronic payment service	electronic payment service
71	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
72	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility
73	internet	internet	internet	network	internet	▁104
74	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm
75	hkma	hkma	hkma	hkma	hkma	hkma
76	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
77	hongkong post	hongkong post	hongkong post	hongkong post	hongkong post	hongkong post
78	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
79	▔	▁3	▔	▁2	▔	▁17
80	common qr code	common qr code	common qr code	common qr code	common qr code	common qr code
81	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
82	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
83	smart banking era	smart banking era	smart banking era	smart banking era	smart banking era	▁78
84	technology company	technology company	technology company	technology company	technology company	▁99
85	fund transfer service	fund transfer service	fund transfer service	fund transfer service	fund transfer service	fund transfer service
86	hkma	hkma	hkma	hkma	hkma	hkma
87	fintech	fintech	fintech	fintech	fintech	fintech
88	bank and technology company	bank and technology company	bank and technology company	bank and technology company	bank and technology company	▁138
89	bank account	bank account	bank account	bank account	bank account	bank account
90	retail fast payment system	retail fast payment system	retail fast payment system	retail fast payment system	retail fast payment system	▁150
91	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
92	virtual bank license	virtual bank license	virtual bank license	virtual bank license	virtual bank license	▁118
