	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	chairman	chairman	chairman	governor	chairman	chief executive
1	covid	covid	covid	covid	covid	covid
2	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system
3	banking system	banking system	banking system	banking system	banking system	banking sector
4	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
5	central bank	central bank	central bank	central bank	central bank	central bank
6	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
7	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
8	authority	authority	authority	authority	authority	hkma
9	▔	▁15	▔	financial sector	▔	financial sector
10	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
11	system	system	system	system	system	▁208
12	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
13	fund	fund	fund	fund	fund	▁77
14	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
15	social media	social media	social media	social media	social media	social media
16	system	system	system	system	system	▁208
17	fiscal policy	fiscal policy	fiscal policy	fiscal policy	fiscal policy	▁228
18	exchange reserve	exchange reserve	exchange reserve	exchange reserve	exchange reserve	▁229
19	hkma	authority	hkma	authority	hkma	hkma
20	financial regulation	financial regulation	financial regulation	financial regulation	financial regulation	▁254
21	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
22	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
23	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	▁164
24	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
25	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
26	banking system	banking system	banking system	banking system	banking system	banking sector
27	banking system	banking system	banking system	banking system	banking system	banking sector
28	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	credit and liquidity risk	▁27
29	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
30	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk	liquidity risk
31	regulatory reserve level	regulatory reserve level	regulatory reserve level	regulatory reserve level	regulatory reserve level	▁171
32	countercyclical buffer capital	countercyclical buffer capital	countercyclical buffer capital	countercyclical buffer capital	countercyclical buffer capital	countercyclical capital buffer
33	countercyclical buffer capital ratio	countercyclical buffer capital ratio	countercyclical buffer capital ratio	countercyclical buffer capital ratio	countercyclical buffer capital ratio	▁244
34	hkma	authority	hkma	authority	hkma	hkma
35	banking system	banking system	banking system	banking system	banking system	banking sector
36	sme	sme	sme	sme	sme	sme
37	100 % guaranteed special loan	100 % guaranteed special loan	100 % guaranteed special loan	100 % guaranteed concessionary loan	100 % guaranteed special loan	▁170
38	relief measure	relief measure	relief measure	relief measure	relief measure	relief measure
39	hkma	authority	hkma	authority	hkma	hkma
40	banking industry	banking industry	banking industry	banking sector	banking industry	banking sector
41	pre interest	pre interest	pre interest	pre interest	pre interest	▁283
42	accessible and user banking service	accessible and user banking service	accessible and user banking service	accessible and user banking service	accessible and user banking service	▁160
43	authority	authority	authority	authority	authority	hkma
44	banking sector	banking industry	banking sector	banking sector	banking sector	banking sector
45	labor market	labor market	labor market	labor market	labor market	▁50
46	professional competence	professional competence	professional competence	professional capability	professional competence	▁105
47	▔	authority	▔	authority	▔	hkma
48	banking industry	banking industry	banking industry	banking sector	banking industry	banking sector
49	talent launchpad	talent launchpad	talent launchpad	industry talent launch program	talent launchpad	▁265
50	hong kong bankers ' association	hong kong bankers ' association	hong kong bankers ' association	hkab	hong kong bankers ' association	▁296
51	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers	hong kong institute of bankers
52	international financial center	international financial center	international financial center	international financial center	international financial center	international financial centre
53	international financial center	international financial center	international financial center	international financial center	international financial center	international financial centre
54	authority	authority	authority	authority	authority	hkma
55	financial system	financial system	financial system	financial system	financial system	▁261
56	banking system	banking system	banking system	banking system	banking system	banking sector
57	green finance	green finance	green finance	green finance	green finance	green finance
58	three	three	three	three	three	▁46
59	three initiative	three initiative	three initiative	three initiative	three initiative	▁47
60	▔	▁6	▔	sustainable finance	▔	sustainable finance
61	force	force	force	work group	force	work group
62	▔	▁10	▔	▁7	▔	disclosure
63	▔	▁11	▔	disclosures work group	▔	▁122
64	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures	task force on climate financial disclosures
65	climate information	climate information	climate information	climate information	climate information	▁152
66	climate risk	climate risk	climate risk	climate risk	climate risk	climate risk
67	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework	regulatory framework
68	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
69	green benchmark	green benchmark	green benchmark	green benchmark	green benchmark	▁195
70	▔	▁14	▔	▁9	▔	▁227
71	banking sector	banking industry	banking sector	banking sector	banking sector	banking sector
