	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	u.s. trade tension	u.s. trade tension	u.s. trade tension	us trade tension	u.s. trade tension	us trade tension
2	rate hike	rate hike	rate hike	rate hike	rate hike	interest rate hike
3	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk	geopolitical risk	▁73
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	sizzling investment sentiment	sizzling investment sentiment	sizzling investment sentiment	sizzling investment sentiment	sizzling investment sentiment	▁164
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁207
9	stock	stock	stock	equity	stock	▁211
10	stock index	stock index	stock index	stock index	stock index	▁212
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁214
13	financial market	financial market	financial market	financial market	financial market	financial market
14	interest rate normalisation	interest rate normalisation	interest rate normalisation	rate normalization	interest rate normalisation	interest rate normalisation
15	interest rate	rate hike	interest rate	rate hike	interest rate	interest rate hike
16	system	system	system	system	system	▁59
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	▔	▁12	▔	▁11	▔	▁79
19	basis point	basis point	basis point	basis point	basis point	basis point
20	good rate	good rate	good rate	good lending rate	good rate	▁146
21	government	government	government	government	government	▁167
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	u.s interest rate	u.s interest rate	u.s interest rate	us rate hike	u.s interest rate	▁201
24	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	u.s interest rate	▁202
25	link system	link system	link system	system	link system	▁208
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	hong kong interbank interest rate	hong kong interbank interest rate	hong kong interbank interest rate	hk interbank rate	hong kong interbank interest rate	▁292
29	▔	▁5	▔	▁4	▔	▁14
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public funding	public funding	public funding	public funding	public funding	▁49
32	international standard	international standard	international standard	international standard	international standard	▁70
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudential supervision	prudential supervision	prudential supervision	prudent supervision	prudential supervision	prudential supervision
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum	statutory minimum	statutory minimum	minimum statutory requirement	statutory minimum	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	▔	▁22	▔	supervisory standard	▔	▁174
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	▁217
41	resolution office	resolution office	resolution office	resolution office	resolution office	resolution office
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	▔	▁31	▔	banking	▔	banking sector
48	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
50	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁2
51	return on equity	return on equity	return on equity	return on equity	return on equity	return on equity
52	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
53	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure
54	hkma	hkma	hkma	hkma	hkma	hkma
55	banking sector	▁31	banking sector	banking	banking sector	banking sector
56	banking group	banking group	banking group	banking group	banking group	banking group
57	retail banking	retail banking	retail banking	retail bank	retail banking	retail bank
58	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
59	banking culture	banking culture	banking culture	banking culture	banking culture	▁132
60	incentive system	incentive system	incentive system	incentive system	incentive system	incentive system
61	▔	▁23	▔	regulatory requirement	▔	regulatory requirement
62	self	self	self	self	self	self
63	evaluation and feedback mechanism	evaluation and feedback mechanism	evaluation and feedback mechanism	evaluation and feedback mechanism	evaluation and feedback mechanism	▁225
64	hkma	hkma	hkma	hkma	hkma	hkma
65	bank conduct department	bank conduct department	bank conduct department	bank conduct department	bank conduct department	▁260
66	banking culture	banking culture	banking culture	bank culture	banking culture	▁261
67	banking culture supervision measure	banking culture supervision measure	banking culture supervision measure	banking culture supervision measure	banking culture supervision measure	supervisory measure for bank culture
68	internet and mobile banking	internet and mobile banking	internet and mobile banking	internet and mobile banking	internet and mobile banking	▁17
69	convenient store	convenient store	convenient store	convenient store	convenient store	▁31
70	easily accessible	easily accessible	easily accessible	easily accessible	easily accessible	▁144
71	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
72	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility
73	internet	internet	internet	cyber	internet	▁196
74	voice atm	voice atm	voice atm	voice atm	voice atm	▁209
75	hkma	hkma	hkma	hkma	hkma	hkma
76	▔	▁31	▔	banking	▔	banking sector
77	hongkong post	hongkong post	hongkong post	hongkong post	hongkong post	hongkong post
78	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
79	▔	▁6	▔	▁5	▔	▁19
80	shared qr code	shared qr code	shared qr code	common qr code	shared qr code	common qr code
81	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system	fast payment system
82	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
83	new era of smart banking	new era of smart banking	new era of smart banking	era	new era of smart banking	new era of smart banking
84	tech industry	tech industry	tech industry	tech industry	tech industry	▁184
85	transfer service	transfer service	transfer service	transfer service	transfer service	▁245
86	hkma	hkma	hkma	hkma	hkma	hkma
87	fintech	fintech	fintech	fintech	fintech	fintech
88	bank and the tech industry	bank and the tech industry	bank and the tech industry	bank and the tech industry	bank and the tech industry	▁258
89	bank account	bank account	bank account	bank account	bank account	bank account
90	retail real	retail real	retail real	retail real	retail real	▁273
91	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
92	virtual banking license	virtual banking license	virtual banking license	virtual bank license	virtual banking license	▁221
93	guideline the authorization virtual bank	guideline the authorization virtual bank	guideline the authorization virtual bank	guideline the authorization virtual bank	guideline the authorization virtual bank	▁222
94	hkma	hkma	hkma	hkma	hkma	hkma
95	fintech	fintech	fintech	fintech	fintech	fintech
96	interface	interface	interface	apis	interface	▁122
97	sandbox	sandbox	sandbox	sandbox	sandbox	▁156
98	hkma	hkma	hkma	hkma	hkma	hkma
99	fintech	fintech	fintech	fintech	fintech	fintech
100	fintech sandbox	fintech sandbox	fintech sandbox	fintech supervisory sandbox	fintech sandbox	fintech supervisory sandbox
101	open	open	open	open	open	▁271
102	trade	trade	trade	trade link	trade	▁240
103	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform
104	hkma	hkma	hkma	hkma	hkma	hkma
105	terrorist financing	terrorist financing	terrorist financing	counter financing	terrorist financing	▁112
106	hkma	hkma	hkma	hkma	hkma	hkma
107	fintech	fintech	fintech	fintech	fintech	fintech
108	bond	bond	bond	bond	bond	▁35
109	bond and project financing market	bond and project financing market	bond and project financing market	bond and project financing market	bond and project financing market	▁36
110	government green bond	government green bond	government green bond	government green bond	government green bond	▁136
111	sar government	government	sar government	government	sar government	▁167
112	seminar	seminar	seminar	seminar	seminar	▁181
113	green bond	green bond	green bond	green bond	green bond	green bond
114	green bond support scheme	green bond support scheme	green bond support scheme	green bond support scheme	green bond support scheme	▁191
115	green finance	green finance	green finance	green finance	green finance	green finance
116	green finance certification scheme	green finance certification scheme	green finance certification scheme	green finance certification scheme	green finance certification scheme	green finance certification scheme
117	soft power	soft power	soft power	soft power	soft power	soft power
118	hkma	hkma	hkma	hkma	hkma	hkma
119	financial industry	financial industry	financial industry	financial industry	financial industry	financial industry
120	partner institution	partner institution	partner institution	partner institution	partner institution	▁62
121	sasac	sasac	sasac	state council	sasac	state council
122	sasac	sasac	sasac	sasac	sasac	sasac
123	infrastructure related project	infrastructure related project	infrastructure related project	infrastructure related project	infrastructure related project	▁74
124	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
125	hkma	hkma	hkma	hkma	hkma	hkma
126	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector
127	high roundtable	high roundtable	high roundtable	high roundtable	high roundtable	high roundtable
128	london trading hour	london trading hour	london trading hour	london trading hour	london trading hour	london trading hour
129	system	system	system	system	system	▁59
130	authority	hkma	authority	hkma	authority	hkma
131	note bank	note bank	note bank	note bank	note bank	note bank
132	authority	hkma	authority	hkma	authority	hkma
133	series kong banknotes	series kong banknotes	series kong banknotes	series kong banknotes	series kong banknotes	▁287
134	primary liquidity provider	primary liquidity provider	primary liquidity provider	primary liquidity provider	primary liquidity provider	▁0
135	▔	hkma	▔	hkma	▔	hkma
136	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market	offshore renminbi market
137	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
138	authority	hkma	authority	hkma	authority	hkma
139	counter financing	terrorist financing	counter financing	counter financing	counter financing	▁112
140	anti laundering	anti laundering	anti laundering	anti-money laundering	anti laundering	anti-money laundering
141	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	aml	anti laundering and counter financing	aml
142	▔	▁10	▔	▁9	▔	▁64
143	over derivative	over derivative	over derivative	over derivative	over derivative	▁80
144	over derivative market	over derivative market	over derivative market	over derivative market	over derivative market	over derivative market
145	resolution framework for financial institution	resolution framework for financial institution	resolution framework for financial institution	resolution framework for financial institution	resolution framework for financial institution	▁254
146	barrier banking service	barrier banking service	barrier banking service	barrier banking service	barrier banking service	barrier banking service
147	authority	hkma	authority	hkma	authority	hkma
148	development bank	development bank	development bank	development bank	development bank	development bank
149	banking	▁31	banking	banking	banking	banking sector
150	banking	▁31	banking	banking	banking	banking sector
151	authority	hkma	authority	hkma	authority	hkma
152	independent non-executive director seminar	independent non-executive director seminar	independent non-executive director seminar	independent non-executive director seminar	independent non-executive director seminar	▁169
153	seminar	seminar	seminar	seminar	seminar	▁181
154	authority	hkma	authority	hkma	authority	hkma
155	resolution	resolution mechanism	resolution	resolution mechanism	resolution	▁217
156	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
157	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao
158	▔	hkma	▔	hkma	▔	hkma
159	banking qualification framework	banking qualification framework	banking qualification framework	banking qualification framework	banking qualification framework	▁259
160	banking	▁31	banking	banking	banking	banking sector
161	self	self	self	self	self	self
162	▔	hkma	▔	hkma	▔	hkma
163	bank culture	banking culture	bank culture	bank culture	bank culture	▁261
164	banking culture reform	banking culture reform	banking culture reform	banking culture reform	banking culture reform	▁262
165	supervisory measure for bank culture	banking culture supervision measure	supervisory measure for bank culture	banking culture supervision measure	supervisory measure for bank culture	supervisory measure for bank culture
166	systemically important authorize institution	systemically important authorize institution	systemically important authorize institution	systemically important authorize institution	systemically important authorize institution	▁55
167	authority	hkma	authority	hkma	authority	hkma
168	rmb internationalisation	rmb internationalisation	rmb internationalisation	rmb internationalisation	rmb internationalisation	▁21
169	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
170	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance
171	wealth management	wealth management	wealth management	wealth management	wealth management	wealth management
172	▔	hkma	▔	hkma	▔	hkma
173	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation
174	financial market	financial market	financial market	financial market	financial market	financial market
175	authority	hkma	authority	hkma	authority	hkma
176	fintech	fintech	fintech	fintech	fintech	fintech
177	fintech talent	fintech talent	fintech talent	fintech professional	fintech talent	▁255
178	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority
179	▔	hkma	▔	hkma	▔	hkma
180	fintech	fintech	fintech	fintech	fintech	fintech
181	fintech cooperation	fintech cooperation	fintech cooperation	fintech cooperation	fintech cooperation	fintech collaboration
182	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
183	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency
184	▔	hkma	▔	hkma	▔	hkma
185	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	▁251
186	belt and road	belt and road	belt and road	belt and road	belt and road	belt and road
187	seminar	seminar	seminar	seminar	seminar	▁181
188	area	area	area	area	area	▁92
189	investhk	investhk	investhk	investhk	investhk	▁116
190	seminar	seminar	seminar	seminar	seminar	▁181
191	wealth management	wealth management	wealth management	wealth management	wealth management	▁232
192	authority	hkma	authority	hkma	authority	hkma
193	▔	bond	▔	bond	▔	▁35
194	international capital market association	international capital market association	international capital market association	international capital market association	international capital market association	international capital market association
195	principle for infrastructures	principle for infrastructures	principle for infrastructures	principle for infrastructures	principle for infrastructures	▁192
196	capital market	capital market	capital market	capital market	capital market	capital market
197	authority	hkma	authority	hkma	authority	hkma
