	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	coronavirus	coronavirus	coronavirus	coronavirus	coronavirus	covid
1	economic environment	economic environment	economic environment	macroeconomic environment	economic environment	economic environment
2	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	monetary tightening policy	▁298
3	inflationary pressure	inflationary pressure	inflationary pressure	inflation pressure	inflationary pressure	inflationary pressure
4	financial market	financial market	financial market	financial market	financial market	financial market
5	▔	▁22	▔	▁19	▔	▁346
6	measure pandemic and quarantine restriction	measure pandemic and quarantine restriction	measure pandemic and quarantine restriction	measure pandemic and quarantine restriction	measure pandemic and quarantine restriction	▁347
7	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	international financial leader investment summit	▁95
8	2022 sustainable report	2022 sustainable report	2022 sustainable report	2022 sustainable development report	2022 sustainable report	sustainability report 2022
9	2022 annual report	2022 annual report	2022 annual report	2022 annual report	2022 annual report	▁15
10	sustainable institution	sustainable institution	sustainable institution	sustainable institution	sustainable institution	▁83
11	sustainable report	sustainable report	sustainable report	sustainable development report	sustainable report	sustainability report
12	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
13	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance hub	green and sustainable finance	green and sustainable finance hub	green and sustainable finance hub
14	responsible investor	responsible investor	responsible investor	responsible investment	responsible investor	responsible investment
15	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor	responsible investor
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	exchange rate	exchange rate	exchange rate	exchange rate	exchange rate	▁75
18	dollar	dollar	dollar	dollar	dollar	hkd
19	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
20	▔	▁20	▔	▁17	▔	▁270
21	exchange system	exchange system	exchange system	exchange system	exchange system	▁271
22	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve
23	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
24	fund	fund	fund	fund	fund	imf
25	external sector report	external sector report	external sector report	external sector report	external sector report	external sector report
26	system	exchange system	system	exchange system	system	▁271
27	media	media	media	media	media	▁118
28	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance
29	system	exchange system	system	exchange system	system	▁271
30	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
31	liquidity	liquidity	liquidity	liquidity	liquidity	▁211
32	specific classify loan ratio	specific classify loan ratio	specific classify loan ratio	specific classification	specific classify loan ratio	▁221
33	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
34	adequacy ratio	adequacy ratio	adequacy ratio	adequacy ratio	adequacy ratio	▁303
35	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
36	stable operation	stable operation	stable operation	operational resilience	stable operation	operational resilience
37	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	▁34
38	voluntary principal repayment option	voluntary principal repayment option	voluntary principal repayment option	voluntary principal repayment option	voluntary principal repayment option	▁272
39	partial principal repayment option	partial principal repayment option	partial principal repayment option	partial principal repayment option	partial principal repayment option	▁320
40	stress testing	stress testing	stress testing	stress test	stress testing	▁101
41	▔	▁12	▔	▁8	▔	annuity
42	bear	bear	bear	▁10	bear	▁154
43	liquidity	liquidity	liquidity	liquidity	liquidity	▁211
44	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guideline	regulatory guidance	▁232
45	operational resilience	stable operation	operational resilience	operational resilience	operational resilience	operational resilience
46	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
47	operational resilience cybersecurity capability	operational resilience cybersecurity capability	operational resilience cybersecurity capability	operational resilience cybersecurity capability	operational resilience cybersecurity capability	▁318
48	china account	china account	china account	china account	china account	▁52
49	branch self facility	branch self facility	branch self facility	branch self facility	branch self facility	▁67
50	employee	employee	employee	practitioner	employee	practitioner
51	upgrading and retraining	upgrading and retraining	upgrading and retraining	upgrading and retraining	upgrading and retraining	▁165
52	professional capability	professional capability	professional capability	professional capability	professional capability	▁166
53	connecting talent with the future	connecting talent with the future	connecting talent with the future	connecting talent with the future	connecting talent with the future	▁315
