	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	major economy	major economy	major economy	major economy	major economy	major economy
1	interest rate cut	interest rate cut	interest rate cut	interest rate cut	interest rate cut	interest rate cut
2	▔	▁11	▔	▁5	▔	▁170
3	inflation	inflation	inflation	inflation	inflation	inflation
4	hkma	hkma	hkma	hkma	hkma	hkma
5	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
6	international financial leader 's investment summit	international financial leader 's investment summit	international financial leader 's investment summit	international financial leader 's investment summit	international financial leader 's investment summit	▁67
7	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
8	hkma	hkma	hkma	hkma	hkma	hkma
9	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	▁230
10	medium enterprise	medium enterprise	medium enterprise	medium enterprise	medium enterprise	▁10
11	policy measure	policy measure	policy measure	policy measure	policy measure	policy measure
12	sar government	sar government	sar government	hksar government	sar government	hksar government
13	global supply chain	global supply chain	global supply chain	global supply chain	global supply chain	global supply chain
14	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical tension
15	geoeconomic fragmentation	geoeconomic fragmentation	geoeconomic fragmentation	geoeconomic fragmentation	geoeconomic fragmentation	▁68
16	real economy	real economy	real economy	real economy	real economy	real economy
17	global financial market	global financial market	global financial market	global financial market	global financial market	global financial market
18	trade protectionism	trade protectionism	trade protectionism	trade protectionism	trade protectionism	▁196
19	tariff	tariff	tariff	tariff	tariff	tariff
20	hkma	hkma	hkma	hkma	hkma	hkma
21	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
22	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
23	system	system	system	exchange system	system	▁182
24	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
25	range	range	range	range	range	▁39
26	▔	▁5	▔	▁3	▔	imf
27	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
28	linked system	system	linked system	exchange system	linked system	▁182
29	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance	market surveillance
30	exchange system	system	exchange system	exchange system	exchange system	▁182
31	credit risk	credit risk	credit risk	credit risk	credit risk	credit risk
32	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management	credit risk management
33	provision	provision	provision	provision	provision	provision
34	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold	statutory minimum threshold
35	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
36	classify loan	classify loan	classify loan	classify loan	classify loan	classify loan
37	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
38	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio	consolidate total capital ratio
39	capital ratio	capital ratio	capital ratio	capital ratio	capital ratio	capital ratio
40	risk management	risk management	risk management	risk management	risk management	risk management
41	kong system	kong system	kong system	kong	kong system	▁246
42	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	macroprudential regulatory	▁84
43	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio	loan ratio
44	mortgage loan	mortgage loan	mortgage loan	mortgage loan	mortgage loan	mortgage loan
45	property market	property market	property market	property market	property market	property market
46	property mortgage loan	property mortgage loan	property mortgage loan	property mortgage loan	property mortgage loan	property mortgage loan
47	countercyclical macroprudential regulatory measure	countercyclical macroprudential regulatory measure	countercyclical macroprudential regulatory measure	countercyclical regulatory measure	countercyclical macroprudential regulatory measure	▁204
48	hkma	hkma	hkma	hkma	hkma	hkma
49	third service provider	third service provider	third service provider	third service provider	third service provider	third service provider
50	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
51	match work and scenario testing	match work and scenario testing	match work and scenario testing	match work and scenario testing	match work and scenario testing	▁210
52	risk management	risk management	risk management	risk management	risk management	risk management
53	technology service provider	technology service provider	technology service provider	technology service provider	technology service provider	technology service provider
54	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk	systemic cyber risk
55	cyber defense capability	cyber defense capability	cyber defense capability	cyber defense capability	cyber defense capability	▁175
56	hkma	hkma	hkma	hkma	hkma	hkma
57	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure	financial market infrastructure
58	financial regulator	financial regulator	financial regulator	financial regulator	financial regulator	financial regulator
59	store value facility licensees	store value facility licensees	store value facility licensees	store value facility licensees	store value facility licensees	▁38
60	anti-deception and anti laundering intelligence taskforce	anti-deception and anti laundering intelligence taskforce	anti-deception and anti laundering intelligence taskforce	anti-deception and anti laundering intelligence taskforce	anti-deception and anti laundering intelligence taskforce	▁55
61	enforcement	enforcement	enforcement	enforcement	enforcement	▁69
62	criminal proceed	criminal proceed	criminal proceed	criminal proceed	criminal proceed	criminal proceed
63	online banking	online banking	online banking	online banking	online banking	▁174
64	financial crime	financial crime	financial crime	financial crime	financial crime	financial crime
65	financial fraud	financial fraud	financial fraud	financial fraud	financial fraud	▁217
66	interbank information share	interbank information share	interbank information share	interbank information share	interbank information share	▁223
67	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
68	▔	▁8	▔	deposit	▔	▁124
69	service	service	service	service	service	▁125
70	seven cool period	seven cool period	seven cool period	seven cool period	seven cool period	▁3
71	credit product	credit product	credit product	credit product	credit product	credit product
72	credit reference platform	credit reference platform	credit reference platform	credit reference platform	credit reference platform	▁32
73	personal credit datum service	personal credit datum service	personal credit datum service	personal credit datum service	personal credit datum service	▁33
74	cool period	cool period	cool period	cool period	cool period	cool period
75	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product
76	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product
77	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
78	sme financing taskforce	sme financing taskforce	sme financing taskforce	force sme financing	sme financing taskforce	▁9
79	credit support	credit support	credit support	credit support	credit support	▁31
80	real economy	real economy	real economy	real economy	real economy	real economy
81	loan portfolio	loan portfolio	loan portfolio	loan portfolio	loan portfolio	loan portfolio
82	hkma	hkma	hkma	hkma	hkma	hkma
83	specific industry measure	specific industry measure	specific industry measure	specific industry measure	specific industry measure	▁218
84	cyberport	cyberport	cyberport	cyberport	cyberport	cyberport
85	generative artificial intelligence	generative artificial intelligence	generative artificial intelligence	generative ai	generative artificial intelligence	generative artificial intelligence
86	hkma	hkma	hkma	hkma	hkma	hkma
87	financial service	financial service	financial service	financial service	financial service	financial service
88	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
89	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
90	customer service	customer service	customer service	customer service	customer service	▁234
91	risk management	risk management	risk management	risk management	risk management	risk management
92	sustainable development report	sustainable development report	sustainable development report	sustainability report	sustainable development report	sustainability report
93	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
94	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub	sustainable finance hub
95	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
96	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
97	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	▁230
98	offshore bank lending	offshore bank lending	offshore bank lending	offshore bank lending	offshore bank lending	offshore bank lending
99	rmb bond	rmb bond	rmb bond	rmb bond	rmb bond	rmb bond
100	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity facility	rmb liquidity arrangement	rmb liquidity facility
101	rmb trade finance liquidity arrangement	rmb trade finance liquidity arrangement	rmb trade finance liquidity arrangement	rmb trade finance liquidity arrangement	rmb trade finance liquidity arrangement	▁18
102	bond market	bond market	bond market	bond market	bond market	bond market
103	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
104	northbound	northbound	northbound	northbound	northbound	northbound scheme
105	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral
106	ministry of finance	ministry of finance	ministry of finance	ministry of finance	ministry of finance	ministry of finance
107	onshore bond	onshore bond	onshore bond	onshore bond	onshore bond	onshore bond
108	real economy	real economy	real economy	real economy	real economy	real economy
109	investment product	investment product	investment product	investment product	investment product	investment product
110	policy bank	policy bank	policy bank	policy bank	policy bank	policy bank
111	trade finance	trade finance	trade finance	trade finance	trade finance	trade finance
112	hkma	hkma	hkma	hkma	hkma	hkma
113	offshore rmb bond repo business	offshore rmb bond repo business	offshore rmb bond repo business	offshore rmb bond repo business	offshore rmb bond repo business	offshore rmb bond repo business
114	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	offshore rmb business	▁230
115	mainland proactive rollout economic stimulus measure	mainland proactive rollout economic stimulus measure	mainland proactive rollout economic stimulus measure	mainland proactive of economic stimulus measure	mainland proactive rollout economic stimulus measure	▁7
116	global technology cycle	global technology cycle	global technology cycle	global technology cycle	global technology cycle	▁41
117	labor market	labor market	labor market	labour market	labor market	labour market
118	regional collaboration	regional collaboration	regional collaboration	regional collaboration	regional collaboration	▁51
119	international engagement	international engagement	international engagement	international engagement	international engagement	▁63
120	international	international	international	international	international	▁64
121	external price pressure	external price pressure	external price pressure	external price pressure	external price pressure	external price pressure
122	local stock market	local stock market	local stock market	kong	local stock market	local stock market
123	property market	property market	property market	property market	property market	property market
124	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure	economic stimulus measure
125	stock market	stock market	stock market	stock market	stock market	equity market
126	trade tension	trade tension	trade tension	trade tension	trade tension	trade tension
127	inflation	inflation	inflation	inflation	inflation	inflation
128	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
129	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
130	kong	kong system	kong	kong	kong	▁246
131	geopolitical situation	geopolitical situation	geopolitical situation	geopolitical situation	geopolitical situation	geopolitical tension
132	foreign exchange	foreign exchange	foreign exchange	exchange fund	foreign exchange	foreign exchange
133	global growth prospect	global growth prospect	global growth prospect	global growth prospect	global growth prospect	global growth prospect
134	us monetary policy	us monetary policy	us monetary policy	us monetary policy	us monetary policy	us monetary policy
135	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system
136	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability	monetary and financial stability
137	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy	monetary policy
138	banking system stability	banking stability	banking system stability	banking stability	banking system stability	banking stability
139	sme	medium enterprise	sme	medium enterprise	sme	▁10
140	contingency plan	contingency plan	contingency plan	contingency plan	contingency plan	contingency plan
141	generative ai sandbox	generative artificial intelligence	generative ai sandbox	generative ai	generative ai sandbox	generative artificial intelligence
142	generative ai sandbox	generative ai sandbox	generative ai sandbox	generative ai sandbox	generative ai sandbox	▁151
143	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guidance	regulatory guidance	▁157
144	cyber resilience	cyber resilience	cyber resilience	cyber resilience	cyber resilience	cyber resilience
145	cross-sector initiative	cross-sector initiative	cross-sector initiative	cross-sector initiative	cross-sector initiative	▁202
146	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience	operational resilience
147	hkma	hkma	hkma	hkma	hkma	hkma
148	banking system stability	banking stability	banking system stability	banking stability	banking system stability	banking stability
149	risk supervision	risk supervision	risk supervision	risk supervision	risk supervision	risk supervision
150	▔	▁1	▔	secondary transaction	▔	▁14
151	▔	credit product	▔	credit product	▔	credit product
152	credit reference platform	credit reference platform	credit reference platform	credit reference platform	credit reference platform	▁32
153	personal credit datum service	personal credit datum service	personal credit datum service	personal credit datum service	personal credit datum service	▁33
154	cool period	cool period	cool period	cool period	cool period	cool period
155	payment arrangement	payment arrangement	payment arrangement	payment arrangement	payment arrangement	▁109
156	digital bank	digital bank	digital bank	digital bank	digital bank	digital bank
157	digital asset activity	digital asset activity	digital asset activity	digital asset activity	digital asset activity	digital asset activity
158	deposit	▁8	deposit	deposit	deposit	▁124
159	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product	consumer credit product
160	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection	consumer protection
161	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product	unsecured consumer credit product
162	generative ai	generative artificial intelligence	generative ai	generative ai	generative ai	generative artificial intelligence
163	hkma	hkma	hkma	hkma	hkma	hkma
164	▔	▁13	▔	▁7	▔	▁221
165	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection	bank consumer protection
166	customer service	customer service	customer service	customer service	customer service	▁234
167	public partnership platform	public partnership platform	public partnership platform	public partnership platform	public partnership platform	public partnership platform
168	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report	suspicious transaction report
169	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	combating money laundering and terrorist financing	anti-money laundering and counter financing	▁99
170	authorize payment fraud	authorize payment fraud	authorize payment fraud	authorize payment fraud	authorize payment fraud	▁107
171	anti-money laundering and counter financing	anti-money laundering and counter financing	anti-money laundering and counter financing	money laundering and terrorist financing	anti-money laundering and counter financing	money laundering and terrorist financing
172	proceed	criminal proceed	proceed	criminal proceed	proceed	criminal proceed
173	suspicious activity	suspicious activity	suspicious activity	monitoring suspicious activity	suspicious activity	▁156
174	hkma	hkma	hkma	hkma	hkma	hkma
175	financial crime	financial crime	financial crime	financial crime	financial crime	financial crime
176	bank information share	bank information share	bank information share	bank information share	bank information share	bank information share
177	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	▁66
178	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme	deposit protection scheme
179	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
180	hkma	hkma	hkma	hkma	hkma	hkma
181	resolution feasibility obstacle	resolution feasibility obstacle	resolution feasibility obstacle	resolution feasibility obstacle	resolution feasibility obstacle	resolvability barrier
182	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability	resolution execution capability
183	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard	resolution standard
184	hkma	hkma	hkma	hkma	hkma	hkma
185	financial contract	financial contract	financial contract	financial contract	financial contract	financial contract
186	swap connect	swap connect	swap connect	swap connect	swap connect	swap connect
187	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity arrangement	rmb liquidity facility	rmb liquidity arrangement	rmb liquidity facility
188	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral	eligible collateral
189	hkma	hkma	hkma	hkma	hkma	hkma
190	offshore	offshore rmb business	offshore	offshore rmb business	offshore	▁230
191	corporate treasury center	corporate treasury center	corporate treasury center	corporate treasury center	corporate treasury center	corporate treasury centre
192	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance	bond issuance
193	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance	sustainable finance
194	international and regional central bank and regulatory organization	international and regional central bank and regulatory organization	international and regional central bank and regulatory organization	international and regional central banking and regulatory organization	international and regional central bank and regulatory organization	▁65
195	▔	international financial leader 's investment summit	▔	international financial leader 's investment summit	▔	▁67
196	central bank and regulatory organization	central bank and regulatory organization	central bank and regulatory organization	central banking and regulatory organization	central bank and regulatory organization	▁81
197	market promotion	market promotion	market promotion	market outreach	market promotion	market outreach
198	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance	green and sustainable finance
199	wealth management	wealth management	wealth management	wealth management	wealth management	wealth management
200	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management	asset and wealth management
201	hkma	hkma	hkma	hkma	hkma	hkma
202	financial platform	financial platform	financial platform	financial platform	financial platform	financial platform
203	financial service	financial service	financial service	financial service	financial service	financial service
204	financial system	financial system	financial system	financial system	financial system	financial system
205	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china	person 's 's bank of china
206	online payment interbank clear system	online payment interbank clear system	online payment interbank clear system	online payment interbank clear system	online payment interbank clear system	▁40
207	datum infrastructure	datum infrastructure	datum infrastructure	datum infrastructure	datum infrastructure	datum infrastructure
208	online payment interbank clear system	online payment interbank clear system	online payment interbank clear system	online payment interbank clear system	online payment interbank clear system	▁173
209	cross payment	cross payment	cross payment	cross payment	cross payment	cross payment
210	hkma	hkma	hkma	hkma	hkma	hkma
211	reserve management	reserve management	reserve management	reserve management	reserve management	reserve management
212	major economy	major economy	major economy	major economy	major economy	major economy
213	exchange fund	foreign exchange	exchange fund	exchange fund	exchange fund	foreign exchange
214	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund	exchange fund
215	return rate	return rate	return rate	investment return	return rate	investment return
216	policy rate	policy rate	policy rate	policy rate	policy rate	policy rate
217	global financial market	global financial market	global financial market	global financial market	global financial market	global financial market
218	▔	▁11	▔	▁5	▔	▁170
219	inflation	inflation	inflation	inflation	inflation	inflation
220	annualized internal rate of return	annualized internal rate of return	annualized internal rate of return	annualized internal rate of return	annualized internal rate of return	▁94
221	asset diversification	asset diversification	asset diversification	asset diversification	asset diversification	asset diversification
222	hkma	hkma	hkma	hkma	hkma	hkma
223	hkma	hkma	hkma	hkma	hkma	hkma
224	digital capability	digital capability	digital capability	digital capability	digital capability	digital capability
225	fiscal discipline	fiscal discipline	fiscal discipline	fiscal discipline	fiscal discipline	▁192
226	hkma	hkma	hkma	hkma	hkma	hkma
227	central security depository system	central security depository system	central security depository system	central security depository system	central security depository system	▁8
228	bond market	bond market	bond market	bond market	bond market	bond market
229	central moneymarkets unit	central moneymarkets unit	central moneymarkets unit	central moneymarkets unit	central moneymarkets unit	central moneymarkets unit
230	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao
231	hkma	hkma	hkma	hkma	hkma	hkma
232	▔	▁0	▔	primary liquidity provider	▔	▁2
233	liquidity	liquidity	liquidity	liquidity	liquidity	liquidity
234	hkma	hkma	hkma	hkma	hkma	hkma
235	offshore rmb market	offshore rmb market	offshore rmb market	offshore rmb market	offshore rmb market	▁229
236	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	anti-money laundering	▁53
237	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision	anti-money laundering supervision
238	anti-money laundering and counter of terrorism	anti-money laundering and counter financing	anti-money laundering and counter of terrorism	combating money laundering and terrorist financing	anti-money laundering and counter of terrorism	▁99
