	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement
2	trump	trump	trump	trump	trump	▁49
3	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election	us presidential election
4	major stock	major stock	major stock	major stock	major stock	▁59
5	brexit	brexit	brexit	brexit	brexit	brexit
6	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum
7	black swan	black swan	black swan	black swan	black swan	black swan
8	crude oil future	crude oil future	crude oil future	crude oil future	crude oil future	▁17
9	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
10	new york	new york	new york	new york	new york	new york
11	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index	us dollar index
12	10 us bond yield	10 us bond yield	10 us bond yield	10 us bond yield	10 us bond yield	▁58
13	stock market	stock market	stock market	stock market	stock market	stock market
14	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	monetary and banking system	▁66
15	banking system	banking system	banking system	banking system	banking system	banking system
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	renminbi	renminbi	renminbi	renminbi	renminbi	renminbi
18	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility undertaking
19	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund
20	impact	impact	impact	▁2	impact	▁27
21	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
22	link exchange rate system	link exchange rate system	link exchange rate system	lers	link exchange rate system	link exchange rate system
23	hkma	hkma	hkma	hkma	hkma	hkma
24	banking system	banking system	banking system	banking system	banking system	banking system
25	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
26	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio	classify loan ratio
27	overall loan	overall loan	overall loan	overall loan	overall loan	▁39
28	mortgage lending business	mortgage lending business	mortgage lending business	mortgage lending business	mortgage lending business	mortgage lending business
29	property market cycle	property market cycle	property market cycle	property market cycle	property market cycle	property market cycle
30	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement	statutory minimum requirement
31	liquidity ratios	liquidity ratios	liquidity ratios	liquidity ratios	liquidity ratios	liquidity ratios
32	capital adequacy ratios	capital adequacy ratios	capital adequacy ratios	capital adequacy ratios	capital adequacy ratios	capital adequacy ratios
33	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
34	hkma	hkma	hkma	hkma	hkma	hkma
35	banking system	banking system	banking system	banking system	banking system	banking system
36	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
37	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
