	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	sino trade friction	sino trade friction	sino trade friction	sino trade tension	sino trade friction	▁8
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitics	geopolitics	geopolitics	geopolitical risk	geopolitics	▁61
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	heat investment sentiment	heat investment sentiment	heat investment sentiment	heat investment sentiment	heat investment sentiment	▁127
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve	us federal reserve
9	stock	stock	stock	equity	stock	▁162
10	stock index	stock index	stock index	stock index	stock index	▁163
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁165
13	financial market	financial market	financial market	financial market	financial market	financial market
14	normalization rate	normalization rate	normalization rate	interest rate normalization	normalization rate	▁53
15	interest rate	interest rate hike	interest rate	interest rate hike	interest rate	interest rate hike
16	system	system	system	system	system	▁55
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	▔	▁2	▔	fund	▔	▁65
19	basis point	basis point	basis point	basis point	basis point	basis point
20	prime rate	prime rate	prime rate	prime rate	prime rate	prime rate
21	government	government	government	government	government	▁130
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	us interest rate	us interest rate	us interest rate	us interest rate hike	us interest rate	us interest rate hike
24	us interest rate	us interest rate	us interest rate	us interest rate	us interest rate	us interest rate
25	exchange system	exchange system	exchange system	lers	exchange system	lers
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	hong kong interbank offered rate	hong kong interbank offered rate	hong kong interbank offered rate	hong kong interbank offered rates	hong kong interbank offered rate	hong kong interbank offered rates
29	g20	g20	g20	g20	g20	g20
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public fund	public fund	public fund	public fund	public fund	▁46
32	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudential supervision	prudential supervision	prudential supervision	prudential supervision	prudential supervision	prudential supervision
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum	statutory minimum	statutory minimum	statutory minimum requirement	statutory minimum	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution regime
41	resolution office	resolution office	resolution office	resolution office	resolution office	resolution office
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
48	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
50	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁1
51	return on equity	return on equity	return on equity	return on equity	return on equity	return on equity
52	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
53	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure
54	hkma	hkma	hkma	hkma	hkma	hkma
55	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
56	banking group	banking group	banking group	banking group	banking group	banking group
57	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
58	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
59	bank culture	bank culture	bank culture	bank culture	bank culture	▁100
60	incentive system	incentive system	incentive system	incentive system	incentive system	incentive system
61	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement
62	self	self	self	self	self	self
63	evaluation and feedback mechanism	evaluation and feedback mechanism	evaluation and feedback mechanism	evaluation and feedback mechanism	evaluation and feedback mechanism	▁174
64	hkma	hkma	hkma	hkma	hkma	hkma
65	conduct department	conduct department	conduct department	conduct department	conduct department	▁199
66	banking culture	banking culture	banking culture	bank culture	banking culture	▁200
67	supervisory measure on bank culture	supervisory measure on bank culture	supervisory measure on bank culture	bank culture supervisory measure	supervisory measure on bank culture	▁201
68	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	▁15
69	convenience store	convenience store	convenience store	convenience store	convenience store	convenience store
70	easy pay	easy pay	easy pay	easy pay	easy pay	▁111
