	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	sino trade friction	sino trade friction	sino trade friction	sino trade tension	sino trade friction	▁9
2	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike	interest rate hike
3	geopolitical tension	geopolitical tension	geopolitical tension	geopolitical risk	geopolitical tension	▁60
4	annual report	annual report	annual report	annual report	annual report	annual report
5	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
6	investment sentiment	investment sentiment	investment sentiment	investment sentiment	investment sentiment	▁135
7	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
8	federal reserve	federal reserve	federal reserve	federal reserve	federal reserve	▁171
9	stock	stock	stock	equity	stock	▁173
10	stock index	stock index	stock index	stock index	stock index	▁174
11	brexit	brexit	brexit	brexit	brexit	brexit
12	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	brexit negotiation	▁176
13	financial market	financial market	financial market	financial market	financial market	financial market
14	normalization rate	normalization rate	normalization rate	interest rate normalization	normalization rate	▁50
15	interest rate	interest rate hike	interest rate	interest rate hike	interest rate	interest rate hike
16	system	system	system	system	system	▁53
17	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund	international monetary fund
18	fund	fund	fund	fund	fund	▁64
19	basis point	basis point	basis point	basis point	basis point	basis point
20	prime rate	prime rate	prime rate	prime rate	prime rate	prime rate
21	sar government	sar government	sar government	sar government	sar government	▁138
22	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
23	us interest rate	us interest rate	us interest rate	us interest rate hike	us interest rate	us interest rate hike
24	us interest rate	us interest rate	us interest rate	us interest rate	us interest rate	us interest rate
25	exchange system	exchange system	exchange system	system	exchange system	▁172
26	hkma	hkma	hkma	hkma	hkma	hkma
27	financial system	financial system	financial system	financial system	financial system	financial system
28	hong kong interbank offered rate	hong kong interbank offered rate	hong kong interbank offered rate	hibor	hong kong interbank offered rate	hong kong interbank offered rates
29	g20	g20	g20	g20	g20	g20
30	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance	corporate governance
31	public fund	public fund	public fund	public fund	public fund	▁43
32	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard	international regulatory standard
33	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail	too big to fail
34	prudential supervision	prudential supervision	prudential supervision	prudential supervision	prudential supervision	prudential supervision
35	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision	basel committee on banking supervision
36	statutory minimum	statutory minimum	statutory minimum	statutory minimum requirement	statutory minimum	statutory minimum requirement
37	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio	liquidity coverage ratio
38	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis	global financial crisis
39	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard	regulatory standard
40	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution mechanism	resolution regime
41	resolution office	resolution office	resolution office	resolution office	resolution office	resolution office
42	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan	resolution plan
43	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy	capital adequacy
44	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio
45	hkma	hkma	hkma	hkma	hkma	hkma
46	financial market	financial market	financial market	financial market	financial market	financial market
47	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
48	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision	banking supervision
49	risk management	risk management	risk management	risk management	risk management	risk management
50	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁1
51	return on equity	return on equity	return on equity	return on equity	return on equity	return on equity
52	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
53	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure	countercyclical measure
54	hkma	hkma	hkma	hkma	hkma	hkma
55	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
56	banking	banking	banking	banking	banking	▁226
57	retail bank	retail bank	retail bank	retail bank	retail bank	retail bank
58	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture	corporate culture
59	banking culture reform	banking culture reform	banking culture reform	banking culture reform	banking culture reform	▁105
60	incentive system	incentive system	incentive system	incentive system	incentive system	incentive system
61	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement	regulatory requirement
62	self	self	self	self	self	self
63	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism	assessment and feedback mechanism
64	hkma	hkma	hkma	hkma	hkma	hkma
65	banking conduct department	banking conduct department	banking conduct department	banking conduct department	banking conduct department	banking conduct department
66	banking culture	banking culture	banking culture	banking culture	banking culture	▁216
67	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	▁218
68	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	internet and mobile finance	▁16
69	convenience store	convenience store	convenience store	convenience store	convenience store	convenience store
70	easypay	easypay	easypay	easypay	easypay	▁117
71	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
72	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility	barrier facility
73	internet	internet	internet	network	internet	▁162
74	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm	voice navigation atm
75	hkma	hkma	hkma	hkma	hkma	hkma
76	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
77	hongkong post	hongkong post	hongkong post	hongkong post	hongkong post	hongkong post
78	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
79	transaction volume	transaction volume	transaction volume	transaction volume	transaction volume	▁18
80	common qr code	common qr code	common qr code	common qr code	common qr code	common qr code
81	payment system	payment system	payment system	fast payment system	payment system	fast payment system
82	smart banking	smart banking	smart banking	smart banking	smart banking	smart banking
83	new era of smart banking	new era of smart banking	new era of smart banking	new era of smart banking	new era of smart banking	new era of smart banking
84	technology sector	technology sector	technology sector	technology sector	technology sector	▁153
85	transfer service	transfer service	transfer service	transfer service	transfer service	▁199
86	hkma	hkma	hkma	hkma	hkma	hkma
87	fintech	fintech	fintech	fintech	fintech	fintech
88	banking and technology sector	banking and technology sector	banking and technology sector	banking and technology sector	banking and technology sector	▁214
89	bank account	bank account	bank account	bank account	bank account	bank account
90	retail payment system	retail payment system	retail payment system	retail payment system	retail payment system	▁233
91	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion	financial inclusion
92	virtual bank license	virtual bank license	virtual bank license	virtual bank licence	virtual bank license	virtual bank licence
93	virtual bank authorization guideline	virtual bank authorization guideline	virtual bank authorization guideline	virtual bank authorization guideline	virtual bank authorization guideline	▁179
94	hkma	hkma	hkma	hkma	hkma	hkma
95	fintech	fintech	fintech	fintech	fintech	fintech
96	interface	interface	interface	endpoint	interface	endpoint
97	sandbox	sandbox	sandbox	sandbox	sandbox	▁126
98	hkma	hkma	hkma	hkma	hkma	hkma
99	fintech	fintech	fintech	fintech	fintech	fintech
100	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox	fintech supervisory sandbox
101	open	open	open	open	open	▁228
102	e	e	e	e	e	e
103	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform	trade finance platform
104	hkma	hkma	hkma	hkma	hkma	hkma
105	terrorist financing	terrorist financing	terrorist financing	counter financing	terrorist financing	counter of terrorism
106	hkma	hkma	hkma	hkma	hkma	hkma
107	fintech	fintech	fintech	fintech	fintech	fintech
108	bond	bond	bond	bond	bond	▁33
109	bond and project finance market	bond and project finance market	bond and project finance market	bond and project finance market	bond and project finance market	bond and project finance market
110	▔	▁5	▔	▁4	▔	▁108
111	sar government	sar government	sar government	sar government	sar government	▁138
112	seminar	seminar	seminar	seminar	seminar	▁151
113	green bond	green bond	green bond	green bond	green bond	green bond
114	green bond subsidy scheme	green bond subsidy scheme	green bond subsidy scheme	green bond subsidy scheme	green bond subsidy scheme	▁157
115	green finance	green finance	green finance	green finance	green finance	green finance
116	green finance certification service	green finance certification service	green finance certification service	green finance certification service	green finance certification service	▁158
117	soft power	soft power	soft power	soft power	soft power	soft power
118	hkma	hkma	hkma	hkma	hkma	hkma
119	financial industry	financial industry	financial industry	financial industry	financial industry	financial industry
120	partner	partner	partner	partner	partner	▁55
121	state council	state council	state council	state council	state council	state council
122	sasac	sasac	sasac	sasac	sasac	sasac
123	infrastructure related project	infrastructure related project	infrastructure related project	infrastructure related project	infrastructure related project	▁61
124	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
125	hkma	hkma	hkma	hkma	hkma	hkma
126	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector	financial and professional service sector
127	high roundtable	high roundtable	high roundtable	high roundtable	high roundtable	high roundtable
128	london trading session	london trading session	london trading session	london trading session	london trading session	▁32
129	system	system	system	system	system	▁53
130	hkma	hkma	hkma	hkma	hkma	hkma
131	note bank	note bank	note bank	note bank	note bank	note bank
132	hkma	hkma	hkma	hkma	hkma	hkma
133	kong banknote series	kong banknote series	kong banknote series	kong banknote series	kong banknote series	▁243
134	primary liquidity providers	primary liquidity providers	primary liquidity providers	primary liquidity providers	primary liquidity providers	primary liquidity providers
135	hkma	hkma	hkma	hkma	hkma	hkma
136	offshore rmb market	offshore rmb market	offshore rmb market	offshore rmb market	offshore rmb market	▁230
137	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer	countercyclical capital buffer
138	hkma	hkma	hkma	hkma	hkma	hkma
139	counter financing	terrorist financing	counter financing	counter financing	counter financing	counter of terrorism
140	anti laundering	anti laundering	anti laundering	anti-money laundering	anti laundering	anti-money laundering
141	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	anti laundering and counter financing	▁92
142	peer review report	peer review report	peer review report	peer review report	peer review report	peer review report
143	over derivative	over derivative	over derivative	over derivative	over derivative	▁65
144	over derivative market	over derivative market	over derivative market	over derivative market	over derivative market	over derivative market
145	resolution framework for financial institution	resolution framework for financial institution	resolution framework for financial institution	resolution framework for financial institution	resolution framework for financial institution	▁209
146	barrier banking service	barrier banking service	barrier banking service	accessible banking service	barrier banking service	barrier banking service
147	hkma	hkma	hkma	hkma	hkma	hkma
148	development bank	development bank	development bank	development bank	development bank	development bank
149	banking	banking sector	banking	banking sector	banking	banking sector
150	banking	banking sector	banking	banking sector	banking	banking sector
151	hkma	hkma	hkma	hkma	hkma	hkma
152	independent non-executive director seminar	independent non-executive director seminar	independent non-executive director seminar	independent non-executive director seminar	independent non-executive director seminar	▁140
153	seminar	seminar	seminar	seminar	seminar	▁151
154	hkma	hkma	hkma	hkma	hkma	hkma
155	resolution	resolution mechanism	resolution	resolution mechanism	resolution	resolution regime
156	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
157	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao	monetary authority of macao
158	hkma	hkma	hkma	hkma	hkma	hkma
159	banking professional qualification framework	banking professional qualification framework	banking professional qualification framework	banking professional qualification framework	banking professional qualification framework	▁215
160	banking	banking sector	banking	banking sector	banking	banking sector
161	self	self	self	self	self	self
162	hkma	hkma	hkma	hkma	hkma	hkma
163	banking culture	banking culture	banking culture	banking culture	banking culture	▁216
164	banking culture reform	banking culture reform	banking culture reform	banking culture reform	banking culture reform	▁217
165	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	banking culture supervisory measure	▁218
166	domestic systemically important authorize institution	domestic systemically important authorize institution	domestic systemically important authorize institution	domestic systemically important authorize institution	domestic systemically important authorize institution	▁48
167	hkma	hkma	hkma	hkma	hkma	hkma
168	rmb internationalization	rmb internationalization	rmb internationalization	rmb internationalization	rmb internationalization	▁20
169	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
170	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance	swiss federal department of finance
171	wealth management	wealth management	wealth management	wealth management	wealth management	wealth management
172	hkma	hkma	hkma	hkma	hkma	hkma
173	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation
174	financial market	financial market	financial market	financial market	financial market	financial market
175	hkma	hkma	hkma	hkma	hkma	hkma
176	fintech	fintech	fintech	fintech	fintech	fintech
177	fintech talent	fintech talent	fintech talent	fintech talent	fintech talent	▁210
178	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority	polish financial supervision authority
179	hkma	hkma	hkma	hkma	hkma	hkma
180	fintech	fintech	fintech	fintech	fintech	fintech
181	fintech cooperation	fintech cooperation	fintech cooperation	fintech cooperation	fintech cooperation	fintech collaboration
182	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing	infrastructure financing
183	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency	multilateral investment guarantee agency
184	hkma	hkma	hkma	hkma	hkma	hkma
185	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	infrastructure financing facilitation office	▁207
186	belt and road	belt and road	belt and road	belt and road	belt and road	belt and road
187	seminar	seminar	seminar	seminar	seminar	▁151
188	area	area	area	area	area	▁75
189	investhk	investhk	investhk	investhk	investhk	▁93
190	seminar	seminar	seminar	seminar	seminar	▁151
191	treasury management	treasury management	treasury management	treasury management	treasury management	▁188
192	hkma	hkma	hkma	hkma	hkma	hkma
193	bond	bond	bond	bond	bond	▁33
194	international capital market association	international capital market association	international capital market association	international capital market association	international capital market association	international capital market association
195	green and social bond principle	green and social bond principle	green and social bond principle	green and social bond principle	green and social bond principle	green and social bond principle
196	capital market	capital market	capital market	▁6	capital market	capital market
197	hkma	hkma	hkma	hkma	hkma	hkma
198	person 's bank of china	person 's bank of china	person 's bank of china	person 's bank of china	person 's bank of china	person 's 's bank of china
199	research bureau of the person 's bank of china	research bureau of the person 's bank of china	research bureau of the person 's bank of china	research bureau of the person 's bank of china	research bureau of the person 's bank of china	▁4
200	mainland	mainland	mainland	mainland	mainland	mainland
201	seminar	seminar	seminar	seminar	seminar	▁151
202	green finance	green finance	green finance	green finance	green finance	green finance
203	hkma	hkma	hkma	hkma	hkma	hkma
204	internship program	internship program	internship program	internship program	internship program	▁80
205	shenzhen municipal financial service office	shenzhen municipal financial service office	shenzhen municipal financial service office	shenzhen financial service office	shenzhen municipal financial service office	▁130
206	hkma	hkma	hkma	hkma	hkma	hkma
207	fintech	fintech	fintech	fintech	fintech	fintech
208	hkma	hkma	hkma	hkma	hkma	hkma
209	financial service	financial service	financial service	financial service	financial service	financial service
210	fintech	fintech	fintech	fintech	fintech	fintech
211	fintech collaboration	fintech cooperation	fintech collaboration	fintech cooperation	fintech collaboration	fintech collaboration
212	abu dhabi global market	abu dhabi global market	abu dhabi global market	abu dhabi global market	abu dhabi global market	abu dhabi global market
213	over derivative	over derivative	over derivative	over derivative	over derivative	▁65
214	over derivative	over derivative	over derivative	over derivative	over derivative	▁66
215	regulatory regime	regulatory regime	regulatory regime	regulatory regime	regulatory regime	regulatory regime
216	security	security	security	security	security	security
217	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission	security and futures commission
218	hkma	hkma	hkma	hkma	hkma	hkma
219	belt and road	belt and road	belt and road	belt and road	belt and road	belt and road
220	belt and road summit	belt and road summit	belt and road summit	belt and road summit	belt and road summit	belt and road summit
221	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	risk mitigation in infrastructure investment	▁62
222	thematic discussion	thematic discussion	thematic discussion	thematic discussion	thematic discussion	▁85
223	bond connect	bond	bond connect	bond	bond connect	▁33
224	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
225	hkma	hkma	hkma	hkma	hkma	hkma
226	banking sector	banking sector	banking sector	banking sector	banking sector	banking sector
227	open open	open	open open	open	open open	▁228
228	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network	global financial innovation network
229	network	internet	network	network	network	▁162
230	hkma	hkma	hkma	hkma	hkma	hkma
231	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation	financial innovation
232	belt and road	belt and road	belt and road	belt and road	belt and road	belt and road
233	state council	state council	state council	state council	state council	state council
234	hkma	hkma	hkma	hkma	hkma	hkma
235	high roundtable meeting	high roundtable	high roundtable meeting	high roundtable	high roundtable meeting	high roundtable
236	bond connect	bond	bond connect	bond	bond connect	▁33
237	bond connect	bond connect	bond connect	bond connect	bond connect	bond connect
238	delivery versus	delivery versus	delivery versus	delivery versus	delivery versus	real delivery versus payment
