	tgt	pseudoref_first	tgt	pseudoref_frequent	tgt	pseudoref_predefined
0	executive	executive	executive	chief executive	executive	chief executive
1	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement	chief executive 's 's statement
2	trump	trump	trump	trump	trump	▁112
3	u.s presidential election	u.s presidential election	u.s presidential election	u.s presidential election	u.s presidential election	▁141
4	major u.s stock index future	major u.s stock index future	major u.s stock index future	major u.s stock index future	major u.s stock index future	▁146
5	brexit	brexit	brexit	brexit	brexit	brexit
6	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum	brexit referendum
7	black swan	black swan	black swan	black swan	black swan	black swan
8	crude oil future price	crude oil future price	crude oil future price	crude oil future price	crude oil future price	crude oil future price
9	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index	hang seng index
10	▔	▁23	▔	▁22	▔	▁129
11	usd index	usd index	usd index	usd index	usd index	▁137
12	u.s ten treasury yield	u.s ten treasury yield	u.s ten treasury yield	u.s ten treasury yield	u.s ten treasury yield	▁140
13	stock market	stock market	stock market	stock market	stock market	stock market
14	monetary and banking sector	monetary and banking sector	monetary and banking sector	monetary and banking sector	monetary and banking sector	▁157
15	banking sector	banking sector	banking sector	banking system	banking sector	banking system
16	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
17	renminbi	renminbi	renminbi	renminbi	renminbi	renminbi
18	convertibility undertaking	convertibility undertaking	convertibility undertaking	convertibility	convertibility undertaking	convertibility undertaking
19	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund	international hedge fund
20	impact	impact	impact	▁12	impact	▁70
21	u.s federal reserve	u.s federal reserve	u.s federal reserve	u.s federal reserve	u.s federal reserve	▁143
22	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	linked exchange rate system	▁147
23	authority	authority	authority	hkma	authority	hkma
24	banking system	banking sector	banking system	banking system	banking system	banking system
25	hong kong	hong kong	hong kong	hong kong	hong kong	hong kong
26	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	non-performing loan ratio	▁2
27	overall loan	overall loan	overall loan	overall loan	overall loan	▁90
28	property mortgage sector	property mortgage sector	property mortgage sector	property mortgage sector	property mortgage sector	▁95
29	property cycle	property cycle	property cycle	property cycle	property cycle	▁96
30	statutory requirement	statutory requirement	statutory requirement	statutory requirement	statutory requirement	▁103
31	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	liquidity ratio	▁104
32	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	capital adequacy ratio	▁158
33	asset quality	asset quality	asset quality	asset quality	asset quality	asset quality
34	▔	authority	▔	hkma	▔	hkma
35	banking sector	banking sector	banking sector	banking system	banking sector	banking system
36	banking stability	banking stability	banking stability	banking stability	banking stability	banking stability
